"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","journalShort","objective","studyPlan","keywords","mainIntervention","mainEndpoint","fromCode","projectName","uploadDate"
,"38129276","An overview on pure autonomic failure.","Pavy-Le Traon A","Pure autonomic failure (PAF) is a neurodegenerative disease affecting the sympathetic component of the autonomic nervous system and presenting as orthostatic hypotension (OH). It is a rare, sporadic disease of adults. Although OH is the primary symptom, the autonomic dysfunction may be more generalised, leading to genitourinary and intestinal dysfunction and sweating disorders. Autonomic symptoms in PAF may be similar to those observed in other autonomic neuropathies that need to be ruled out. PAF belongs to the group of α synucleinopathies and is characterised by predominant peripheral deposition of α-synuclein in autonomic ganglia and nerves. However, in a significant number of cases, PAF may convert into another synucleinopathy with central nervous system involvement with varying prognosis: Parkinson's disease (PD), multiple system atrophy (MSA), or dementia with Lewy bodies (DLB). The clinical features, the main differential diagnoses, the risk factors for ""phenoconversion"" to another synucleinopathy as well as an overview of treatment will be discussed.","2023",,"Rev Neurol (Paris)",," review","NULL",,,1,"projTutoMSA","2024-02-05"
,"38128498","Progression of myopic maculopathy based on the ATN classification system.","Zhang R","INTRODUCTION: Myopic maculopathy is a sight-threatening disease, which causes irreversible vision faults and central vision loss. The purpose of this study is evaluating the risk factors of the myopic maculopathy progression according ATN classification system.
METHODS: Clinic data of 69 high myopia patients aged older than 40 years with a follow-up time of more than 2 years, who underwent fundus photography and OCT examination were retrospectively collected. Fundus changes were evaluated with ATN classification at the first and the last-follow time. And the related factors affecting the progress including axial length (AL), spherical equivalence (SE), subfoveal choroidal thickness (SFCT), disc-foveal distance (DFD), optic disc tilt and parapapillary atrophy (PPA) were analyzed.
RESULTS: This study included 69 high myopia patients with mean age 54.29 ± 10.41 years. The progression rate of myopic maculopathy (MM) was approximately 25.56%. Elongated DFD (5.37±0.11mm vs 4.86±0.37mm; p<0.001) and thinner SFCT (138.52±29.38μm vs 184.87±48.72μm; p=0.008) at baseline were linked with MM progression. In multiple logistic regression analysis, DFD was a substantial hazard risk factor (adjusted OR=1.672, 95%CI: 1.135-2.498, p<0.05) after adjusting for age, AL and SFCT were adjusted for. Receiver operating characteristic curve showed that DFD might serve as a predictor to discriminate the MM progression with a cut-off value of 5.15mm and a substantial receiver operating characteristic curve area (AUC: 0.794). Compared with the non-progression group, the progression group had older age (p <0.001), longer AL (p = 0.001), higher optic disc tilt rate (p < 0.001) and higher proportion of pre-existing PPA (p=0.038) at baseline, the differences were statistically significant.
CONCLUSION: Based on the ATN classification system, we found that the progression of MM was related to older age, longer AL, high disc tilt, pre-existing PPA, thinner SFCT and longer DFD. The parameter of DFD was an important factor affecting the progression of MM, which is considered to have a higher probability of progression when the length beyond 5.15mm.","2023",,"Ophthalmologica"," The purpose of this study is evaluating the risk factors of the myopic maculopathy progression according ATN classification system ","other","NULL",,,1,"projTutoMSA","2024-02-05"
,"38094640","Pain in Multiple System Atrophy a Systematic Review and Meta-Analysis.","Campese N","BACKGROUND: Individuals with multiple system atrophy (MSA) often complain about pain, nonetheless this remains a poorly investigated non-motor feature of MSA.
OBJECTIVES: Here, we aimed at assessing the prevalence, characteristics, and risk factors for pain in individuals with MSA.
METHODS: Following the Preferred Reporting Items for Systematic Reviews and Meta-Analyzes (PRISMA) guidelines, we systematically screened the PubMED, Cochrane, and Web of Science databases for papers published in English until September 30, 2022, combining the following keywords: ""pain,"" ""multiple system atrophy,"" ""MSA,"" ""olivopontocerebellar atrophy,"" ""OPCA,"" ""striatonigral degeneration,"" ""SND,"" ""Shy Drager,"" and ""atypical parkinsonism.""
RESULTS: The search identified 700 records. Sixteen studies provided information on pain prevalence in cohorts of MSA individuals and were included in a qualitative assessment based on the Quality Assessment of Diagnostic Accuracy Studies (QUADAS) tool. Thirteen studies (11 cross-sectional, two longitudinal) scored ≥14 points on QUADAS assessment and were included in a quantitative analysis, pooling data from 1236 MSA individuals. The resulting pooled prevalence of pain in MSA was 67% (95% confidence intervals [CI] = 57%-75%), and significantly higher in individuals with MSA of parkinsonian rather than cerebellar type (76% [95% CI = 63%-87%] vs. 45% [95% CI = 33%-57%], 
CONCLUSIONS: We found that pain is a frequent, but still under-recognized and undertreated feature of MSA. Further research is needed to improve pain detection and treatment in MSA.","2023",,"Mov Disord Clin Pract"," OBJECTIVES : Here , we aimed at assessing the prevalence , characteristics , and risk factors for pain in individuals with MSA "," review","NULL",,,1,"projTutoMSA","2024-02-05"
,"38075229","Prevalence and prognostic significance of malnutrition in early-stage multiple system atrophy.","Li S","BACKGROUND: Malnutrition is associated with poor survival in some diseases. However, the nutritional status in multiple system atrophy (MSA) is unknown, and the significance of malnutrition for the prediction of mortality in MSA has not been well established.
OBJECTIVE: We aimed to determine the prevalence of malnutrition and the prognostic value of malnutrition in patients with early-stage MSA.
METHODS: Patients diagnosed with early phase MSA (disease duration<3 years) were recruited, and they were followed every year until May 2023. The nutritional status of patients with MSA was assessed using the Controlling Nutritional Status (CONUT) score and Geriatric Nutritional Risk Index (GNRI). Kaplan-Meier survival analysis and Cox regression model were used to assess the prognostic value of malnutrition in MSA.
RESULTS: A total of 224 patients with probable MSA (106 MSA died and 118 were still alive) and 213 matched healthy controls (HCs) were enrolled. According to COUNT score and GNRI, patients with MSA had higher prevalence of malnutrition than HCs (44.6% vs. 14.1 and 17.9% vs. 0.9%, respectively). The median survival from symptom onset in patients with MSA in the malnutrition group was shorter than those in the normal-nutrition group (5.98 vs. 7.06 years, 
INTERPRETATION: Malnutrition was common in patients with early-stage MSA. Malnutrition increased the risk of mortality in patients with MSA, and early nutritional supplementation should be taken into consideration.","2023",,"Front Nutr"," However , the nutritional status in multiple system atrophy ( MSA ) is unknown , and the significance of malnutrition for the prediction of mortality in MSA has not been well established ","other","NULL",,,1,"projTutoMSA","2024-02-05"
,"38035215","The Posterosuperior Tetralogy Scoring System as a Practical Tool to Predict Shoulder Function After Posterosuperior Large-to-Massive Rotator Cuff Repairs.","Guo S","BACKGROUND: Fatty infiltration (FI) or atrophy alone has been found to be inaccurate in predicting shoulder function after repair of large-to-massive rotator cuff tears (L/MRCTs), especially when a diverse extent of FI and atrophy presents in multiple rotator cuff muscles.
PURPOSE/HYPOTHESIS: The Posterosuperior Tetralogy Scoring System (PS-Tetra Score), which integrates FI and atrophy, was proposed to predict shoulder function after surgery. It was hypothesized was that a PS-Tetra Score ≥3 would be a risk factor for poor shoulder function after repair of posterosuperior L/MRCTs and would possess greater diagnostic value than using isolated FI or atrophy of the supraspinatus (SSP) or infraspinatus (ISP).
STUDY DESIGN: Case-control study; Level of evidence, 3.
METHODS: A total of 187 arthroscopic repairs of posterosuperior L/MRCTs were reviewed. Magnetic resonance imaging evaluations were performed of FI and atrophy of the SSP and ISP, teres minor hypertrophy, tendon retraction, and acromiohumeral distance. A postoperative American Shoulder and Elbow Surgeons (ASES) score of 70 was used to subgroup patients according to shoulder function. Univariate and multivariate analyses were performed to determine the risk factors of poor shoulder function (ASES ≤70). The diagnostic values of different indicators for predicting shoulder function were evaluated.
RESULTS: In univariate analysis, female sex, higher Goutallier grade of the SSP and ISP, positive SSP tangent sign, and PS-Tetra Score ≥3 was significantly associated with ASES score ≤70, whereas in binary logistic regression analysis, a PS-Tetra Score ≥3 was the only significant risk factor for poor shoulder function. The occurrence rate of poor function in shoulders with a PS-Tetra Score of 0, 1, 2, 3, and 4 was 0% (0/52), 0% (0/52), 19.57% (9/46), 58.06% (18/31), and 83.33% (5/6), respectively. PS-Tetra Score ≥3 possessed higher crude agreement (87.70%), specificity (90.97%), positive predictive value (62.16%), and area under the receiver operating characteristic curve (0.814) than the other 3 indicators, with relatively high negative predictive value (94.00%) and moderate sensitivity (71.88%).
CONCLUSION: PS-Tetra Score ≥3 was a risk factor of poor shoulder function after repair of posterosuperior L/MRCTs and possessed greater diagnostic value than using isolated FI or atrophy of SSP or ISP alone for predicting shoulder function.","2023",,"Orthop J Sports Med"," PURPOSE / HYPOTHESIS : The Posterosuperior Tetralogy Scoring System ( PS-Tetra Score ) , which integrates FI and atrophy , was proposed to predict shoulder function after surgery ","other","NULL",,,1,"projTutoMSA","2024-02-05"
,"38026693","The complex relationship between obesity and neurodegenerative diseases: an updated review.","Neto A","Obesity is a global epidemic, affecting roughly 30% of the world's population and predicted to rise. This disease results from genetic, behavioral, societal, and environmental factors, leading to excessive fat accumulation, due to insufficient energy expenditure. The adipose tissue, once seen as a simple storage depot, is now recognized as a complex organ with various functions, including hormone regulation and modulation of metabolism, inflammation, and homeostasis. Obesity is associated with a low-grade inflammatory state and has been linked to neurodegenerative diseases like multiple sclerosis (MS), Alzheimer's (AD), and Parkinson's (PD). Mechanistically, reduced adipose expandability leads to hypertrophic adipocytes, triggering inflammation, insulin and leptin resistance, blood-brain barrier disruption, altered brain metabolism, neuronal inflammation, brain atrophy, and cognitive decline. Obesity impacts neurodegenerative disorders through shared underlying mechanisms, underscoring its potential as a modifiable risk factor for these diseases. Nevertheless, further research is needed to fully grasp the intricate connections between obesity and neurodegeneration. Collaborative efforts in this field hold promise for innovative strategies to address this complex relationship and develop effective prevention and treatment methods, which also includes specific diets and physical activities, ultimately improving quality of life and health.","2023",,"Front Cell Neurosci",," review","NULL",,,1,"projTutoMSA","2024-02-05"
,"37996211","Multiple system atrophy: Clinical, evolutive and histopathological characteristics of a series of cases.","Carmona-Abellan M","BACKGROUND AND OBJECTIVE: Multiple system atrophy is a rare and fatal neurodegenerative disorder, characterized by autonomic dysfunction in association with either parkinsonism or cerebellar signs. The pathologic hallmark is the presence of alpha-synuclein aggregates in oligodendrocytes, forming glial cytoplasmic inclusions. Clinically, it may be difficult to distinguish form other parkinsonisms or ataxias, particularly in the early stages of the disease. In this case series we aim to describe in detail the features of MSA patients.
MATERIAL AND METHODS: Unified MSA Rating Scale (UMSARS) score, structural and functional imaging and cardiovascular autonomic testing, are summarized since early stages of the disease.
RESULTS: UMSARS proved to be useful to perform a follow-up being longitudinal examination essential to stratify risk of poor outcome. Neuropathological diagnosis showed an overlap between parkinsonian and cerebellar subtypes, with some peculiarities that could help to distinguish from other subtypes.
CONCLUSION: A better description of MSA features with standardized test confirmed by means of neuropathological studies could help to increase sensitivity.","2023",,"Neurologia (Engl Ed)","BACKGROUND AND OBJECTIVE : Multiple system atrophy is a rare and fatal neurodegenerative disorder , characterized by autonomic dysfunction in association with either parkinsonism or cerebellar signs ","other","Humans, FALSE, Multiple System Atrophy, TRUE, diagnosis, Q000175, Parkinsonian Disorders, TRUE, Autonomic Nervous System Diseases, TRUE, Cerebellum, FALSE, diagnostic imaging, Q000000981, Ataxia, FALSE",,,1,"projTutoMSA","2024-02-05"
,"37989566","Predictive value of retinal atrophy for cognitive decline across disease duration in multiple sclerosis.","Alba-Arbalat S","BACKGROUND: We investigated the association between changes in retinal thickness and cognition in people with MS (PwMS), exploring the predictive value of optical coherence tomography (OCT) markers of neuroaxonal damage for global cognitive decline at different periods of disease.
METHOD: We quantified the peripapillary retinal nerve fibre (pRFNL) and ganglion cell-inner plexiform (GCIPL) layers thicknesses of 207 PwMS and performed neuropsychological evaluations. The cohort was divided based on disease duration (≤5 years or >5 years). We studied associations between changes in OCT and cognition over time, and assessed the risk of cognitive decline of a pRFNL≤88 µm or GCIPL≤77 µm and its predictive value.
RESULTS: Changes in pRFNL and GCIPL thickness over 3.2 years were associated with evolution of cognitive scores, in the entire cohort and in patients with more than 5 years of disease (p<0.01). Changes in cognition were related to less use of disease-modifying drugs, but not OCT metrics in PwMS within 5 years of onset. A pRFNL≤88 µm was associated with earlier cognitive disability (3.7 vs 9.9 years) and higher risk of cognitive deterioration (HR=1.64, p=0.022). A GCIPL≤77 µm was not associated with a higher risk of cognitive decline, but a trend was observed at ≤91.5 µm in PwMS with longer disease (HR=1.81, p=0.061).
CONCLUSIONS: The progressive retinal thinning is related to cognitive decline, indicating that cognitive dysfunction is a late manifestation of accumulated neuroaxonal damage. Quantifying the pRFNL aids in identifying individuals at risk of cognitive dysfunction.","2023",,"J Neurol Neurosurg Psychiatry"," We investigated the association between changes in retinal thickness and cognition in people with MS ( PwMS ) , exploring the predictive value of optical coherence tomography ( OCT ) markers of neuroaxonal damage for global cognitive decline at different periods of disease ","other","NULL",,,1,"projTutoMSA","2024-02-05"
,"37888900","To know or not to know? Opinions of patients with Parkinson's Disease on disclosing risk of phenoconversion in RBD.","Marcinkowska A","INTRODUCTION: The aim of our study was to find out the opinion of patients with Parkinson's Disease (PD) whose disease was preceded by REM sleep behaviour disorder (RBD) regarding early information about the high risk of phenoconversion in RBD.
CLINICAL RATIONALE FOR THE STUDY: RBD is an early clinical manifestation of α-synucleinopathies with a more than 90% risk of phenoconversion to PD, dementia with Lewy bodies (DLB) or multiple system atrophy (MSA). It remains a subject for debate as to whether and how RBD patients should be informed about the high risk of phenoconversion. The patient's right to full knowledge regarding his or her health conflicts with the potentially destructive impact of this information on his or her mental state and quality of life of them and their relatives.
MATERIAL AND METHODS: Thirty-nine patients with PD whose disease was preceded by RBD were surveyed. Data on the course of RBD and PD was collected. Questions were asked about early information about the high risk of phenoconversion to patients with RBD and factors determining the opinion of the surveyed persons.
RESULTS: The majority ( > 60%) of respondents gave a positive answer when asked whether patients should be informed about their high risk of developing PD once diagnosed with RBD. Only a few (7.7%) respondents believed that disclosing such information to the patient should be possible only after obtaining his or her consent. Respondents associated consent to information about the high risk of developing PD in people with RBD with high expectations of the healthcare system. We were unable to determine whether factors such as the gender of the subject, the clinical course of the PD, and the RBD duration had an impact on patients' opinions regarding disclosing knowledge about phenoconversion.
CONCLUSIONS AND CLINICAL IMPLICATIONS: Our study provides important information that should influence physicians' communication with patients with RBD, especially regarding how they communicate about the high risk of phenoconversion.","2023",,"Neurol Neurochir Pol"," The aim of our study was to find out the opinion of patients with Parkinson's Disease ( PD ) whose disease was preceded by REM sleep behaviour disorder ( RBD ) regarding early information about the high risk of phenoconversion in RBD ","other","Male, FALSE, Female, FALSE, Humans, FALSE, Parkinson Disease, TRUE, diagnosis, Q000175, REM Sleep Behavior Disorder, TRUE, etiology, Q000209, Quality of Life, FALSE, Multiple System Atrophy, TRUE, diagnosis, Q000175",,,1,"projTutoMSA","2024-02-05"
,"37810618","Risk of hospitalization in synucleinopathies and impact of psychosis.","Piat C","BACKGROUND: Few studies have investigated the risk of hospitalization among patients with synucleinopathies (Parkinson disease, Dementia with Lewy Bodies, Parkinson disease dementia, Multiple System Atrophy) with associated psychosis and the impact of antipsychotic treatments on hospital admissions and duration of the stay.
OBJECTIVE: To determine the risk of hospitalization among patients with synucleinopathies and in patients with associated psychosis. To evaluate the impact of antipsychotic treatments on hospital admission of patients with synucleinopathies and psychosis in an incident cohort study in Olmsted County, Minnesota (MN).
METHODS: We used the Rochester Epidemiology Project (REP) to define an incident cohort of patients with clinically diagnosed synucleinopathies (1991-2010) in Olmsted County, MN. A movement disorder specialist reviewed all medical records to confirm the clinical diagnosis of synucleinopathies using the NINDS/NIMH unified diagnostic criteria.
RESULTS: We included 416 incident cases of clinically diagnosed synucleinopathies from 2,669 hospitalizations. 409 patients (98.3%) were admitted to the hospital at least once for any cause after the onset of parkinsonism. The median number of hospitalizations for a single patient was 5. In total, 195 (46.9%) patients met the criteria for psychosis: patients with psychosis had a 49% (HR = 1.49, 
CONCLUSION: Psychosis increases the risk of hospitalization in patients with clinically defined synucleinopathies; however, it does not affect the length of hospital stays in our cohort. Antipsychotic treatment does not affect the risk of hospitalization in our study.","2023",,"Front Aging Neurosci"," OBJECTIVE : To determine the risk of hospitalization among patients with synucleinopathies and in patients with associated psychosis ","other","NULL",,,1,"projTutoMSA","2024-02-05"
,"37790746","Effects of Rehabilitative Intervention for Augmenting Cough Function in Patients with Multiple System Atrophy.","Asakawa T","OBJECTIVES: One of the causes of death in patients with multiple system atrophy (MSA) is aspiration pneumonia caused by cough dysfunction. This study aimed to identify an effective approach to improve coughing and to explore the establishment of criteria for the use of gastrostomy based on cough and respiratory dysfunctions.
METHODS: Eighteen probable MSA patients participated in the study. They were categorized into air stacking and non-air stacking groups. First, we investigated how the inspiration volume changes by applying maximum insufflation capacity (MIC). Second, peak cough flow (PCF) was measured by different cough augmentation methods: 1) spontaneous coughing (SpC); 2) SpC with MIC (SpC + MIC); 3) SpC with manually assisted cough (MAC) (SpC + MAC); and 4) SpC with MIC and MAC (SpC + MIC + MAC). Among these four conditions, PCF values were compared to determine the most effective approach for cough augmentation. Receiver operating characteristic analysis was performed on percent forced vital capacity (%FVC) to determine an index for discriminating PCF below160 L/min, which indicates a high risk of suffocation, involving SpC and SpC + MIC.
RESULTS: Inspiration volume increased significantly with MIC in both groups (P < 0.05), and PCF increased significantly with MIC in the air stacking group (P < 0.01). PCF could not be maintained at 160 L/min when %FVC fell below 59%, even when MIC was applied.
CONCLUSIONS: PCF increases with MIC in patients with MSA. It may be meaningful to consider the timing of gastrostomy introduction based on the severity of cough and respiratory dysfunction.","2023",,"Prog Rehabil Med"," OBJECTIVES : One of the causes of death in patients with multiple system atrophy ( MSA ) is aspiration pneumonia caused by cough dysfunction ","other","NULL",,,1,"projTutoMSA","2024-02-05"
,"37790494","Long-Term Outcomes of Hyperadrenergic Orthostatic Hypotension.","Castro RA","PURPOSE: Hyperadrenergic orthostatic hypotension is a subtype of orthostatic hypotension associated with elevated norepinephrine levels upon standing. Our previous study found that this subtype is characterized by less severe autonomic impairment compared to orthostatic hypotension with normal or low norepinephrine levels. However, long-term outcomes have not been determined. Thus, the purpose of this study was to evaluate the all-cause mortality and phenoconversion over 7 years.
METHODS: In this prospective observational study, 92 patients with orthostatic hypotension were recruited from the Vanderbilt Autonomic Dysfunction Center. 34 patients with upright norepinephrine levels above 600 pg/mL were included in the hyperadrenergic cohort and 58 composed the orthostatic hypotension cohort. Both cohorts were followed for 7 years while assessing all-cause mortality and phenoconversion to neurodegenerative autonomic disorders.
RESULTS: Hyperadrenergic patients showed an exaggerated orthostatic increase in norepinephrine to 938 ± 305 pg/mL upon head up tilt despite presenting with impaired autonomic reflexes. The 7-year mortality rate was 35% in the hyperadrenergic cohort compared to 22% in orthostatic hypotension (p = 0.01). The hyperadrenergic cohort had a greater phenoconversion rate to multiple system atrophy (p = 0.04), whereas the orthostatic hypotension cohort had greater phenoconversion to Parkinson's disease and dementia with Lewy bodies.
CONCLUSIONS: Despite having less severe autonomic impairment, our data suggests that hyperadrenergic orthostatic hypotension has worse clinical outcomes than neurogenic orthostatic hypotension. Patients with hyperadrenergic orthostatic hypotension require careful monitoring, given that this condition may be associated with negative outcomes.","2023",,"Res Sq"," PURPOSE : Hyperadrenergic orthostatic hypotension is a subtype of orthostatic hypotension associated with elevated norepinephrine levels upon standing ","other","NULL",,,1,"projTutoMSA","2024-02-05"
,"37784132","Follow-up of pre-motor symptoms of Parkinson's disease in adult patients with Gaucher disease type 1 and analysis of their lysosomal enzyme profiles in the CSF.","Wilke MVMB","BACKGROUND: Parkinson's disease (PD) is the second most common neurodegenerative disease worldwide. Its classic motor symptoms may be preceded by non-motor symptoms (NMS). Population studies have identified GBA variants as risk factors for idiopathic PD. The increased risk of PD has also been suggested in other Lysosomal Storage Disorders (LSDs).
OBJECTIVE: To assess the evolution of the prevalence of NMS compatible with PD in a cohort of South Brazilian adult patients with Gaucher Disease (GD) type 1, already evaluated 3 years ago (2018). Cerebrospinal Fluid (CSF) was collected to assess the levels of LSD enzymes (beta-hexosaminidases, beta-glucuronidase) and biomarker of macrophage activation (chitotriosidase, ChT), compared to controls (metachromatic leukodystrophy, MLD). Cognition was evaluated by the Montreal Cognitive Assessment (MoCA) questionnaire, daytime sleepiness by the Epworth Sleepiness Scale (ESS), depression by Beck´s Inventory, constipation by the Unified Multiple System Atrophy Rating Scale (UMSARS) scale, and REM sleep behavior disorder by the single-question screen. Hyposmia was assessed with Sniffin' Sticks (SST).
RESULTS: Nineteen patients completed the follow-up (mean age of the sample was 44 years; range, 26-71). The patient with the highest number of NMS at the baseline (4 including the lowest SST score) was diagnosed with PD four years later. Apart from an improvement in the ESS score, no other statistical significance was found between the number of NMS between the first and second evaluation, nor between patients with one L444P variant (n = 5) and the rest of the cohort. CSF was collected in five patients (mean age of the sample was 40 years, range 30-53. A significant difference was found in the mean CSF activity levels of beta-hexosaminidases and beta-glucuronidase between GD1 and MLD patients. Mean ChT (CSF) was 62 nmol/h/mL in GD patients and 142 in MLD (n = 6) patients.
CONCLUSIONS: The patient with the highest number of NMS in our 2018 cohort was the one that developed PD, corroborating with the importance of this longitudinal follow-up. CSF and plasma analysis might allow a better understanding of the neurodegenerative processes connecting PD and the lysosomal environment. Further analysis is needed to understand this relationship.","2023",,"Orphanet J Rare Dis"," OBJECTIVE : To assess the evolution of the prevalence of NMS compatible with PD in a cohort of South Brazilian adult patients with Gaucher Disease ( GD ) type 1 , already evaluated 3 years ago ( 2018 ) ","other","Humans, FALSE, Adult, FALSE, Middle Aged, FALSE, Parkinson Disease, TRUE, diagnosis, Q000175, Gaucher Disease, TRUE, Follow-Up Studies, FALSE, Neurodegenerative Diseases, TRUE, Glucuronidase, FALSE",,,1,"projTutoMSA","2024-02-05"
,"37772304","Development and Validation of a Prognostic Model to Predict Overall Survival in Multiple System Atrophy.","Eschlboeck S","BACKGROUND: Multiple system atrophy (MSA) is a devastating disease characterized by a variable combination of motor and autonomic symptoms. Previous studies identified numerous clinical factors to be associated with shorter survival.
OBJECTIVE: To enable personalized patient counseling, we aimed at developing a risk model of survival based on baseline clinical symptoms.
METHODS: MSA patients referred to the Movement Disorders Unit in Innsbruck, Austria, between 1999 and 2016 were retrospectively analyzed. Kaplan-Meier curves and multivariate Cox regression analysis with least absolute shrinkage and selection operator penalty for variable selection were performed to identify prognostic factors. A nomogram was developed to estimate the 7 years overall survival probability. The performance of the predictive model was validated and calibrated internally using bootstrap resampling and externally using data from the prospective European MSA Study Group Natural History Study.
RESULTS: A total of 210 MSA patients were included in this analysis, of which 124 patients died. The median survival was 7 years. The following clinical variables were found to significantly affect overall survival and were included in the nomogram: age at symptom onset, falls within 3 years of onset, early autonomic failure including orthostatic hypotension and urogenital failure, and lacking levodopa response. The time-dependent area under curve for internal and external validation was >0.7 within the first 7 years of the disease course. The model was well calibrated showing good overlap between predicted and actual survival probability at 7 years.
CONCLUSION: The nomogram is a simple tool to predict survival on an individual basis and may help to improve counseling and treatment of MSA patients.","2023",,"Mov Disord Clin Pract"," OBJECTIVE : To enable personalized patient counseling , we aimed at developing a risk model of survival based on baseline clinical symptoms ","other","NULL",,,1,"projTutoMSA","2024-02-05"
