"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","journalShort","objective","studyPlan","fromCode","projectName","uploadDate"
,"18843257","Variability of ferritin measurements in chronic kidney disease; implications for iron management.","Ford BA","Serum ferritin levels are a proxy measure of iron stores; and existing guidelines for managing anemia in hemodialysis patients suggest that serum ferritin concentrations should be maintained at >200 ng/ml. The KDOQI recommendations further state there is insufficient evidence advocating routine intravenous iron when ferritin levels exceed 500 ng/ml. Here we determined the interassay differences and short-term intraindividual variability of serum ferritin measurements in patients on chronic hemodialysis to illustrate how these variances may affect treatment decisions. Intermethod variations of up to 150 ng/ml were found comparing six commonly used ferritin assays that evaluated thirteen pools of serum from hemodialysis and nonhemodialysis patients. The intraindividual variability for ferritin in 60 stable hemodialysis patients ranged between 2-62% measured over an initial two-week period and from 3-52% when factored over a six-week period. Our results suggests that single serum ferritin values should not be used to guide clinical decisions regarding treatment of chronic hemodialysis patients with intravenous iron due to significant analytical and intraindividual variability.","2009",,"Kidney Int",,"other",1,"ckdIronPub","2023-12-21"
,"18843256","Ultrasmall superparamagnetic iron oxides (USPIOs): a future alternative magnetic resonance (MR) contrast agent for patients at risk for nephrogenic systemic fibrosis (NSF)?","Neuwelt EA","Gadolinium (Gd) based contrast agents (GBCAs) in magnetic resonance imaging (MRI) are used in daily clinical practice and appear safe in most patients; however, nephrogenic systemic fibrosis (NSF) is a recently recognized severe complication associated with GBCAs. It affects primarily patients with renal disease, such as stage 4 or 5 chronic kidney disease (CKD; glomerular filtration rate <30 ml/min per 1.73 m(2)), acute kidney injury, or kidney and liver transplant recipients with kidney dysfunction. Contrast-enhanced MRI and computed tomography (CT) scans provide important clinical information and influence patient management. An alternative contrast agent is needed to obtain adequate imaging results while avoiding the risk of NSF in this vulnerable patient group. One potential alternative is ultrasmall superparamagnetic iron oxide (USPIO) nanoparticles, which provide enhancement characteristics similar to GBCAs. We review our experience in approximately 150 patients on the potential benefits of the USPIOs ferumoxtran-10 and ferumoxytol. We focus on central nervous system (CNS) MRI but also review imaging of other vascular beds. Safety studies, including USPIO administration (ferumoxytol) as iron supplement therapy in CKD patients on and not on dialysis, suggest that decreased kidney function does not alter the safety profile. We conclude that for both CNS MR imaging and MR angiography, USPIO agents like ferumoxytol are a viable option for patients at risk for NSF.","2009",,"Kidney Int"," We review our experience in approximately 150 patients on the potential benefits of the USPIOs ferumoxtran-10 and ferumoxytol "," review",1,"ckdIronPub","2023-12-21"
,"18808386","Heart and iron deficiency anaemia in rats with renal insufficiency: the role of hepcidin.","Toblli JE","AIM: Anaemia is prevalent in chronic kidney disease (CKD) and induces significant changes in heart and kidney. In this study, we evaluated the relationship between iron metabolism, hepcidin and inflammation focusing on left ventricular (LV) function, in a remnant kidney rat model.
METHODS: Rats with 5/6 subtotal nephrectomy (STNx) and sham operation. Haemoglobin (Hb), serum iron (SI), fractional shortening (FS%) by echocardiograms were evaluated. Six months after STNx, the heart and kidney were processed by immunohistochemistry with antibodies against hypoxia-inducible factors (HIF)-1alpha, erythropoietin (EPO), pro-hepcidin, caspase-3, tumour necrosis factor (TNF)-alpha and interleukin (IL)-6.
RESULTS: Hb (g/dL) STNx: 10.8 +/- 0.8, sham: 14.7 +/- 0.6 (P < 0.01); SI (microg/dL) STNx: 154.5 +/- 24.5, sham: 287.5 +/- 32.1 (P < 0.01); heart weight (g) STNx: 2.21 +/- 0.15, sham: 1.12 +/- 0.12 (P < 0.01); FS% STNx: 28.4 +/- 2.5, sham: 45.1 +/- 4.1 (P < 0.01). There was a correlation between Hb and FS% (r = 0.95; P < 0.01) and between SI and FS% (r = 0.86; P < 0.01) in the STNx group. Tissue ferritin was reduced in heart and in kidney in the STNx group (P < 0.01). HIF-1alpha was expressed in cardiomyocytes (positive cells/area) STNx: 32 +/- 5, sham: 4 +/- 1; and tubular cells in STNx group: 70 +/- 16, sham: 10 +/- 3, P < 0.01. Hepcidin (% staining/area) in heart STNx: 6.6 +/- 0.8, sham: 0.8 +/- 0.1; in kidney STNx: 9.7 +/- 2.6, sham: 3.7 +/- 0.9, P < 0.01. EPO (% staining/area) in heart STNx: 2.6 +/- 0.4, sham: 0.8 +/- 0.2; in kidney STNx: 10.2 +/- 1.4, sham: 1.2 +/- 0.6; P < 0.01. In STNx group positive caspase-3, TNF-alpha and IL-6 were detected in heart and renal cells.
CONCLUSION: Low LV performance is associated with iron deficiency anaemia in rats with CKD. Furthermore, overproduction of HIF-1alpha and the activation of caspase-3 seem to be associated with iron deficiency and with inflammatory markers. Hepcidin seems to plays a key role in this mechanism.","2008",,"Nephrology (Carlton)"," AIM : Anaemia is prevalent in chronic kidney disease ( CKD ) and induces significant changes in heart and kidney ","other",1,"ckdIronPub","2023-12-21"
,"18786076","Intravenous iron in chronic kidney disease: haemoglobin change shortly after treatment of patients neither on dialysis nor on erythropoietin.","Tagboto S","Anaemia is a common in chronic kidney disease. Although erythropoietin and iron supplementation are established treatments, knowledge on the use of IV iron alone in patients not on dialysis or erythropoietin is incomplete. The responses of 82 patients referred to the renal anaemia service with haemoglobin of 11.5 g/dl or less were assessed 1 week after completing four once weekly doses of 200 mg of venofer. No patients were on dialysis or erythropoietin. The haemoglobin rise 1 week after treatment was 0.53 g/dl. Ferritin levels improved from 110.8 to 410.2 ng/l and transferrin saturation from 17.7 to 27.3%. Ferritin levels remained below our target range (200-500 ng/l) in 7.7% while 25.6% had levels above this. Ferritin levels remained less than 800 ng/l in nearly all patients. Intravenous iron is cost effective and should be considered for use in patients with renal anaemia. Patients with CKD stage 5 appeared to respond less well.","2008",,"J Ren Care",,"clinical trial",1,"ckdIronPub","2023-12-21"
,"18785894","Improving efficiency and value in health care. Intravenous iron management for anaemia associated with chronic kidney disease: linking treatment to an outpatient clinic, optimizing service provision and patient choice.","Bhandari S","RATIONALE: The National Service Framework advocates correction of anaemia in patients with chronic kidney disease (CKD). Oral iron is insufficient, while intravenous (IV) supplementation replenishes and maintains iron stores. In Yorkshire numerous peripheral clinics exist to reduce travel for patients, but patients must travel to the main unit for IV iron therapy. Therefore an outpatient service in tandem with a routine clinic for administration of IV CosmoFer was created.
PURPOSE: To evaluate the feasibility and benefits of IV iron therapy in the outpatient clinic during active patient review for CKD patients.
DESIGN: A cross-sectional study of patients attending for total dose IV iron (n = 57) at a peripheral clinic. Iron was administered and monitored according to protocol by one of the clinic nurses with medical staff available in the adjoining room. Haemoglobin, ferritin and renal function were recorded pre-infusion and after 4-6 months. Results are given as medians/means +/- standard error.
RESULTS: A total of 76 IV infusions were carried out with no reported side effects or haemodynamic instability. Haemoglobin (median 10.9 vs. 11.3 g dL(-1), P = NS), creatinine and estimated glomerular filtration rate (eGFR) over the 6-month period remained stable. Serum ferritin rose significantly [80.9 +/- 6.2 vs. 186.4 +/- 18.2 g L(-1) (P < 0.001)]. Hospital time saved 380 day case bed hours, doctor hours saved 76 hours, and patient hours saved 3 hours/patient. Cost savings for TDI CosmoFer in peripheral clinic versus in centre therapy and versus sucrose, respectively, for 76 treatments was pound 5749.40 and pound 46,320.80 respectively.
CONCLUSION: We have demonstrated, in a resource-limited service, the feasibility and cost-effectiveness of a management care pathway for patients with CKD, in a peripheral clinic, to receive total dose IV CosmoFer without disruption of a functioning renal clinic.","2008",,"J Eval Clin Pract"," PURPOSE : To evaluate the feasibility and benefits of IV iron therapy in the outpatient clinic during active patient review for CKD patients ","other",1,"ckdIronPub","2023-12-21"
,"18711422","Comparing the efficacy of intravenous iron and oral iron in nondialysis patients with chronic kidney disease.","Hörl WH","This Practice Point commentary discusses the findings and limitations of a phase III trial by Spinowitz et al. that compared oral and intravenous iron therapies in nondialysis patients with chronic kidney disease. In total, 304 patients were randomly assigned in a 3:1 ratio to receive either two 510 mg doses of intravenous ferumoxytol within 5+/-3 days or 200mg of elemental oral iron daily for 21 days. At day 35, hemoglobin levels had increased significantly more in patients who had received intravenous ferumoxytol than in those who had received oral iron therapy. Ferumoxytol was well tolerated. The superiority of ferumoxytol over other intravenous iron preparations, however, needs to be investigated, and optimal serum ferritin levels for the nondialysis CKD population need to be defined.","2008",,"Nat Clin Pract Nephrol",,"other",1,"ckdIronPub","2023-12-21"
,"18661414","The comparative safety of various intravenous iron preparations in chronic kidney disease patients.","Anirban G","The relative safety of parenteral iron preparations is a controversial issue in the management of anemia in chronic kidney disease (CKD), as direct head-to-head comparative trials are lacking. In this study, patients of CKD were randomized to receive intravenous low molecular weight iron dextran (ID), sodium ferrigluconate complex (SFGC), and iron sucrose (IS) at doses and infusion rates recommended by the product manufacturer. One time test dose was used only for ID and SFGC. A total of 2,980 injections (n = 339) of i.v. iron was given, and 49 patients (14.45% per patient) and a total of 56 adverse events (1.88% per infusion) were noted. Odds ratios (OR) of serious adverse drug events (ADE; i.e., death, anaphylaxis, or suspected immuno-allergic events) per patient was not significant between ID vs. SFGC (3.566) and SFGC vs. IS (2.129), whereas that between ID vs. IS (7.594) was highly significant (p = 0.034). OR of serious ADE exposure was significantly higher in ID vs. SFGC (OR = 5.670, p = 0.0147) and ID vs. IS (OR = 7.799, p < 0.001). No significant difference was seen between the three groups in terms of non-serious ADEs. Drug discontinuation occurred significantly more often with ID. One patient who developed anaphylactoid reaction with SFGC and ID tolerated iron sucrose well.","2008",,"Ren Fail",,"randomized controlled trial",1,"ckdIronPub","2023-12-21"
,"18563050","Iron deficiency in non-dialysis chronic kidney disease.","Fishbane S","NULL","2009",,"Kidney Int",,"other",1,"ckdIronPub","2023-12-21"
,"18525001","Ferumoxytol for treating iron deficiency anemia in CKD.","Spinowitz BS","Iron deficiency is an important cause of anemia in patients with chronic kidney disease (CKD), but intravenous iron is infrequently used among patients who are not on dialysis. Ferumoxytol is a novel intravenous iron product that can be administered as a rapid injection. This Phase III trial randomly assigned 304 patients with CKD in a 3:1 ratio to two 510-mg doses of intravenous ferumoxytol within 5 +/- 3 d or 200 mg of elemental oral iron daily for 21 d. The increase in hemoglobin at day 35, the primary efficacy end point, was 0.82 +/- 1.24 g/dl with ferumoxytol and 0.16 +/- 1.02 g/dl with oral iron (P < 0.0001). Among patients who were not receiving erythropoiesis-stimulating agents, hemoglobin increased 0.62 +/- 1.02 g/dl with ferumoxytol and 0.13 +/- 0.93 g/dl with oral iron. Among patients who were receiving erythropoiesis-stimulating agents, hemoglobin increased 1.16 +/- 1.49 g/dl with ferumoxytol and 0.19 +/- 1.14 g/dl with oral iron. Treatment-related adverse events occurred in 10.6% of patients who were treated with ferumoxytol and 24.0% of those who were treated with oral iron; none was serious. In summary, a regimen of two doses of 510 mg of intravenous ferumoxytol administered rapidly within 5 +/- 3 d was well tolerated and had the intended therapeutic effect. This regimen may offer a new, efficient option to treat iron deficiency anemia in patients with CKD.","2008",,"J Am Soc Nephrol",,"clinical trial",1,"ckdIronPub","2023-12-21"
,"18274543","Low-molecular weight iron dextran and iron sucrose have similar comparative safety profiles in chronic kidney disease.","Auerbach M","Serious adverse events that occur with the administration of iron dextran are due to the high molecular weight preparations. Conclusions that iron sucrose and ferric gluconate are safer than iron dextran may be premature. Published literature comparing safety profiles of available parenteral iron products is reviewed. Administration of iron salts to pre-dialysis patients with chronic kidney disease may not be optimal. We recommend the total dose infusion of low molecular weight iron dextran as an option for iron replacement.","2008",,"Kidney Int",,"comparative study",1,"ckdIronPub","2023-12-21"
,"18235527","Iron sucrose causes greater proteinuria than ferric gluconate in non-dialysis chronic kidney disease.","Jaber BL","NULL","2008",,"Kidney Int",,"comparative study",1,"ckdIronPub","2023-12-21"
,"18174266","Alteration of mRNA expression of molecules related to iron metabolism in adenine-induced renal failure rats: a possible mechanism of iron deficiency in chronic kidney disease patients on treatment.","Hamada Y","BACKGROUND: Recombinant human erythropoietin (rHuEpo) is a definitive treatment for anaemia in chronic kidney disease (CKD). During long-term rHuEpo treatment most patients develop and show persistent iron deficiency in spite of oral iron supplementation. Abnormalities of iron absorption and transport in the duodenum may contribute to this deficiency.
METHODS: To investigate changes in iron absorption and transport in CKD and iron deficiency against the background of rHuEpo treatment, we used severely anaemic rats with adenine-induced renal failure (adenine rats) and sham-treated control rats given only the vehicle. After 4 weeks on adenine or the vehicle, the rats were divided into four groups according to whether or not they received rHuEpo for the next 4 weeks: rHuEpo(-)-adenine, rHuEpo(-)-control, rHuEpo(+)-adenine and rHuEpo(+)-control. We evaluated the effects of rHuEpo treatment on iron balance, duodenal mRNA expression of molecules related to iron absorption and transport and hepatic mRNA expression of hepcidin.
RESULTS: Treatment with rHuEpo improved anaemia and induced iron deficiency only in the adenine rats, in whom the expression of mRNAs for ferroportin 1 and hephaestin 1 increased and for divalent metal transporter 1 (DMT1) was unchanged. In contrast, control rats treated with rHuEpo showed no changes. Hepcidin mRNA expression was greater in adenine rats than in control rats.
CONCLUSIONS: In the adenine rats, rHuEpo treatment improved renal anaemia and induced persistent iron deficiency. An alteration of mRNA expression of molecules related to iron metabolism in renal insufficiency may be one of the reasons for this iron deficiency.","2008",,"Nephrol Dial Transplant"," To investigate changes in iron absorption and transport in CKD and iron deficiency against the background of rHuEpo treatment , we used severely anaemic rats with adenine-induced renal failure ( adenine rats ) and sham-treated control rats given only the vehicle ","comparative study",1,"ckdIronPub","2023-12-21"
,"18089442","Intravenous iron, inflammation, and oxidative stress: is iron a friend or an enemy of uremic patients?","Garneata L","Intravenous iron supplementation is a recognized therapy for anemia in chronic hemodialysis patients, especially in those treated with erythropoietin. The vast majority of patients with chronic kidney disease (CKD) seem to be iron-deficient, as evaluated by the usual parameters and by iron staining on bone marrow biopsy, because of multiple forms of interference with all phases of iron metabolism. The need for iron supplementation in CKD patients becomes obvious. Intravenous iron was demonstrated to be superior to oral iron in hemodialysis patients. There is also evidence for the superiority of intravenous iron in peritoneal dialysis and in nondialysis-dependent CKD patients. On the other hand, intravenous iron could promote cytotoxicity and tissue injury, and exacerbate oxidative stress and thus endothelial dysfunction, as well as inflammation and the progression of both CKD and cardiovascular disease. Nevertheless, correction of anemia is effective in reducing oxidative stress and, consequently, cardiovascular risk. The overall risk-benefit ratio favors the use of intravenous iron alone or with an erythropoietic stimulating agent in the management of renal anemia. Clinical judgment is necessary in each individual case to diagnose iron deficiency and effectively use intravenous iron.","2008",,"J Ren Nutr",,"other",1,"ckdIronPub","2023-12-21"
,"17699373","Parenteral iron compounds: potent oxidants but mainstays of anemia management in chronic renal disease.","Zager RA","Ferric iron (Fe)-carbohydrate complexes are widely used for treating Fe deficiency in patients who are unable to meet their Fe requirements with oral supplements. Intravenous Fe generally is well tolerated and effective in correcting Fe-deficient states. However, the complexing of Fe to carbohydrate polymers does not block its potent pro-oxidant effects; systemic free radical generation and, possibly, tissue damage may result. The purpose of this review is to (1) underscore the capacity of currently used parenteral Fe formulations to induce oxidative stress, (2) compare the severity of these oxidant reactions with those that result from unshielded Fe salts and with each other, and (3) speculate as to the potential of these agents to induce acute renal cell injury and augment systemic inflammatory responses. The experimental data that are reviewed should not be extrapolated to the clinical setting or be used for clinical decision making. Rather, it is hoped that the information provided herein may have utility for clinical hypothesis generation and, hence, future clinical studies. By so doing, a better understanding of Fe's potential protean effects on patients with renal disease may result.","2006",,"Clin J Am Soc Nephrol"," The purpose of this review is to ( 1 ) underscore the capacity of currently used parenteral Fe formulations to induce oxidative stress , ( 2 ) compare the severity of these oxidant reactions with those that result from unshielded Fe salts and with each other , and ( 3 ) speculate"," review",1,"ckdIronPub","2023-12-21"
,"17804903","Nonhematological benefits of iron.","Agarwal R","Iron deficiency anemia is common in people with chronic kidney disease (CKD) and its importance in supporting erythropoiesis is unquestioned especially in those patients treated with erythropoietin. Clinical symptomatology such as fatigability, cold intolerance, failure to concentrate and poor effort intolerance is often attributed to anemia or uremia. That iron deficiency, per se, can cause these symptoms is poorly recognized. Clinical and animal studies that support the benefits of iron supplementation, independent of increasing hemoglobin, such as those on immune function, physical performance, thermoregulation, cognition, and restless leg syndrome and aluminum absorption is the subject of this narrative review.","2007",,"Am J Nephrol",," review",1,"ckdIronPub","2023-12-21"
,"17722476","[Administration of iron-containing drugs in non-dialyzed patients with chronic kidney disease].","Grzegorzewska AE","In the review paper an issue of the administration of iron containing drugs in the treatment of anemia in non-dialyzed patients with chronic kidney disease (CKD) is presented. Iron deficiency in patients with CKD (serum ferritin concentration below 100 ng/ml, transferrin saturation below 20%) occurs in 20-70% of cases. Prevalence of iron deficiency depends on stage of CKD and patients' gender. Among causes of iron deficiency the following reasons are mentioned: blood loss through gastrointestinal tract (17-18% of patients in pre-dialysis stage show positive results of tests on occult blood), diminished absorption (uremic gastroenteropathy, administration of drugs decreasing iron absorption), decreased delivery of food (anorexia, low protein diet), infections and inflammatory state. In the course of infections and inflammatory states body iron storage may be normal, but its utilization for erythropoesis is deteriorated (functional iron deficiency). Results of randomized controlled studies indicate greater efficiency of intravenous therapy in comparison with oral route of iron administration. In practice, the main route of administration of iron-containing drugs to non-dialyzed patients with CKD remains, however, the oral one (iron sulfate, iron fumarate, hem iron) as more convenient and seldom leading to serious side effects. Intravenous iron therapy (iron dextrose, iron polymaltose, sodium-iron gluconate, iron sucrose) is required for cases with absolute deficiency of this microelement, disturbed intestinal absorption, poor tolerance of oral iron medication or its ineffectiveness from other reasons. Administration of erythropoiesis stimulating agents in predialysis period may require intravenous iron therapy because of enhanced consumption of its stores for erythropoiesis. Attention should be paid to possible nephrotoxic effects of administration of iron containing drugs (transient proteinuria, damage of renal tubules, decrease in glomerular filtration rate).","2007",,"Pol Arch Med Wewn",," review",1,"ckdIronPub","2023-12-21"
,"17684963","[Erythropoetin and iron preparations in the treatment of anemia in patients with chronic kidney disease of stage III-IV in systemic diseases].","Kozlovskaia LV","AIM: To study efficacy and safety of long-term administration of epoetin and iron preparations in glomerulonephritis (GN) patients with chronic kidney disease (CKD) of stage III-IV in systemic diseases.
MATERIAL AND METHODS: A total of 189 patients at predialysis stage of CKD (glomerular filtration rate between 15 and 60 ml/min) were randomized into 3 groups depending on GN etiology: primary GN (group 1, 123 patients), GN in systemic diseases (group 2, 45 patients), controls (group 3, 21 patients). Anemia was characterized not only by red cells indices but also by the level of serum ferritin, C-reactive protein (CRP), saturation of transferrin with iron. Remodeling of the heart was determined in all the patients at dopplerechocardiography estimating left ventricular myocardial mass, relative thickness of its wall.
RESULTS: Correction of anemia was achieved in all the patients with GN and CKD of stage III-IV in systemic diseases despite the activity of systemic disease (high blood level of CRP) and persistent nephritis activity (high proteinuria). In many patients from groups 1 and 2 who were initially diagnosed to have left ventricular hypertrophy (LVH) of excentric type LVH regressed after 6 months of anemia correction. In group 3 with untreated anemia frequency of LVH increased.
CONCLUSION: Treatment of anemia in GN patients with CKD of stage III-IV in systemic diseases needed higher doses of epoetin and parenteral iron preparations compared to patients with the above stages of CKD with primary GN.","2007",,"Ter Arkh"," AIM : To study efficacy and safety of long-term administration of epoetin and iron preparations in glomerulonephritis ( GN ) patients with chronic kidney disease ( CKD ) of stage III-IV in systemic diseases ","randomized controlled trial",1,"ckdIronPub","2023-12-21"
,"17658969","The safety of intravenous iron sucrose use in the elderly patient.","Reed J","BACKGROUND: This study was undertaken to assess the safety and tolerability of the use of intravenous (IV) iron sucrose in the therapy of iron-deficiency anemia in elderly, hemodialysis dependent (HDD), chronic kidney disease (CKD) patients.
METHODS: This was a multicenter, open-label study in a large consecutive sample of 665 HDD-CKD patients (in 11 locations). Patients received IV iron sucrose therapy in treatment and maintenance dosing cycles over 10-week periods. There were 10 doses of 100 mg of iron sucrose in each drug cycle, and participants could receive multiple cycles of either or both regimens. Variables evaluated in the intent-to-treat population included adverse events (AEs), hemoglobin, and iron indices.
RESULTS: Of the 665 patients, 391 patients were under the age of 65 (younger adults) and 274 were 65 years of age or older (elder adults). Iron needs and erythropoietin dosing were similar in both the elder and younger adult patients. The incidence, severity, and nature of AEs and overall mortality were similar in both age groups. There were no drug-related deaths or drug-related serious AEs in either group. There were no hypersensitivity reactions or allergic reactions in either patient population, even among those with a prior history of intolerance to other parenteral-iron products. Comparison of the two age groups also revealed no differences in the efficacy of iron treatment as reflected by hemoglobin, transferring saturation, and ferritin response.
CONCLUSIONS: There is no apparent difference in the safety and efficacy of iron sucrose between elder and younger adults in the treatment of iron-deficiency anemia in HDD patients with CKD.","2007",,"Consult Pharm",,"other",1,"ckdIronPub","2023-12-21"
,"17622274","Iron sucrose causes greater proteinuria than ferric gluconate in non-dialysis chronic kidney disease.","Agarwal R","Non-dextran intravenous (i.v.) iron preparations seem to differentially affect proteinuria in patients with chronic kidney disease. To study effects of ferric gluconate and iron sucrose on proteinuria, we conducted a crossover trial in 12 patients with stage 3-4 chronic kidney disease. These patients were randomized to receive the same dose of either drug 1 week apart. Urine samples were obtained immediately before and at frequent intervals after the drug. The urine total protein/creatinine ratio was significantly greater after iron sucrose than ferric gluconate treatment with the effect noted within 15 min post-infusion. Furthermore, when iron sucrose was given first, a significantly greater protein/creatinine ratio was seen subsequently with ferric gluconate than with the reverse order of treatment. The urine albumin/creatinine ratio was also significantly greater with iron sucrose than with ferric gluconate. There was no significant difference, however, between the two i.v. irons in the measured urine N-acetyl-beta-D-glucosaminidase/creatinine ratio. Although our study showed that acutely, iron sucrose increased proteinuria, the long-term effects of repeated i.v. non-dextran iron on kidney function requires further study.","2007",,"Kidney Int",,"randomized controlled trial",1,"ckdIronPub","2023-12-21"
,"17533016","Iron management in nondialysis-dependent CKD.","Fishbane S","Iron deficiency has been studied extensively in patients with chronic kidney disease on hemodialysis therapy. However, few studies looked at iron treatment in the nondialysis chronic kidney disease population. Limited data suggest that iron deficiency is common in patients with chronic kidney disease with anemia; this lack of iron can hinder the effectiveness of erythropoiesis. The diagnosis of iron deficiency should involve clinical judgment, with an emphasis on clinical characteristics of the patient because of the limited amount of literature examining the interpretation of iron testing results. When iron deficiency is diagnosed in nondialysis patients with chronic kidney disease, a search must be initiated for any sources of blood loss. After addressing any blood loss, the preferred route of iron treatment must be determined. To date, no clear advantage was shown with intravenous versus oral administration in nondialysis patients, as shown in the hemodialysis setting. Thus, oral iron therapy may be a more reasonable option unless oral therapy previously failed. Additional research is needed to support evidence-based guidelines for the treatment of iron deficiency in the nondialysis chronic kidney disease population because this population differs from hemodialysis patients in the decreased extent of blood loss.","2007",,"Am J Kidney Dis",," review",1,"ckdIronPub","2023-12-21"
,"17444278","Iron homeostasis in chronic inflammation.","Balla J","Inflammation induced anemia and resistance to erythropoietin are common features in patients with chronic kidney disease (CKD). Elevated levels of cytokines and enhanced oxidative stress, conditions associated with inflammatory states, are implicated in the development of anemia. Accumulating evidence suggests that activation of cytokine cascade and the associated acute-phase response, as it often occurs in patients with CKD, divert iron from erythropoiesis to storage sites within the reticuloendothelial system leading to functional iron deficiency and subsequently to anemia or resistance to erythropoietin. Other processes have also been shown to be involved in the pathogenesis of anemia provoked by the activated immune system including an inhibition of erythroid progenitor proliferation and differentiation, a suppression of erythropoietin production and a blunted response to erythropoietin. The present review concerns the underlying alterations in iron metabolism induced by chronic inflammation that result in anemia.","2007",,"Acta Physiol Hung",," review",1,"ckdIronPub","2023-12-21"
,"17373284","[Recommendations of iron management in chronic kidney patients].","Canaud B","The national and international recommendations concerning the iron management in chronic kidney disease (CKD) patient are well established. All acknowledge the fact that iron needs are increased in uremic patients. This is particularly true for CKD-5 patients treated by hemodialysis (increased losses) and when treated by an erythropoetic stimulating agent (ESA). Annual iron requirements are currently estimated between 500 mg and 3000 mg per year. The biodisponibility of oral iron isreduced and side effects are quite common. The venous supplementation of iron offers today the best safety/efficacy profile. The evaluation of iron store is mandatory in CKD patient. The assessment of iron store in kidney patient relies on three major markers: transferrin saturation (Trf Sat); ferritin; percentage of hypochromic erythroid cells. Faced to iron deficiency, it is crucial to differentiate two situations: an absolute iron deficiency (Trf Sat < 20 % ; ferritin < 100 ng/ml; percentage of hypochromic cells > 10%); a functional iron deficiency (Trf Sat < 20%; ferritin > 200-500 ng/ml; percentage of hypochromic cells > 5-10%). When intravenous iron supplementation is indicated, dosing regime should be based on a slow and a reduced dosage administration to comply with manufacturer and best practice recommendations. Regular iron infusion of 50 to 100 mg per week is able to cover the basic needs for most hemodialysis patients.","2006",,"Nephrol Ther",,"other",1,"ckdIronPub","2023-12-21"
,"17373282","[IV iron or oral iron in anaemic patient with CKD].","Frimat L","Population-based study demonstrated that iron deficiency is really frequent, and anaemia not rare. Nevertheless, iron deficiency afflicts anaemic patients at all stages of chronic kidney disease (CKD). Bioavailability of oral iron supplements is highly variable, particularly in case of CKD. Moreover, efficacy is in favour of intravenous (i.v.) iron over oral iron. And safety of i.v. iron sucrose is today definite. Finally, recommended targets, i.e. Hb > 11 g/dl and transferring saturation > 20%, necessitate i.v. iron.","2006",,"Nephrol Ther",,"other",1,"ckdIronPub","2023-12-21"
,"17353176","Reticulocyte hemoglobin equivalent: an indicator of reduced iron availability in chronic kidney diseases during erythropoietin therapy.","Garzia M","Anemia is a common complication of chronic kidney disease (CKD), particularly in dialysis patients. Correction of anemia in CKD patients includes the administration of both recombinant human erythropoietin and intravenous iron. An optimization of iron treatment requires obtaining a target hemoglobin level and avoiding an excessive body-iron overload. The reticulocyte hemoglobin content (CHr) has been shown to be an early indicator of iron-restricted erythropoiesis. The recent European guidelines for anemia treatment in CKD assessed the value for CHr >29 pg/cell as the reticulocyte parameter to evaluate a patient's iron needs. The reticulocyte hemoglobin equivalent (RET-He), recently introduced to determine the forward scatter of fluorescence-labeled reticulocytes, seems to be a sensitive indicator of iron-deficiency anemia. This study evaluates the concordance between the CHr parameter, used as a reference, and the new RET-He in a cohort of 57 dialysis patients referred to the Nephrology Unit of our hospital. All patients received erythropoietin, and iron was administered intravenously to maintain the hemoglobin level between 10 and 12 mg/dL. A total of 285 determinations were performed with both instruments. In the dialysis population, the 95% central range for CHr of 24.8 to 36.3 pg corresponds to a range for RET-He of 23.3 to 40.1 pg, with a mean bias of 1.12 pg between the 2 parameters. In comparison with CHr, the value of 30.5 pg for RET-He appeared to be the best cut-off point with a very good sensitivity and specificity to determine patients needing iron supplementation. Our study showed an excellent diagnostic efficiency of RET-He to evaluate patients needing iron support and demonstrated a strict correspondence between the classic CHr and the new Ret-He. This correspondence was independent of clinical changes, frequently occurring in dialysis patients. Both parameters could be used soon to guide and monitor iron treatment in dialysis patients.","2007",,"Lab Hematol",,"other",1,"ckdIronPub","2023-12-21"
