"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","objective","studyPlan","fromCode","projectName","uploadDate"
,"20413992"," Prevalence of anemia and its impact on mortality and hospitalization rate in predialysis patients. ","Voormolen N. et al.","BACKGROUND/AIM: Anemia is associated with increased mortality and morbidity in both early and very late stages of chronic kidney disease (CKD). The aim of this study was to assess whether anemia is a risk factor for mortality or hospitalization in CKD stage 4-5 predialysis patients not yet on dialysis. METHODS: Incident predialysis patients were included between 1999 and 2001 and followed until January 2008 or death. Anemia was defined as mean hemoglobin (Hb) < or =11 g/dl in the 3 months before the start of predialysis. Associations were assessed by Cox regression, linear and logistic regression analysis. RESULTS: A total of 472 patients were included (median follow-up time 12 months, 11% died, 79% started dialysis). Mean Hb was 11.2 g/dl (minimum 7.6, maximum 16.9). Forty-eight percent of patients had anemia at the start of predialysis care. The adjusted mortality risk (hazard ratio, 95% confidence interval) for anemic compared to nonanemic patients was 1.92 (1.04, 3.52). Anemia tended to be related to all-cause but not to non-dialysis-related hospitalization risk. CONCLUSION: At the start of predialysis care, 48% of patients had anemia. Anemia as defined in guideline targets is not associated with an increase in hospitalizations not related to renal replacement therapy, but is likely an important risk factor for mortality in predialysis patients.","2010","Nephron. Clinical practice","BACKGROUND / AIM : Anemia is associated with increased mortality and morbidity in both early and very late stages of chronic kidney disease ( CKD ) ","other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"33002599"," Letter to the Editor in response to the article ""Efficacy and safety of HIF prolyl-hydroxylase inhibitor vs epoetin and darbepoetin for anemia in chronic kidney disease patients not undergoing dialysis: A network meta-analysis"". ","Farag Y. et al.",,"2021","Pharmacological research",,"Meta analysis",1,"anemiaHbIronCkdLisa","2023-11-08"
,"33026571"," Efficacy and safety of hypoxia-inducible factor prolyl hydroxylase inhibitor (HIF-PHI) on anemia in non-dialysis-dependent chronic kidney disease (NDD-CKD): a systematic review and meta-analysis. ","Zhang S. et al.","PURPOSE: HIF-PHI (hypoxia-inducible factor prolyl hydroxylase inhibitor) was developed to improve renal anemia. This study was to evaluate the efficiency and safety of HIF-PHI in patients with non-dialysis-dependent chronic kidney disease (NDD-CKD). METHODS: The literature was extracted from PubMed, EMBASE, the Cochrane Central Register of Controlled Trials, and the Wanfang database. Statistical tests and forest plots were depicted by Review Manager Version 5.3. The primary outcome was a change in hemoglobin level from baseline (ΔHb). Secondary outcomes were changes in ferritin (ΔFerritin), hepcidin (ΔHepcidin), and transferrin saturation from baseline (ΔTSAT), and adverse events (AEs). This study is registered with PROSPERO (registration number CRD42020199656). RESULTS: Ten trials were included. The results showed that HIF-PHI improved the ΔHb [SMD 3.03 (95% CI 2.10, 3.96), P < 0.00001] in NDD patients. HIF-PHI reduced hepcidin levels in the NDD patients [SMD - 1.44 (95%","2021","International urology and nephrology"," PURPOSE : HIF-PHI ( hypoxia-inducible factor prolyl hydroxylase inhibitor ) was developed to improve renal anemia ","Meta analysis",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21625120"," Anemia trials in CKD and clinical practice: refining the approach to erythropoiesis-stimulating agents. ","de F. and Piñera C.","As our knowledge of managing renal anemia with recombinant human erythropoietin has grown, new clinical challenges have emerged. Although initial observational studies produced important favorable results, troubling observations later came from 4 randomized controlled trials that assigned CKD patients to intervention with an erythropoiesis-stimulating agent (ESA) to achieve high hemoglobin levels (Hb). The difference between the observational studies and these randomized controlled trials comes from the observation of higher cardiovascular events when targeting higher Hb, but lower events once patients had achieved these Hb targets. In all of the 4 RCTs, the primary intervention was 'targeting' a higher Hb, and using higher dosages of ESA as the means. Therefore, the question to be solved is: what is harmful with recombinant human erythropoietin--targeting higher hemoglobin or achieving higher hemoglobin? Evidence supporting a relationship between ESA exposure and worse outcomes is not universal, and these comorbidities would require the administration of high doses. However, increasing ESA doses in hyporesponsive patients to achieve a specific target is not reasonable. Managing anemia in CKD patients is complex. It is affected by the underlying disease, comorbid conditions, the environment and several other factors that differ among patients. Thus, anemia management in these patients needs an individualized approach. Each patient should be treated according to a Hb target with the lowest effective ESA dose, while avoiding large fluctuations in Hb levels or prolonged periods outside the target. This strategy may necessitate changes to the ESA dose, dosing frequency and iron supplementation over the course of a patient's treatment, and proactive management of conditions that can affect ESA responsiveness. While all ESAs effectively increase Hb levels, differences with respect to route of administration, pharmacokinetics, and dosing frequency and efficiency should be considered to maximize the benefits of ESA treatment for the individual patient.","2011","Contributions to nephrology",,"Clinical trial",1,"anemiaHbIronCkdLisa","2023-11-08"
,"36466382"," Efficacy and safety of roxadustat for the treatment of anemia in non-dialysis chronic kidney disease patients: A systematic review and meta-analysis of randomized double-blind controlled clinical trials. ","Chen T. et al.","OBJECTIVE: To evaluate the efficacy and safety of roxadustat in the treatment of anemia in non-dialysis-dependent chronic kidney disease (NDD-CKD) patients. MATERIALS AND METHODS: For this systematic review and meta-analysis, we searched for randomized controlled trials (RCTs) of anemia in NDD-CKD patients to assess the efficacy and safety of roxadustat. The primary efficacy endpoint was the proportion of patients who achieved a hemoglobin (Hb) response. Secondary efficacy endpoints were hepcidin, serum iron, serum ferritin (SF), total iron-binding capacity (TIBC), transferrin saturation (TAST), and low-density lipoprotein (LDL). In addition, adverse events (AEs) were compared. Meta-analyses were performed using Revman 5.4 software. The quality of the evidence was assessed using the Cochrane risk of bias tool. This study was conducted under a pre-established protocol registered with PROSPERO (registration number: CRD42021252331). RESULTS: Seven studies enrolled 4,764 patients, of whom 2,730 received roxadustat and 2,034 received placebo. The results of this meta-analysis showed that roxadustat increased Hb levels [weighted mean difference (WMD) = 1.43, 95% CI: 1.17 to 1.68, P < 0.001, I (2) = 95%], and Hb response [relative ratio (RR) = 8.12, 95% CI: 5.80 to 11.37, P < 0.001, I (2) = 61%]. In addition, roxadustat significantly increased transferrin TAST. During the treatment period in patients with anemia, the AEs of roxadustat compared with placebo was not statistically significant. CONCLUSION: Roxadustat can improve anemia in NDD-CKD patients by increasing Hb levels and regulating iron metabolism, but does not increase the incidence of AEs. SYSTEMATIC REVIEW REGISTRATION: [https://www.crd.york.ac.uk/prospero/], identifier [CRD42021252331].","2022","Frontiers in nutrition"," OBJECTIVE : To evaluate the efficacy and safety of roxadustat in the treatment of anemia in non-dialysis-dependent chronic kidney disease ( NDD-CKD ) patients ","Meta analysis",1,"anemiaHbIronCkdLisa","2023-11-08"
,"12224371"," Anemia in CKD: prevalence, diagnosis, and treatment. Case study of the anemic patient. ","Kammerer J. et al.","A point-in-time observational study was conducted in over 1,000 nephrology offices between November 1999 and December 2000 to determine the prevalence of anemia in patients with chronic kidney disease (CKD). Trends in hemoglobin (Hb) and serum creatinine (SCr) levels were assessed among 4,831 evaluable patients to determine the relationship between renal function and anemia. Results demonstrated that anemia is common in patients with CKD, with progressive increases in prevalence and severity as renal function deteriorates. Overall, 26.3% of these patients had Hb levels below 10 g/dL, 46.7% had Hb levels below 11 g/dL, and 63.9% had Hb levels below 12 g/dL. Despite the high percent of patients with anemia, only 31.3% were being treated for this condition. These data suggest that anemia is prevalent and undertreated in patients with CKD. Nephrology nurses can be influential in providing proactive management of anemia throughout the spectrum of CKD to improve anemia-related outcomes.","2002","Nephrology nursing journal : journal of the American Nephrology Nurses' Association",,"other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"34221385"," Factors affecting pre-end-stage kidney disease haemoglobin control and outcomes following dialysis initiation: a nationwide study. ","Xu Y. et al.","BACKGROUND: Attaining the narrow haemoglobin (Hb) range recommended by European Renal Best Practice Guidelines renal anaemia guidelines may be difficult, and whether this leads to better outcomes following dialysis initiation is not known. METHODS: This was an observational study from the Swedish Renal Registry 2012-16, including all patients with non-dialysis-dependent chronic kidney disease (CKD) initiating renal anaemia treatment. We evaluated factors associated with off-target Hb attainment (<10 and >12 g/dL). For those who initiated dialysis, we explored associations between the pre-end-stage kidney disease (pre-ESKD) time in which Hb was within or above range, and pre-ESKD Erythropoietin Resistance Index (ERI) with the 1-year risk of death or major adverse cardiovascular events + (MACE+). RESULTS: About 5000 patients initiated anaemia treatment, contributing to 25 431 consecutive visits over time. Patients with polycystic kidney disease, diabetic nephropathy and nephrosclerosis, with recent bleeding/transfusion, with higher C-reactive protein or abnormal phosphate had higher odds of maintaining Hb below range. Conversely, patients with older age, CKD Stages 3b-4, pyelonephritis, kidney transplant, iron medication, higher ESA doses or abnormal serum calcium and albumin had higher odds of maintaining Hb above range. A total of 1361 patients initiated dialysis, among whom 220 deaths and 453 MACE+ occurred. A greater time spent with a pre-ESKD Hb >12 g/dL was associated with a lower risk of MACE+ (hazard ratio = 0.76; 95% confidence interval 0.61-0.94) after dialysis initiation, and a lower pre-ESKD Erythropoietin Resistance Index (ERI) was associated with improved survival (1.39; 1.02-1.90). CONCLUSIONS: Our study identified populations that require additional efforts to control their Hb. Our outcome analysis supports the value of pre-ESKD anaemia care while illustrating the problems of ESA hyporesponsiveness in clinical practice.","2021","Clinical kidney journal",,"other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"35462362"," Debate: Are HIF Stabilizers a Viable Alternative to ESAs in the Management of Anemia in CKD? PRO. ","Singh A.",,"2022","American journal of nephrology",,"other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24742197"," Associations between renal impairment and anemia in older, rural Japanese men: the Nagasaki Island study. ","Shimizu Y. et al.","BACKGROUND: Renal impairment is known to be associated with atherosclerosis, which in turn is reported to be positively associated with hemoglobin levels. In addition, renal impairment is known to be associated with a form of anemia known as renal anemia. METHODS: To clarify the associations between renal impairment and anemia, we conducted a cross-sectional study of 1,105 60 to 89-year-old men, who were not taking medication for anemia and were undergoing general health check-ups. RESULTS: Compared with non-chronic kidney disease, chronic kidney disease (CKD) with a glomerular filtration rate (GFR) <60 mL/min/1.73 m2 was found to constitute a significant risk of anemia. However, we noted that this risk was lower for mild renal impairment (60 mL/min/1.73 m2 ≤ GFR <90 mL/min/1.73 m2). Compared with the non-CKD reference group, the classical cardiovascular risk factors adjusted odds ratio (OR) for anemia was 1.81 (1.23 to 2.68) and compared with the normal renal function (GFR ≥90 mL/min/1.73 m2) reference group, the ORs for mild renal impairment and CKD were 0.26 (0.15 to 0.47) and 0.60 (0.33 to 1.09). CONCLUSIONS: Independent from classical cardiovascular risk factors, CKD, which was identified during general health check-ups, appeared to constitute a significant risk of anemia for older Japanese men. For mild renal impairment, however, this association was a reduced risk of anemia and thus possibly a higher risk of atherosclerosis.","2014","Journal of physiological anthropology",,"other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"37123161"," Contribution of Hepatitis B Contribution to Anemia in Dialysis Patients with Chronic Renal Failure, Iraq. ","Gaber A. et al.","Chronic renal failure are caused by impaired kidney function; this organ is essential in the metabolism, filtration, and excretion of compounds. Human hepatitis B virus is common in dialysis patients with chronic renal failure, and chronic kidney disease (CKD) is also associated with anemia in dialysis patients. In this study, 50 (36 men and 14 women) dialysis patients from Imamian Al-Khademian city, with ages between 30 and 77 years, and a healthy group (control group) with ages ranging between 30 and 62 years, were evaluated. Detection of hepatitis B virus by a molecular technique of real-time PCR and the concentration of erythropoietin hormone detected by the ELISA technique. The results showed that the prevalence of dialysis patients aged 41-50 and 60-51 was 20% and 18%, respectively. The detection of Hepatitis B from the serum of dialysis patients' samples showed that HBV was seen in 15 (30%) of the 50 serum samples. The concentration of the erythropoietin hormone in dialysis patients' samples was lower than in the healthy groups (a control group). Also, the concentration of erythropoietin hormone was significantly lower in dialysis patients compared with the control group (P>0.05). Hepatitis B can affect chronic renal failure and dialysis patients' immunity. Also, people with hepatitis B have a lower level of the erythropoietin hormone, which is a major cause of anemia in dialysis patients.","2022","Archives of Razi Institute",,"other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"19808215"," A randomized controlled study of weekly and biweekly dosing of epoetin alfa in CKD Patients with anemia. ","Pergola P. et al.","BACKGROUND AND OBJECTIVES: In clinical practice, physicians often use once-weekly (QW) and biweekly (Q2W) dosing of epoetin alfa to treat anemia in patients with chronic kidney disease (CKD). Although the literature supports this practice, previous studies were limited by short treatment duration, lack of randomization, or absence of the approved three times per week (TIW) dosing arm. This randomized trial evaluated extended dosing regimens of epoetin alfa, comparing QW and Q2W to TIW dosing in anemic CKD subjects. The primary objective was to show that treatment with epoetin alfa at QW and Q2W intervals was not inferior to TIW dosing. DESIGN, SETTING, PARTICIPANTS, & MEASUREMENTS: 375 subjects with stage 3 to 4 CKD were randomized equally to the three groups and treated for 44 wk; to explore the impact of changing from TIW to QW administration on hemoglobin (Hb) control and adverse events, subjects on TIW switched to QW after 22 wk. The Hb was measured weekly, and the dose of epoetin alfa was adjusted to achieve and maintain an Hb level of 11.0 to 11.9 g/dl. RESULTS: Both the QW and Q2W regimens met the primary efficacy endpoint. More subjects in the TIW group than in the QW and Q2W groups exceeded the Hb ceiling. Adverse events were similar across treatment groups and consistent with the morbidities of CKD patients. CONCLUSIONS: Administration of epoetin alfa at QW and Q2W intervals are potential alternatives to TIW dosing for the treatment of anemia in stage 3 to 4 CKD subjects.","2009","Clinical journal of the American Society of Nephrology : CJASN","BACKGROUND AND OBJECTIVES : In clinical practice , physicians often use once-weekly ( QW ) and biweekly ( Q2W ) dosing of epoetin alfa to treat anemia in patients with chronic kidney disease ( CKD ) ","Clinical trial",1,"anemiaHbIronCkdLisa","2023-11-08"
,"25727384"," Cardiorenal Syndrome and the Role of the Bone-Mineral Axis and Anemia. ","Charytan D. et al.","The association between chronic kidney disease (CKD) and cardiovascular disease (CVD) is well established, and there is mounting evidence of interorgan cross talk that may accelerate pathologic processes and the progression of organ dysfunction in both systems. This process, termed cardiorenal syndrome (CRS) by the Acute Dialysis Quality Initiative, is considered a major health problem: patients with CKD and CVD are at much higher risk of mortality than patients with either condition alone. To date, the majority of CRS research has focused on neurohormonal mechanisms and hemodynamic alterations. However, mounting evidence suggests that abnormalities in the normal pathophysiology of the bone-mineral axis, iron, and erythropoietin play a role in accelerating CKD and CVD. The goal of this article is to review the role and interrelated effects of the bone-mineral axis and anemia in the pathogenesis of chronic CRS.","2015","American journal of kidney diseases : the official journal of the National Kidney Foundation",,"Review",1,"anemiaHbIronCkdLisa","2023-11-08"
,"15741920"," The deadly triangle of anemia, renal insufficiency, and cardiovascular disease: implications for prognosis and treatment. ","McCullough P. and Lepor N.","Recently there has been considerable interest in the associations between blood hemoglobin (Hb) level, renal function, and cardiovascular disease. Anemia is a common feature of end-stage renal disease, but it also accompanies lesser degrees of chronic kidney disease (CKD). The degree of anemia roughly approximates the severity of CKD. Anemia seen in diabetes has been linked to diabetic nephropathy; however, diabetes itself affects the hematologic system in several ways. Anemia is associated with left ventricular hypertrophy, cardiovascular morbidity, progressive loss of kidney function, and poor quality of life. Anemia seems to act as a mortality multiplier; that is, at every decrease in Hb below 12 g/dL, mortality increases in patients with CKD, cardiovascular disease, and those with both. Unlike blood transfusion, treatment of anemia with exogenous erythropoietin in patients with cardiorenal disease has shown promise in reducing morbidity and in improving survival and quality of life. Increasing the Hb level from less than 10 g/dL to 12 g/dL has resulted in favorable changes in left ventricular remodeling, improved ejection fraction, improved functional classification, and higher levels of peak oxygen consumption with exercise testing. Clinical trials are underway to test the role of erythropoietin in patients with CKD and in patients with heart failure.","2005","Reviews in cardiovascular medicine",,"Clinical trial",1,"anemiaHbIronCkdLisa","2023-11-08"
,"21170586"," Anemia at one year is an independent risk factor of graft survival. ","de A. et al.","BACKGROUND: Post-transplant anemia is multifactorial and highly prevalent. Some studies have associated anemia with mortality and graft failure. The purpose of this study was to assess whether the presence of anemia at 1 year is an independent risk factor of mortality and graft survival. METHODS: All patients transplanted at a single center who survived at least 1 year after transplantation and showed no graft loss (n = 214) were included. Demographic and clinical data were collected at baseline and at 1 year. Patients were divided into two groups (anemic and nonanemic) based on the presence of anemia (hemoglobin < 130 g/l in men and 120 g/l in women). RESULTS: Baseline characteristics such as age, gender, type of donor, CKD etiology, rejection, and mismatches were similar in both groups. Creatinine clearance was similar in both anemic and nonanemic groups (69.32 ± 29.8 × 75.69 ± 30.5 ml/mim; P = 0.17). A Kaplan-Meier plot showed significantly poorer death-censored graft survival in the anemic group, P = 0.003. Multivariate analysis revealed that anemic patients had a hazard ratio for the graft loss of 3.85 (95% CI: 1.49-9.96; P = 0.005). CONCLUSIONS: In this study, anemia at 1 year was independently associated with death-censored graft survival and anemic patients were 3.8-fold more likely to lose the graft.","2012","International urology and nephrology"," The purpose of this study was to assess whether the presence of anemia at 1 year is an independent risk factor of mortality and graft survival ","other",1,"anemiaHbIronCkdLisa","2023-11-08"
,"17437743"," Anemia as a risk factor for kidney function decline in individuals with heart failure. ","Bansal N. et al.","Chronic kidney disease (CKD), anemia, and declining kidney function are recognized as risk factors for adverse outcomes in patients with heart failure. This analysis was conducted to evaluate whether anemia is a risk factor for kidney function decrease in patients with heart failure. Data from the Studies of Left Ventricular Dysfunction (SOLVD), a randomized trial of enalapril versus placebo in patients with ejection fractions <or=35%, were analyzed. After randomization, creatinine measurements were taken at 2 weeks, 6 weeks, 4 months, and every 4 months thereafter. The glomerular filtration rate (GFR) was estimated using the Modification of Diet in Renal Disease Study (MDRD) equation, and GFR slope was calculated. ""Rapid decrease"" was defined as a decrease in the GFR of >or=6 ml/min/1.73 m(2)/year. Anemia was defined as baseline hematocrit <36%. Multivariate logistic regression weighted by the number of GFR assessments was used to test the relation between anemia and rapid decrease. We also evaluated whether CKD (baseline GFR </=60 ml/min/1.73 m(2)) modified the relation between anemia and rapid decrease. In the 6,360 subjects, the mean age was 59 years, 31% had CKD, and 6% had anemia. Median follow-up was 2 years. In multivariate analysis, anemia was associated with a 1.30 increased odds (95% confidence interval 1.18 to 1.45) of rapid decrease in GFR. In subjects with CKD, anemia was associated with a 1.71 increased odds (95% confidence interval 1.43 to 2.05) of rapid decrease, while in subjects without CKD, anemia was associated with a 1.16 increased odds (95% confidence interval 1.03 to 1.31) of rapid decrease (p for interaction <0.001). In conclusion, anemia is associated with a rapid decrease in kidney function in patients with heart failure, particularly in those with underlying CKD.","2007","The American journal of cardiology",,"Clinical trial",1,"anemiaHbIronCkdLisa","2023-11-08"
,"32087684"," Oral Sucrosomial® iron versus intravenous iron for recovering iron deficiency anaemia in ND-CKD patients: a cost- minimization analysis. ","Riccio E. et al.","BACKGROUND: Oral iron is recommended as first line treatment of anemia in non-dialysis chronic kidney disease (ND-CKD) patients. Sucrosomial® iron, a new generation oral iron with high absorption and bioavailability and a low incidence of side effects, has shown to be not inferior to intravenous (IV) iron in the replacement of iron deficiency anemia in patients with ND-CKD. Besides the clinical benefit, it is also important to determine the comparative total costs of oral versus IV iron administrations. The aim of this study was to perform a cost-minimization analysis of oral Sucrosomial iron, compared with IV iron gluconate from an Italian societal perspective. METHODS: Cost analysis was performed on the 99 patients with ND-CKD and iron-deficiency anemia of the randomized trial by Pisani et al. Human and material resources utilization was recorded during each iron administration. According to study perspective, direct and indirect costs were considered. Costs for each resource unit were taken from official Italian sources. Probabilistic sensitivity analyses were carried out to test the robustness of the results. RESULTS: The base case analysis showed an average cost/cycle per patient of € 111 for oral iron and € 1302 for IV iron. Thus, the potential saving was equal to € 1191 per patient/cycle. The sensitivity analysis showed that the most sensitive driver is the time loss by patient and caregivers for the therapy and related-care, followed by the minutes of nursing care and the number of kilometres travelled to reach the referral centre. DISCUSSION: This study showed that oral Sucrosomial® iron could offer specific advantages in terms of potential savings, and allowed identifying some implications for future research. Such advantages still persist with the new single dose IV iron formulation available in the market, although to a lesser extent.","2020","BMC nephrology"," The aim of this study was to perform a cost-minimization analysis of oral Sucrosomial iron , compared with IV iron gluconate from an Italian societal perspective ","Clinical trial",1,"anemiaHbIronCkdLisa","2023-11-08"
,"24344119"," Association of prediabetes by fasting glucose and/or haemoglobin A1c levels with subclinical atherosclerosis and impaired renal function: observations from the Dallas Heart Study. ","Xing F. et al.","BACKGROUND: Prediabetes defined by fasting plasma glucose (FPG) and glycosylated haemoglobin (HbA1c) predicts incident diabetes, but their individual and joint associations with micro- and macro-vascular risk remain poorly defined. METHODS: FPG, HbA1c, coronary artery calcium (CAC), carotid wall thickness, estimated glomerular filtration rate (eGFR) and urine albumin-to-creatinine ratio (UACR) were measured in adults free from prior diabetes or cardiovascular disease (CVD) in the Dallas Heart Study 2 (DHS-2), a population-based cohort study. Prediabetes was defined by FPG 100-125 mg/dL and/or HbA1c 5.7%-6.4%. Multivariable logistic regression was used to analyse associations of HbA1c and/or FPG in the prediabetes range with subclinical atherosclerosis and renal measures. RESULTS: The study comprised 2340 participants, median age = 49 years; 60% women and 50% black. Those with prediabetes were older (52 vs 48 years), more often men (63% vs 53%), black (53% vs 47%) and obese (58% vs 40%; p < 0.001 for each). Prediabetes was captured by FPG alone (43%), HbA1c alone (30%) or both (27%). Those with prediabetes by HbA1c or FPG versus normal HbA1c/FPG had more CAC [odds ratio (OR) = 1.8; 95% confidence interval (CI) = 1.5-2.2], higher carotid wall thickness (1.32 vs 1.29 mm, p < 0.001), eGFR < 60 mL/min [OR = 1.6 (95% CI = 1.1-2.4)], UACR > 30 mg/dL [OR = 1.8 (95% CI = 1.2-2.7)] and a higher odds for the composite eGFR + UACR [chronic kidney disease (CKD) ≥ 2] [OR = 1.9 (95% CI = 1.5-2.6)]. After multivariable adjustment, none of these associations remained significant. CONCLUSION: Prediabetes defined by HbA1c and/or FPG criteria is crudely associated with markers of diabetic macro- and micro-vascular disease, but not after statistical adjustment, suggesting the relationships are attributable to other characteristics of the prediabetes population.","2014","Diabetes & vascular disease research",,"Cohort",1,"anemiaHbIronCkdLisa","2023-11-08"
,"34280923"," Managing Anemia across the Stages of Kidney Disease in Those Hyporesponsive to Erythropoiesis-Stimulating Agents. ","Weir M.","BACKGROUND: Patients with CKD frequently have anemia that results from iron-restricted erythropoiesis and inflammation. Anemia of CKD is currently managed with iron supplements and erythropoiesis-stimulating agents (ESAs) to promote erythropoiesis and with RBC transfusion in severe cases. Hyporesponse to ESAs, or the need for larger than usual doses to attain a given hemoglobin (Hb) level, is associated with increased morbidity and mortality and presents a pressing clinical challenge, particularly for patients on dialysis. This paper reviews ESA hyporesponse and potential new therapeutic options in the management of anemia of CKD. SUMMARY: The most common causes of ESA hyporesponse include iron deficiency and inflammation, and to a lesser degree, secondary hyperparathyroidism, inadequate dialysis, malnutrition, and concomitant medications. Management of ESA hyporesponse is multipronged and involves treating low level infections, ensuring adequate nutrition, and optimizing iron status and dialysis modality, although some patients can remain refractory. Inflammation directly increases production and secretion of hepcidin, contributes to an impaired response to hypoxia, and suppresses proliferation of erythroid progenitors. Coordination of renal and hepatic erythropoietin (EPO) production and iron metabolism is under the control of hypoxia-inducible factors (HIF), which are in turn regulated by HIF-prolyl hydroxylases (HIF-PHs). HIF-PHs and hepcidin are therefore attractive potential drug targets particularly in patients with ESA hyporesponse. Several oral HIF-PH inhibitors have been evaluated in patients with anemia of CKD and have been shown to increase Hb and reduce hepcidin regardless of inflammation, iron status, or dialysis modality. These sustained effects are achieved through more modest increases in endogenous EPO compared with ESAs. Key Messages: Treatments that address ESA hyporesponse remain a significant unmet clinical need in patients with anemia of CKD. New therapies such as HIF-PH inhibitors have the potential to address fundamental aspects of ESA hyporesponse and provide a new therapeutic option in these patients.","2021","American journal of nephrology",,"Review",1,"anemiaHbIronCkdLisa","2023-11-08"
,"22296648"," An expert opinion on the current treatment of anemia in patients with kidney disease. ","Locatelli F. and Del V.","INTRODUCTION: Anemia, a frequent and early complication of chronic kidney disease (CKD), not only impairs quality of life but is also an independent risk factor for adverse cardiovascular outcomes. Erythropoiesis-stimulating agents (ESAs), together with iron, are the main therapeutic tool to correct anemia in CKD patients nowadays. AREAS COVERED: Following a literature search on PubMed using 'anemia', 'hemoglobin', 'erythropoietin' and 'target' as keywords, we critically analyzed ESAs, looking in depth at their distinct characteristics and possible advantages in the clinical setting. The introduction of biosimilars into the European market is also discussed. Finally, we reviewed current evidence about the optimal hemoglobin (Hb) target to aim at in CKD patients receiving ESA and possible treatment indications by international guidelines or health institutions. EXPERT OPINION: All ESAs are effective agents to correct anemia. Newer molecules have been developed with an improved pharmacokinetic and pharmacodynamic profile. This translates into longer administration intervals than can be a true advantage, mainly for CKD patients not receiving dialysis. Short-acting epoetins, including biosimilars, should be administered more often, but can be cheaper than last-generation molecules. Following publication of the TREAT study, there is considerable confusion about the optimal Hb target to aim for in CKD patients using ESA. While waiting for Kidney Disease Global Outcome (KDIGO) guidelines recommendations, we believe that the general approach to anemia management in CKD patients should still aim at Hb levels of 11 - 12 g/dl; however, it is wise to use caution in those patients who are hyporesponsive to ESA or have a previous history of stroke or malignancies.","2012","Expert opinion on pharmacotherapy"," Finally , we reviewed current evidence about the optimal hemoglobin ( Hb ) target to aim at in CKD patients receiving ESA and possible treatment indications by international guidelines or health institutions ","Clinical trial",1,"anemiaHbIronCkdLisa","2023-11-08"
,"28509086"," Reoperation after mitral valve repair in viewpoints of kidney injury as well as hemolytic anemia. ","Ishida R. et al.","A 70-year-old woman developed anemia and kidney injury 10 months after mitral valve (MV) repair. Serological findings and Doppler echocardiography suggested hemolytic anemia due to mitral regurgitation jet collision with an annuloplasty ring (MRCR). Since kidney injury persisted even without exacerbation of anemia over 10 months, we performed an MV replacement. The anemia improved rapidly after the surgery; however, the renal function remained chronic kidney disease (CKD) after reoperation. Kidney injury was thought to be due to iron deposition and decreased renal perfusion that caused tubular injury. A comprehensive literature review shows that hemolysis due to MRCR in the early postoperative phase (within 3 postoperative months) can be often ameliorated with endothelialization without the need for reoperation; however, hemolysis in the late postoperative phase can persist even for a long period without reoperation. Chronic hemolysis can lead to kidney injury and progress to CKD even without clinical evidence of exacerbation of anemia. Therefore, in cases of late postoperative phase hemolysis, reoperation should be considered for better management of kidney injury and hemolytic anemia.","2015","CEN case reports",,"Review",1,"anemiaHbIronCkdLisa","2023-11-08"
,"18672417"," [Incidence and management of anemia in renal transplantation: an observational-French study]. ","Choukroun G. et al.","The management of anemia after kidney transplantation remains poorly explored. The Management of Anemia in French Kidney Transplant Patients (MATRIX) study is an observational study conducted in 10 academic hospitals among kidney-transplant patients designed to evaluate the prevalence, associated factors and management of post-transplant anemia. Over two consecutive weeks, 418 recipients (males: 248; age: 50.8+/-12.7 years) were included, all were transplanted for more than six months. Mean serum creatinine (Scr) was 152+/-67 micromol/l and mean hemoglobin (Hb) was 12.4+/-1.8 g/dl (males: 12.8+/-1.9 g/dl; females 11.9+/-1.6 g/dl). Irrespective of the delay following transplantation, 23% of patients (n=95) were severely anemic (Hb < or = 11 g/dl). Eighteen percent of the patients received an antianemic treatment (10% oral iron, 7% erythropoiesis stimulating agents (ESA), 4% folic acid) and only 35% of the severely anemic patients were actually treated (n=33). A significantly-negative correlation was observed between eGFR and Hb levels (R= -0.347, p<0.02). Ninety-six percent of the 193 patients transplanted for more than six months and a Scr greater than 150 micromol/l (n=185) suffered at least one comorbidity (89% hypertension, 32% hypercholesterolemia, 13% diabetes); this group represent the second cohort. Seventy-four percent of them were treated with mycophenolate mofetil, 16% with azathioprine, and 62% with an ACEI or angiotensin II receptor antagonists. Since the transplantation, 127 patients (66%) have been anemic (Hb < or = 11 g/dl) and 58% (n=112) were treated (iron and/or ESA, respectively 81 and 55%). Among the patients not treated for anemia, 74% had an Hb level below 12g/dl. ESA-treated patients received a mean dose of 8500 UI+/-2800 per week. Anemia is under-diagnosed and under-treated in renal-transplant recipients, despite its high prevalence. As expected, a correlation between renal function and Hb levels was observed, as in CKD patients. Prospective studies are underway to assess the consequences of postkidney transplant anemia on quality of life, cardiovascular morbidity and chronic allograft nephropathy and to define the benefit of the treatment.","2008","Nephrologie & therapeutique",,"Cohort",1,"anemiaHbIronCkdLisa","2023-11-08"
