"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","journalShort","objective","studyPlan","keywords","fromCode","projectName","uploadDate"
,"38001022","Sleep features and long-term incident neurodegeneration: a polysomnographic study.","Ibrahim A","STUDY OBJECTIVES: Sleep is altered early in neurodegenerative diseases (NDDs) and may contribute to neurodegeneration. Long-term, large sample size studies assessing NDDs association with objective sleep measures are scant. We aimed to investigate whether video-polysomnography (v-PSG)-based sleep features are associated with long-term NDDs incidence.
METHODS: Retrospective cohort study of patients referred 2004-2007 to the Sleep Disorders Unit, Neurology, Medical University Innsbruck, Austria. All patients ≥18 years undergoing v-PSG and without NDDs at baseline or within five years were included. Main outcome was NDDs diagnosis ≥five years after v-PSG.
RESULTS: Of 1454 patients assessed for eligibility, 999 (68.7%) met inclusion criteria (68.3% men; median age 54.9 (IQR 33.9-62.7) years). Seventy-five patients (7.5%) developed NDDs and 924 (92.5%) remained disease-free after a median of 12.8 (IQR 9.9-14.6) years. After adjusting for demographic, sleep, and clinical covariates, one-percentage decrease in sleep efficiency, N3-, or REM-sleep was associated with 1.9%, 6.5%, or 5.2% increased risk of incident NDDs (HR 1.019, 1.065, 1.052). One-percentage decrease in wake within sleep period time represented a 2.2% reduced risk of incident NDDs (HR 0.978). Random-forest analysis identified wake, followed by N3 and REM sleep percentages, as the most important feature associated with NDDs diagnosis. Additionally, multiple sleep features combination improved discrimination of incident NDDs compared to individual sleep stages (concordance-index 0.72).
CONCLUSIONS: These findings support contribution of sleep changes to NDDs pathogenesis and provide insights into the temporal window during which these differences are detectable, pointing to sleep as early NDDs marker and potential target of neuroprotective strategies.","2023",,"Sleep","STUDY OBJECTIVES : Sleep is altered early in neurodegenerative diseases ( NDDs ) and may contribute to neurodegeneration ","other","NULL",1,"projTutoParkinson","2023-12-28"
,"37991083","Molecular and biochemical mechanisms of diabetic encephalopathy.","Belenichev I","Diabetes mellitus is one of the important independent risk factors for the development of neurological disorders such as ischemic stroke, transient ischemic attacks, vascular dementia and neurodegenerative processes. Hyperglycemia plays a crucial role as a trigger in the pathogenesis of these disorders. In this review, we summarize the existing data on the molecular mechanisms of diabetic encephalopathy development, consider the features of oxidative and nitrosative stresses, changes in the thiol-disulfide system, as well as mitochondrial and endothelial dysfunction in diabetes. We focus on the role of HSP 70 in cellular responses in diabetic encephalopathy. HSP70 protein is an important component of the endogenous system of neuroprotection. It acts as an intracellular chaperone, providing the folding, retention, and transport of synthesized proteins, as well as their degradation under both normoxic and stress-induced denaturation conditions. HSP70 can be considered a molecular marker and a promising therapeutic target in the treatment of diabetes mellitus.","2023",,"Acta Biochim Pol",," review","Humans, FALSE, Oxidative Stress, FALSE, Diabetes Mellitus, TRUE, metabolism, Q000378, Hyperglycemia, TRUE, complications, Q000150, Oxidation-Reduction, FALSE",1,"projTutoParkinson","2023-12-28"
,"37978183","Clinical subtypes in patients with isolated REM sleep behaviour disorder.","Seger A","Patients with Parkinson's disease (PD) show a broad heterogeneity in clinical presentation, and subtypes may already arise in prodromal disease stages. Isolated REM sleep behaviour disorder (iRBD) is the most specific marker of prodromal PD, but data on clinical subtyping of patients with iRBD remain scarce. Therefore, this study aimed to identify iRBD subtypes. We conducted comprehensive clinical assessments in 66 patients with polysomnography-proven iRBD, including motor and non-motor evaluations, and applied a two-step cluster analysis. Besides, we compared iRBD clusters to matched healthy controls and related the resulting cluster solution to cortical and subcortical grey matter volumes by voxel-based morphometry analysis. We identified two distinct subtypes of patients based on olfactory function, dominant electroencephalography frequency, amount of REM sleep without atonia, depressive symptoms, disease duration, and motor functions. One iRBD cluster (Cluster I, late onset-aggressive) was characterised by higher non-motor symptom burden despite shorter disease duration than the more benign subtype (Cluster II, early onset-benign). Motor functions were comparable between the clusters. Patients from Cluster I were significantly older at iRBD onset and exhibited a widespread reduction of cortical grey matter volume compared to patients from Cluster II. In conclusion, our findings suggest the existence of clinical subtypes already in the prodromal stage of PD. Future longitudinal studies are warranted that replicate these findings and investigate the risk of the more aggressive phenotype for earlier phenoconversion and dementia development.","2023",,"NPJ Parkinsons Dis"," Therefore , this study aimed to identify iRBD subtypes ","other","NULL",1,"projTutoParkinson","2023-12-28"
,"37970318","Do Bone Mineral Density, Trabecular Bone Score, and Hip Structural Analysis Differ in Indian Men with Parkinson's Disease? A Case-Control Pilot Study from a Tertiary Center in Southern India.","Sooragonda BG","OBJECTIVE: Parkinson's disease (PD) is a neurodegenerative condition that is characterized by bradykinesia, rigidity, and gait instability. Inherent to this condition is an increased predisposition to falls and fractures. Bone health in Parkinson's disease in India has not been studied thus far. This study aimed to assess the bone mineral density (BMD), trabecular bone score (TBS), and hip structural analysis (HSA) in Indian men with PD and compare them with matched controls.
METHODOLOGY: A case-control study done at a tertiary care center from southern India. Bone biochemistry, BMD, TBS, and HSA were assessed.
RESULTS: Among 40 cases and 40 age, gender, and body mass index (BMI)-matched controls, there was no significant difference in BMD between both groups. The mean (SD) TBS at the lumbar spine [1.349 (0.090)] was significantly (
CONCLUSION: A comprehensive bone health assessment comprising BMD, TBS, and HSA may be required to capture all aspects of bone strength in Indian men with PD as BMD assessment as a stand-alone tool may not suffice to obtain all information pertaining to fracture risk in these individuals.","2023",,"Ann Indian Acad Neurol"," OBJECTIVE : Parkinson's disease ( PD ) is a neurodegenerative condition that is characterized by bradykinesia , rigidity , and gait instability ","other","NULL",1,"projTutoParkinson","2023-12-28"
,"37969915","Hemoglobin A1c Serum Level Predicts 5-year Mortality in Patients with Cognitive Impairment.","Dreier J","BACKGROUND: Subjective cognitive decline (SCD) and mild cognitive impairment (MCI) may occur as preclinical stages of Alzheimer's disease (AD), ultimately leading to dementia. Glycated hemoglobin A1c (HbA1c) is a diagnostic marker for diabetes mellitus and indicates mortality risk.
OBJECTIVES: This university-based, exploratory retrospective study examined the impact of HbA1c serum level on 5-year mortality among individuals with cognitive impairment.
METHODS: Included were 1076 subjects aged at least 50 years who visited the Memory Outpatient Clinic of the Medical University of Vienna due to memory problems. Participants were diagnosed with SCD, MCI, or AD subsequent to neurological examination, standard laboratory blood tests, and neuropsychological testing. Survival was compared between diagnostic subgroups and with respect to HbA1c categories using log-rank tests based on Kaplan-Meier functions. The Neuropsychological Test Battery Vienna (NTBV) was dimensionally reduced, and a principal component analysis (PCA) was performed to further analyze results. Corresponding factor scores, HbA1c values, and baseline characteristics were included in Cox proportional hazards models to assess 5-year mortality risk.
RESULTS: During the observation period, 323 patients (30%) died at a mean age comparable between diagnostic subgroups (SCD 84.2 ± 10.1, MCI 81.2 ± 8.3, AD 82.2 ± 7.4 years). Individuals with normal serum HbA1c levels had significant advantages in survival within the MCI (12.9 ± .3 vs. 10.0 ± .8 years) and the AD subgroups (8.2 ± .4 vs. 5.5 ± .6 years), and metric HbA1c predicted 5-year mortality (HR 1.24).
CONCLUSION: This study demonstrates an association between abnormal HbA1c serum levels and increased mortality.","2023",,"J Diabetes Metab Disord"," OBJECTIVES : This university-based , exploratory retrospective study examined the impact of HbA1c serum level on 5-year mortality among individuals with cognitive impairment ","other","NULL",1,"projTutoParkinson","2023-12-28"
,"37954035","Developing a Staging Scheme for Essential Tremor: A Discussion of Organizing Principles.","Lenka A","Essential tremor (ET) is a chronic, progressive neurological disease that may negatively affect patients' lives. While there has been considerable progress in ET research, some fundamental issues remain unaddressed. One such issue is ","2023",,"Tremor Other Hyperkinet Mov (N Y)",,"other","Humans, FALSE, Essential Tremor, TRUE, Tremor, FALSE, Parkinson Disease, TRUE, Cerebellum, FALSE, pathology, Q000473, Purkinje Cells, FALSE",1,"projTutoParkinson","2023-12-28"
,"37953886","Cognitive impairment in long-living adults: a genome-wide association study, polygenic risk score model and molecular modeling of the APOE protein.","Kashtanova DA","BACKGROUND: Cognitive impairment is an irreversible, aging-associated condition that robs people of their independence. The purpose of this study was to investigate possible causes of this condition and propose preventive options.
METHODS: We assessed cognitive status in long-living adults aged 90+ (
RESULTS: Both variations yielded the same polymorphisms, including a well-known marker of dementia, rs429358in the APOE gene. Molecular dynamics simulations showed that this polymorphism leads to changes in the structure of alpha helices and the mobility of the lipid-binding domain in the APOE protein.
CONCLUSION: These changes, along with higher LDL and total cholesterol levels, could be the mechanism underlying the development of cognitive impairment in older adults. However, this polymorphism is not the only determining factor in cognitive impairment. The polygenic risk score model included 45 polymorphisms (ROC AUC 69%), further confirming the multifactorial nature of this condition. Our findings, particularly the results of PRS modeling, could contribute to the development of early detection strategies for predisposition to cognitive impairment in older adults.","2023",,"Front Aging Neurosci"," The purpose of this study was to investigate possible causes of this condition and propose preventive options ","other","NULL",1,"projTutoParkinson","2023-12-28"
,"37950256","Distinct effects of cholesterol profile components on amyloid and vascular burdens.","Kang SH","BACKGROUND: Cholesterol plays important roles in β-amyloid (Aβ) metabolism and atherosclerosis. However, the relationships of plasma cholesterol levels with Aβ and cerebral small vessel disease (CSVD) burdens are not fully understood in Asians. Herein, we investigated the relationships between plasma cholesterol profile components and Aβ and CSVD burdens in a large, non-demented Korean cohort.
METHODS: We enrolled 1,175 non-demented participants (456 with unimpaired cognition [CU] and 719 with mild cognitive impairment [MCI]) aged ≥ 45 years who underwent Aβ PET at the Samsung Medical Center in Korea. We performed linear regression analyses with each cholesterol (low-density lipoprotein cholesterol [LDL-c], high-density lipoprotein cholesterol [HDL-c], and triglyceride) level as a predictor and each image marker (Aβ uptake on PET, white matter hyperintensity [WMH] volume, and hippocampal volume) as an outcome after controlling for potential confounders.
RESULTS: Increased LDL-c levels (β = 0.014 to 0.115, p = 0.013) were associated with greater Aβ uptake, independent of the APOE e4 allele genotype and lipid-lowering medication. Decreased HDL-c levels (β =  - 0.133 to - 0.006, p = 0.032) were predictive of higher WMH volumes. Increased LDL-c levels were also associated with decreased hippocampal volume (direct effect β =  - 0.053, p = 0.040), which was partially mediated by Aβ uptake (indirect effect β =  - 0.018, p = 0.006).
CONCLUSIONS: Our findings highlight that increased LDL-c and decreased HDL-c levels are important risk factors for Aβ and CSVD burdens, respectively. Furthermore, considering that plasma cholesterol profile components are potentially modified by diet, exercise, and pharmacological agents, our results provide evidence that regulating LDL-c and HDL-c levels is a potential strategy to prevent dementia.","2023",,"Alzheimers Res Ther"," Herein , we investigated the relationships between plasma cholesterol profile components and Aβ and CSVD burdens in a large , non-demented Korean cohort ","other","Humans, FALSE, Cholesterol, LDL, FALSE, Cognitive Dysfunction, TRUE, diagnostic imaging, Q000000981, Cognition, FALSE, Cholesterol, FALSE, Amyloid beta-Peptides, FALSE, metabolism, Q000378, Amyloid, FALSE, Cerebral Small Vessel Diseases, TRUE",1,"projTutoParkinson","2023-12-28"
,"37939982","Menopausal vasomotor symptoms and plasma Alzheimer disease biomarkers.","Thurston RC","BACKGROUND: Identifying risk factors for Alzheimer disease in women is important as women compose two-thirds of individuals with Alzheimer disease. Previous work links vasomotor symptoms, the cardinal menopausal symptom, with poor memory performance and alterations in brain structure, function, and connectivity. These associations are evident when vasomotor symptoms are monitored objectively with ambulatory skin conductance monitors.
OBJECTIVE: This study aimed to determine whether vasomotor symptoms are associated with Alzheimer disease biomarkers.
STUDY DESIGN: Between 2017 and 2020, the MsBrain study enrolled 274 community-dwelling women aged 45 to 67 years who had a uterus and at least 1 ovary and were late perimenopausal or postmenopausal status. The key exclusion criteria included neurologic disorder, surgical menopause, and recent use of hormonal or nonhormonal vasomotor symptom treatment. Women underwent 24 hours of ambulatory skin conductance monitoring to assess vasomotor symptoms. Plasma concentrations of Alzheimer disease biomarkers, including amyloid β 42-to-amyloid β 40 ratio, phosphorylated tau (181 and 231), glial fibrillary acidic protein, and neurofilament light, were measured using a single-molecule array (Simoa) technology. Associations between vasomotor symptoms and Alzheimer disease biomarkers were assessed via linear regression models adjusted for age, race and ethnicity, education, body mass index, and apolipoprotein E4 status. Additional models adjusted for estradiol and sleep.
RESULTS: A total of 248 (mean age, 59.06 years; 81% White; 99% postmenopausal status) of enrolled MsBrain participants contributed data. Objectively assessed vasomotor symptoms occurring during sleep were associated with significantly lower amyloid β 42/amyloid β 40, (beta, -.0010 [standard error, .0004]; P=.018; multivariable), suggestive of greater brain amyloid β pathology. The findings remained significant after additional adjustments for estradiol and sleep.
CONCLUSION: Nighttime vasomotor symptoms may be a marker of women at risk of Alzheimer disease. It is yet unknown if these associations are causal.","2023",,"Am J Obstet Gynecol"," These associations are evident when vasomotor symptoms are monitored objectively with ambulatory skin conductance monitors ","other","NULL",1,"projTutoParkinson","2023-12-28"
,"37902879","Transcriptomic analysis reveals associations of blood-based A-to-I editing with Parkinson's disease.","Li W","BACKGROUND: Adenosine-to-inosine (A-to-I) editing is the most common type of RNA editing in humans and the role of A-to-I RNA editing remains unclear in Parkinson's disease (PD).
OBJECTIVE: We aimed to explore the potential causal association between A-to-I editing and PD, and to assess whether changes in A-to-I editing were associated with cognitive progression in PD.
METHODS: The RNA-seq data from 380 PD patients and 178 healthy controls in the Parkinson's Progression Marker Initiative cohort was used to quantify A-to-I editing sites. We performed cis-RNA editing quantitative trait loci analysis and a two-sample Mendelian Randomization (MR) study by integrating genome-wide association studies to infer the potential causality between A-to-I editing and PD pathogenesis. The potential causal A-to-I editing sites were further confirmed by Summary-data-based MR analysis. Spearman's correlation analysis was performed to characterize the association between longitudinal A-to-I editing and cognitive progression in patients with PD.
RESULTS: We identified 17 potential causal A-to-I editing sites for PD and indicated that genetic risk variants may contribute to the risk of PD through A-to-I editing. These A-to-I editing sites were located in genes NCOR1, KANSL1 and BST1. Moreover, we observed 57 sites whose longitudinal A-to-I editing levels correlated with cognitive progression in PD.
CONCLUSIONS: We found potential causal A-to-I editing sites for PD onset and longitudinal changes of A-to-I editing were associated with cognitive progression in PD. We anticipate this study will provide new biological insights and drive the discovery of the epitranscriptomic role underlying Parkinson's disease.","2023",,"J Neurol"," OBJECTIVE : We aimed to explore the potential causal association between A-to-I editing and PD , and to assess whether changes in A-to-I editing were associated with cognitive progression in PD ","other","NULL",1,"projTutoParkinson","2023-12-28"
,"37891792","Magnetic Resonance Imaging Biomarkers of Punding in Parkinson's Disease.","Mao C","Punding is a rare condition triggered by dopaminergic therapy in Parkinson's disease (PD), characterized by a complex, excessive, repetitive, and purposeless abnormal movement, and its pathogenesis remains unclear. We aimed to assess the brain structure alterations related to punding by using multipametric magnetic resonance imaging (MRI). Thirty-eight PD patients (19 with punding and 19 without punding) from the Parkinson's Progression Marker Initiative (PPMI) were included in this study. Cortical thickness was assessed with FreeSurfer, and the integrity of white matter fiber tracts and network topologies were analyzed by using FMRIB Software Library (FSL) and Pipeline for Analyzing braiN Diffusion imAges (PANDA). PD patients with punding showed a higher apathy score and more severe cortical atrophy in the left superior parietal, right inferior parietal, and right superior frontal gyrus, and worse integrity of the right cingulum cingulate tract compared to those without punding. On the other hand, no significant difference in structural network topologies was detected between the two groups. These data suggest that the specific area of destruction may be an MRI biomarker of punding risk, and these findings may have important implications for understanding the neural mechanisms of punding in PD.","2023",,"Brain Sci","Punding is a rare condition triggered by dopaminergic therapy in Parkinson's disease ( PD ) , characterized by a complex , excessive , repetitive , and purposeless abnormal movement , and its pathogenesis remains unclear ","other","NULL",1,"projTutoParkinson","2023-12-28"
,"37886845","Random survival forests with multivariate longitudinal endogenous covariates.","Devaux A","Predicting the individual risk of clinical events using the complete patient history is a major challenge in personalized medicine. Analytical methods have to account for a possibly large number of time-dependent predictors, which are often characterized by irregular and error-prone measurements, and are truncated early by the event. In this work, we extended the competing-risk random survival forests to handle such endogenous longitudinal predictors when predicting event probabilities. The method, implemented in the R package DynForest, internally transforms the time-dependent predictors at each node of each tree into time-fixed features (using mixed models) that can then be used as splitting candidates. The final individual event probability is computed as the average of leaf-specific Aalen-Johansen estimators over the trees. Using simulations, we compared the performances of DynForest to accurately predict an event with (i) a joint modeling alternative when considering two longitudinal predictors only, and with (ii) a regression calibration method that ignores the informative truncation by the event when dealing with a large number of longitudinal predictors. Through an application in dementia research, we also illustrated how DynForest can be used to develop a dynamic prediction tool for dementia from multimodal repeated markers, and quantify the importance of each marker.","2023",,"Stat Methods Med Res",,"other","Humans, FALSE, Survival Analysis, FALSE, Models, Statistical, TRUE, Probability, FALSE, Regression Analysis, FALSE, Dementia, TRUE",1,"projTutoParkinson","2023-12-28"
,"37880775","Association between ventricular CSF biomarkers and outcome after shunt surgery in idiopathic normal pressure hydrocephalus.","Grønning R","INTRODUCTION: The relationship between neurochemical changes and outcome after shunt surgery in idiopathic normal pressure hydrocephalus (iNPH), a treatable dementia and gait disorder, is unclear. We used baseline ventricular CSF to explore associations to outcome, after shunting, of biomarkers selected to reflect a range of pathophysiological processes.
METHODS: In 119 consecutive patients with iNPH, the iNPH scale was used before and after shunt surgery to quantify outcome. Ventricular CSF was collected perioperatively and analyzed for biomarkers of astrogliosis, axonal, amyloid and tau pathology, and synaptic dysfunction: glial fibrillary acidic protein (GFAP), chitinase-3-like protein 1 (YKL40/CHI3L1), monocyte chemoattractant protein-1 (MCP-1) neurofilament light (NfL), amyloid beta 38 (Aβ38), Aβ40, Aβ42, amyloid beta 42/40 ratio (Aβ42/40), soluble amyloid precursor protein alfa (sAPPα), sAPPβ, total tau (T-tau), phosphorylated tau (P-tau), growth-associated protein 43 (GAP43), and neurogranin.
RESULTS: The neurogranin concentration was higher in improved (68%) compared to unimproved patients (median 365 ng/L (IQR 186-544) vs 330 (205-456); p = 0.046). A linear regression model controlled for age, sex and vascular risk factors including neurogranin, T-tau, and GFAP, resulted in adjusted R
DISCUSSION: A higher preoperative ventricular CSF level of neurogranin, which is a postsynaptic marker, may signal a favorable postoperative outcome. Concentrations of a panel of ventricular CSF biomarkers explained only 6% of the variability in outcome. Evidence of amyloid or tau pathology did not affect the outcome.","2023",,"Fluids Barriers CNS",,"other","Humans, FALSE, Amyloid beta-Peptides, FALSE, metabolism, Q000378, Hydrocephalus, Normal Pressure, TRUE, surgery, Q000601, Neurogranin, FALSE, tau Proteins, FALSE, metabolism, Q000378, Amyloid beta-Protein Precursor, FALSE, metabolism, Q000378, Biomarkers, FALSE, Alzheimer Disease, TRUE",1,"projTutoParkinson","2023-12-28"
,"37876876","Brain-derived neurotrophic factor gene polymorphism affects cognitive function and neurofilament light chain level in patients with subcortical ischaemic vascular dementia.","Yao X","OBJECTIVE: To investigate the effects of brain-derived neurotrophic factor (BDNF) gene polymorphism on cognitive function, neuroimaging and blood biological markers in patients with subcortical ischaemic vascular dementia (SIVD).
METHODS: A total of 81 patients with SIVD were included. According to their BDNF gene polymorphism, the participants were divided into the Val/Val (
RESULTS: There were no significant differences in demographics, disease duration or MRI markers of small vessel disease between the three groups. Compared with the Val/Val and Val/Met groups, the Met/Met group showed worse performance in the verbal fluency test and higher levels of plasma NfL.
CONCLUSION: The rs6265 polymorphism of the BDNF gene is associated with semantic language fluency in patients with SIVD. The Met genotype may be a risk factor for cognitive impairment and neuronal injury.","2023",,"Front Aging Neurosci"," OBJECTIVE : To investigate the effects of brain-derived neurotrophic factor ( BDNF ) gene polymorphism on cognitive function , neuroimaging and blood biological markers in patients with subcortical ischaemic vascular dementia ( SIVD ) ","other","NULL",1,"projTutoParkinson","2023-12-28"
,"37874264","Retinal vein occlusion as an age-dependent marker of incident dementia in a long-term Danish national cohort.","Clausen AR","PURPOSE: The aim of this study was to investigate retinal vein occlusion (RVO) as an independent marker of incident dementia.
METHODS: In a prospective nationwide cohort study, we identified 2 225 568 individuals through the Danish national health registers. Individuals older than 65 years, without unspecified retinal vascular occlusion or dementia were included from 1998 to 2020 and followed until 2022. We calculated the incidence rate (IR) and performed a Cox regression analysis with a hazard ratio (HR) and 95% confidence interval (CI) for RVO (exposure) as a marker of all-cause dementia adjusted for systemic comorbidity.
RESULTS: We identified 19 669 individuals with RVO who had a higher prevalence of systemic comorbidity at inclusion compared to those without RVO (n = 2 185 483). We performed a Cox regression analysis for age-dependent exposure due to non-proportional hazards in the pre-planned analysis. Exposed individuals younger than 75 years had an increased risk of all-cause dementia (adjusted HR 1.09, 95% CI 1.01-1.18), whereas individuals older than 75 years had a decreased risk of all-cause dementia (adjusted HR 0.92, 95% CI 0.86-0.98).
CONCLUSION: Individuals with RVO had an age-dependent risk of dementia, with a 9% increased risk in individuals with RVO younger than 75 years and an 8% decreased risk in individuals older than 75 years at the time of exposure.","2023",,"Acta Ophthalmol"," PURPOSE : The aim of this study was to investigate retinal vein occlusion ( RVO ) as an independent marker of incident dementia ","other","NULL",1,"projTutoParkinson","2023-12-28"
