"idFreq0","PMID","subpopSize","subset1","subset2","subset3","expFrequencyName","freqType","freqMeasure","freqUnit"
NA,"31977938",NA,NA,NA,NA,"heterogeneity",NA,"89 %to 98 %","%"
NA,"32009625",NA,NA,NA,NA,"cause",NA,"60 %","%"
NA,"3203698",NA,NA,NA,NA,"fluid intake",NA,"36 %","%"
NA,"32046655",NA,NA,NA,NA,"response",NA,"50 %","%"
NA,"32046655",NA,NA,NA,NA,"response",NA,"75 %","%"
NA,"32050782",NA,NA,NA,NA,"sustained response",NA,"50 %","%"
NA,"32050782",NA,NA,NA,NA,"â¥ preventive drug",NA,"63 %","%"
NA,"32108686",NA,NA,NA,NA,"intrathecal saline",NA,"78 %","%"
NA,"32108686",NA,NA,NA,NA,"intrathecal saline",NA,"79 %","%"
NA,"32108686",NA,NA,NA,NA,"epidural blood patch",NA,"37 %","%"
NA,"32108686",NA,NA,NA,NA,"epidural blood patch",NA,"52 %","%"
NA,"32158867",NA,NA,NA,NA,"worlds population",NA,"10 %","%"
NA,"32205737",NA,NA,NA,NA,"post ect headache",NA,"32.8 %","%"
NA,"32334514",NA,NA,NA,NA,"familial cluster headache",NA,"20 %","%"
NA,"32334514",NA,NA,NA,NA,"family history",NA,"6.27 %","%"
NA,"32334514",NA,NA,NA,NA,"family history",NA,"73 %","%"
NA,"32334514",NA,NA,NA,NA,"females",NA,"9.26 %","%"
NA,"32334514",NA,NA,NA,NA,"female",NA,"58.42 %","%"
NA,"32349538",NA,NA,NA,NA,"migraine",NA,"9.0 %","%"
NA,"32349538",NA,NA,NA,NA,"vertigo",NA,"3.3 %","%"
NA,"32349538",NA,NA,NA,NA,"dizziness",NA,"6.7 %to 59.6 %","%"
NA,"32349538",NA,NA,NA,NA,"dizziness",NA,"59.6 %","%"
NA,"32349538",NA,NA,NA,NA,"vertigo",NA,"6.4 %to 44.7 %","%"
NA,"32349538",NA,NA,NA,NA,"vertigo",NA,"44.7 %","%"
NA,"32349538",NA,NA,NA,NA,"dizziness",NA,"35.7 %","%"
NA,"32349538",NA,NA,NA,NA,"vertigo",NA,"33.9 %","%"
NA,"32349538",NA,NA,NA,NA,"vertigo",NA,"87 %","%"
NA,"32377948",NA,NA,NA,NA,"satisfied satisfied",NA,"33.7 %","%"
NA,"32377948",NA,NA,NA,NA,"improved greatly improved quality life",NA,"43.0 %","%"
NA,"32377948",NA,NA,NA,NA,"undergo procedure",NA,"67.5 %","%"
NA,"32377948",NA,NA,NA,NA,"satisfied satisfied",NA,"49.3 %","%"
NA,"32377948",NA,NA,NA,NA,"available patients",NA,"46.7 %","%"
NA,"32377948",NA,NA,NA,NA,"adverse events",NA,"37 %","%"
NA,"32377948",NA,NA,NA,NA,"side effects",NA,"47 %","%"
NA,"32377948",NA,NA,NA,NA,"adverse events",NA,"31 %","%"
NA,"32450871",NA,NA,NA,NA,"qatsdd",NA,"64.88 %","%"
NA,"32450871",NA,NA,NA,NA,"cbt",NA,"42.85 %","%"
NA,"32450871",NA,NA,NA,NA,"multi disciplinary treatments",NA,"22.43 %","%"
NA,"32450871",NA,NA,NA,NA,"biofeedback",NA,"7.14 %","%"
NA,"32450871",NA,NA,NA,NA,"individual basis implementation",NA,"10.72 %","%"
NA,"32450871",NA,NA,NA,NA,"frequency attacks",NA,"46.43 %","%"
NA,"32450871",NA,NA,NA,NA,"academic contexts",NA,"35.71 %","%"
NA,"32450871",NA,NA,NA,NA,"clinical settings",NA,"39.28 %","%"
NA,"32450871",NA,NA,NA,NA,"painheadache",NA,"25 %","%"
NA,"32463304",NA,NA,NA,NA,"general population",NA,"7 %","%"
NA,"32522602",NA,NA,NA,NA,"thyroid artery",NA,"34.4 %","%"
NA,"32522602",NA,NA,NA,NA,"jugular vein",NA,"31.2 %","%"
NA,"32522602",NA,NA,NA,NA,"vertebral arteriovenous",NA,"12.5 %","%"
NA,"32522602",NA,NA,NA,NA,"arteries",NA,"21.9 %","%"
NA,"32522602",NA,NA,NA,NA,"minor side effects",NA,"5.1 %","%"
NA,"32552646",NA,NA,NA,NA,"toxoplasmosis",NA,"17.67 %","%"
NA,"32552646",NA,NA,NA,NA,"toxoplasmosis",NA,"18.29 %","%"
NA,"32607079",NA,NA,NA,NA,"migraine prevalence",NA,"32 %","%"
NA,"32607079",NA,NA,NA,NA,"medical university students",NA,"27.9 %","%"
NA,"32607079",NA,NA,NA,NA,"medical university students",NA,"13.7 %","%"
NA,"32623142",NA,NA,NA,NA,"unexpected findings",NA,"17.5 %","%"
NA,"32623142",NA,NA,NA,NA,"mri",NA,"26.6 %","%"
NA,"32623142",NA,NA,NA,NA,"vascular neoplastic non neoplastic findings",NA,"6.6 %","%"
NA,"32623142",NA,NA,NA,NA,"migraine aura",NA,"1.4 %","%"
NA,"32623142",NA,NA,NA,NA,"vascular neoplastic non neoplastic findings",NA,"9.6 %","%"
NA,"32623142",NA,NA,NA,NA,"stroke",NA,"2.0 %","%"
NA,"32623142",NA,NA,NA,NA,"migraine aura",NA,"1.8 %","%"
NA,"32623142",NA,NA,NA,NA,"subdural hematoma",NA,"0.8 %","%"
NA,"32623142",NA,NA,NA,NA,"hydrocephalus",NA,"0.7 %","%"
NA,"32623142",NA,NA,NA,NA,"glioma",NA,"0.2 %","%"
NA,"32623142",NA,NA,NA,NA,"meningioma",NA,"0.1 %","%"
NA,"32623142",NA,NA,NA,NA,"vascular unexpected findings",NA,"0.4 %","%"
NA,"32623142",NA,NA,NA,NA,"migraine aura",NA,"1 %","%"
NA,"32696077",NA,NA,NA,NA,"headache multiple sclerosis",NA,"78 %","%"
NA,"32731623",NA,NA,NA,NA,"acute migraine treatment",NA,"2 %to 30 %","%"
NA,"32781922",NA,NA,NA,NA,"pain free subjects",NA,"50 %","%"
NA,"32781922",NA,NA,NA,NA,"pain free",NA,"88 %","%"
NA,"32781922",NA,NA,NA,NA,"pain free",NA,"0 %","%"
NA,"32806954",NA,NA,NA,NA,"more participants",NA,"80 %","%"
NA,"32806954",NA,NA,NA,NA,"glibenclamide placebo day",NA,"33 %","%"
NA,"32806954",NA,NA,NA,NA,"placebo placebo day",NA,"7 %","%"
NA,"32827225",NA,NA,NA,NA,"previously published cases",NA,"50 %","%"
NA,"32827225",NA,NA,NA,NA,"response rate",NA,"77 %","%"
NA,"32827225",NA,NA,NA,NA,"response rate",NA,"75 %","%"
NA,"32847403",NA,NA,NA,NA,"placebo",NA,"30 %","%"
NA,"32852688",NA,NA,NA,NA,"cervicocerebral artery dissection",NA,"25 %","%"
NA,"32852688",NA,NA,NA,NA,"headache",NA,"70 %","%"
NA,"32858584",NA,NA,NA,NA,"postpartum depression",NA,"52.3 %","%"
NA,"32858584",NA,NA,NA,NA,"postpartum depression",NA,"11.2 %","%"
NA,"32858584",NA,NA,NA,NA,"posttraumatic stress disorder",NA,"12.8 %","%"
NA,"32858584",NA,NA,NA,NA,"posttraumatic stress disorder",NA,"0.4 %","%"
NA,"32858584",NA,NA,NA,NA,"women postdural puncture headache breastfed less",NA,"54.5 %","%"
NA,"32858584",NA,NA,NA,NA,"breastfed less",NA,"76.8 %","%"
NA,"32858584",NA,NA,NA,NA,"current headache",NA,"32.6 %","%"
NA,"32858584",NA,NA,NA,NA,"current headache",NA,"15.2 %","%"
NA,"32858584",NA,NA,NA,NA,"current backache",NA,"43.9 %","%"
NA,"32858584",NA,NA,NA,NA,"controls",NA,"21 %","%"
NA,"32928014",NA,NA,NA,NA,"nausea",NA,"25.0 %","%"
NA,"32957796",NA,NA,NA,NA,"headache free controls",NA,"95 %","%"
NA,"32959458",NA,NA,NA,NA,"women",NA,"83 %","%"
NA,"32959458",NA,NA,NA,NA,"placebo",NA,"20 %","%"
NA,"33047511",NA,NA,NA,NA,"gs",NA,"18 %","%"
NA,"33047511",NA,NA,NA,NA,"gq",NA,"39 %","%"
NA,"33065273",NA,NA,NA,NA,"mobilization exercise",NA,"15 %","%"
NA,"33065273",NA,NA,NA,NA,"spinal mobilization exercise",NA,"21 %","%"
NA,"33179263",NA,NA,NA,NA,"ch attack",NA,"43 %","%"
NA,"33192977",NA,NA,NA,NA,"migraine",NA,"15 %","%"
NA,"33192977",NA,NA,NA,NA,"migraine",NA,"30 %","%"
NA,"33241323",NA,NA,NA,NA,"placebo",NA,"35.1 %","%"
NA,"33241323",NA,NA,NA,NA,"headache days",NA,"44.4 %","%"
NA,"33315046",NA,NA,NA,NA,"female",NA,"92 %","%"
NA,"33315046",NA,NA,NA,NA,"mbsr",NA,"73 %","%"
NA,"33315046",NA,NA,NA,NA,"unpleasantness",NA,"30.4 %","%"
NA,"33329305",NA,NA,NA,NA,"female",NA,"49.4 %","%"
NA,"33329305",NA,NA,NA,NA,"headache",NA,"10.1 %","%"
NA,"33329305",NA,NA,NA,NA,"headache",NA,"1.1 %","%"
NA,"33349955",NA,NA,NA,NA,"adults",NA,"15.9 %","%"
NA,"33349955",NA,NA,NA,NA,"women",NA,"21 %","%"
NA,"33349955",NA,NA,NA,NA,"men",NA,"10.7 %","%"
NA,"33349955",NA,NA,NA,NA,"unemployed",NA,"40 %","%"
NA,"33432635",NA,NA,NA,NA,"females",NA,"87.3 %","%"
NA,"33432635",NA,NA,NA,NA,"daily headaches",NA,"36.1 %","%"
NA,"33432635",NA,NA,NA,NA,"simple analgesics",NA,"62 %","%"
NA,"33432635",NA,NA,NA,NA,"combination analgesics",NA,"41 %","%"
NA,"33432635",NA,NA,NA,NA,"triptans",NA,"21 %","%"
NA,"33432635",NA,NA,NA,NA,"migraine preventive medication",NA,"44.9 %","%"
NA,"33520204",NA,NA,NA,NA,"i",NA,"71 %","%"
NA,"33520204",NA,NA,NA,NA,"vas",NA,"98 %","%"
NA,"33527189",NA,NA,NA,NA,"headache days",NA,"50 %","%"
NA,"33563049",NA,NA,NA,NA,"responder rate frequency",NA,"50 %","%"
NA,"33563049",NA,NA,NA,NA,"maximal pain intensity",NA,"25 %","%"
NA,"33563049",NA,NA,NA,NA,"minimal pain intensity",NA,"31 %","%"
NA,"33681785",NA,NA,NA,NA,"gabapentin",NA,"67.7 %","%"
NA,"33681785",NA,NA,NA,NA,"nsaids",NA,"65.6 %","%"
NA,"33681785",NA,NA,NA,NA,"tricyclic antidepressant",NA,"44.4 %","%"
NA,"33715955",NA,NA,NA,NA,"headache",NA,"76 %","%"
NA,"33715955",NA,NA,NA,NA,"withdrawal",NA,"15.4 %","%"
NA,"33715955",NA,NA,NA,NA,"hypotension",NA,"26 %","%"
NA,"33715955",NA,NA,NA,NA,"hemodialysis",NA,"35 %","%"
NA,"33777156",NA,NA,NA,NA,"yin meridians",NA,"17.8 %","%"
NA,"33777156",NA,NA,NA,NA,"head face neck",NA,"59.9 %","%"
NA,"33777156",NA,NA,NA,NA,"four limbs",NA,"31.7 %","%"
NA,"33777156",NA,NA,NA,NA,"specific acupoints application",NA,"78.2 %","%"
NA,"33802647",NA,NA,NA,NA,"migraines",NA,"14.7 %","%"
NA,"33904437",NA,NA,NA,NA,"epilepsy",NA,"98 %","%"
NA,"33904437",NA,NA,NA,NA,"headache",NA,"97.99 %","%"
NA,"33940524",NA,NA,NA,NA,"epilepsy",NA,"43 %","%"
NA,"33945036",NA,NA,NA,NA,"lidocaine",NA,"2 %","%"
NA,"33945036",NA,NA,NA,NA,"group a",NA,"96.3 %","%"
NA,"33945036",NA,NA,NA,NA,"group b",NA,"85.2 %","%"
NA,"33953911",NA,NA,NA,NA,"headache",NA,"25.2 %","%"
NA,"33966935",NA,NA,NA,NA,"functional socio professional disability",NA,"3.5 %to 33 %","%"
NA,"33966935",NA,NA,NA,NA,"patients",NA,"33 %","%"
NA,"33974014",NA,NA,NA,NA,"headache",NA,"90 %","%"
NA,"33974014",NA,NA,NA,NA,"tension type headache",NA,"38 %","%"
NA,"33974014",NA,NA,NA,NA,"migraine",NA,"12 %","%"
NA,"33974014",NA,NA,NA,NA,"triptans",NA,"20 %to 30 %","%"
NA,"33974014",NA,NA,NA,NA,"patients",NA,"25 %","%"
NA,"33974014",NA,NA,NA,NA,"patients",NA,"4 %","%"
NA,"34003143",NA,NA,NA,NA,"current headache disorder",NA,"50 %","%"
NA,"34003143",NA,NA,NA,NA,"migraine",NA,"30 %","%"
NA,"34115380",NA,NA,NA,NA,"quarterly fremanezumab",NA,"34.5 %","%"
NA,"34115380",NA,NA,NA,NA,"monthly fremanezumab",NA,"36.2 %","%"
NA,"34115380",NA,NA,NA,NA,"placebo",NA,"19.6 %","%"
NA,"34115380",NA,NA,NA,NA,"quarterly fremanezumab",NA,"40.7 %","%"
NA,"34115380",NA,NA,NA,NA,"monthly fremanezumab",NA,"43.4 %","%"
NA,"34115380",NA,NA,NA,NA,"quarterly fremanezumab",NA,"36.5 %","%"
NA,"34115380",NA,NA,NA,NA,"monthly fremanezumab",NA,"38.6 %","%"
NA,"34115380",NA,NA,NA,NA,"monthly fremanezumab",NA,"3.5 %","%"
NA,"34128449",NA,NA,NA,NA,"general population",NA,"78 %","%"
NA,"34141426",NA,NA,NA,NA,"pdph",NA,"23.47 %","%"
NA,"34146510",NA,NA,NA,NA,"ons",NA,"50 %","%"
NA,"34182466",NA,NA,NA,NA,"headaches",NA,"12.3 %","%"
NA,"34182466",NA,NA,NA,NA,"breast cancer",NA,"29.8 %","%"
NA,"34182466",NA,NA,NA,NA,"discontinuation",NA,"5 %","%"
NA,"34261435",NA,NA,NA,NA,"proportion",NA,"23 %","%"
NA,"34261435",NA,NA,NA,NA,"hypertension",NA,"24 %","%"
NA,"34261435",NA,NA,NA,NA,"anxiety disorders",NA,"25 %","%"
NA,"34297333",NA,NA,NA,NA,"monthly days acute medication use",NA,"50 %","%"
NA,"34325483",NA,NA,NA,NA,"patients relapsed",NA,"11 %","%"
NA,"34325483",NA,NA,NA,NA,"chronic headache",NA,"41 %","%"
NA,"34327787",NA,NA,NA,NA,"methodological quality",NA,"45 %","%"
NA,"34327787",NA,NA,NA,NA,"post covid headache",NA,"47.1 %","%"
NA,"34327787",NA,NA,NA,NA,"headache",NA,"57.97 %","%"
NA,"34327787",NA,NA,NA,NA,"hospitalized",NA,"31.11 %","%"
NA,"34327787",NA,NA,NA,NA,"post covid headache",NA,"8 %to 15 %","%"
NA,"34327787",NA,NA,NA,NA,"headache",NA,"15 %","%"
NA,"34332779",NA,NA,NA,NA,"europe",NA,"1 %","%"
NA,"34332779",NA,NA,NA,NA,"moh",NA,"2 %","%"
NA,"343489",NA,NA,NA,NA,"papaverine",NA,"58 %","%"
NA,"343489",NA,NA,NA,NA,"placebo",NA,"17 %","%"
NA,"34374330",NA,NA,NA,NA,"participants completed final week assessment",NA,"96.25 %","%"
NA,"34374330",NA,NA,NA,NA,"participants",NA,"93.75 %","%"
NA,"34374330",NA,NA,NA,NA,"treatment sessions",NA,"95 %","%"
NA,"34526307",NA,NA,NA,NA,"women",NA,"88 %","%"
NA,"34526307",NA,NA,NA,NA,"chronic migraine",NA,"67 %","%"
NA,"34526307",NA,NA,NA,NA,"linoleic acid",NA,"7 %","%"
NA,"34526307",NA,NA,NA,NA,"energy",NA,"1.8 %","%"
NA,"34551130",NA,NA,NA,NA,"moh",NA,"40.2 %","%"
NA,"34551130",NA,NA,NA,NA,"moh",NA,"49 %","%"
NA,"34551130",NA,NA,NA,NA,"moh",NA,"29 %","%"
NA,"34551130",NA,NA,NA,NA,"remained diagnostic thresholds cm moh",NA,"29.0 %","%"
NA,"34551130",NA,NA,NA,NA,"placebo",NA,"6.3 %","%"
NA,"34620087",NA,NA,NA,NA,"headache",NA,"90 %","%"
NA,"34635194",NA,NA,NA,NA,"headaches",NA,"26.6 %","%"
NA,"34704708",NA,NA,NA,NA,"active headaches",NA,"47 %","%"
NA,"34704708",NA,NA,NA,NA,"tension headaches",NA,"38 %","%"
NA,"34704708",NA,NA,NA,NA,"migraines",NA,"10 %","%"
NA,"34704708",NA,NA,NA,NA,"chronic headaches",NA,"3 %","%"
NA,"34704725",NA,NA,NA,NA,"ebp",NA,"74.4 %","%"
NA,"34704725",NA,NA,NA,NA,"ebp",NA,"73.7 %","%"
NA,"34704725",NA,NA,NA,NA,"i",NA,"81.0 %","%"
NA,"34727873",NA,NA,NA,NA,"wcs",NA,"18.2 %","%"
NA,"34727873",NA,NA,NA,NA,"opioids",NA,"15.5 %","%"
NA,"34747799",NA,NA,NA,NA,"males",NA,"72.72 %","%"
NA,"34747799",NA,NA,NA,NA,"females",NA,"27.27 %","%"
NA,"34747799",NA,NA,NA,NA,"systemic hypertension",NA,"36 %","%"
NA,"34747799",NA,NA,NA,NA,"obstructive sleep apnea syndrome",NA,"18.18 %","%"
NA,"34747799",NA,NA,NA,NA,"systemic hypertension",NA,"36.36 %","%"
NA,"34747799",NA,NA,NA,NA,"diabetes mellitus",NA,"9.09 %","%"
NA,"34749910",NA,NA,NA,NA,"prevalence headache disorders",NA,"28.45 %","%"
NA,"34749910",NA,NA,NA,NA,"prevalence headache disorders",NA,"28.54 %","%"
NA,"34749910",NA,NA,NA,NA,"pediatric moh",NA,"44.2 %","%"
NA,"34749910",NA,NA,NA,NA,"pediatric moh",NA,"37.2 %","%"
NA,"34766205",NA,NA,NA,NA,"headache",NA,"70 %","%"
NA,"34766205",NA,NA,NA,NA,"migraine like features",NA,"25 %","%"
NA,"34839445",NA,NA,NA,NA,"genes role neurological health",NA,"15 %","%"
NA,"34929374",NA,NA,NA,NA,"female",NA,"85 %","%"
NA,"35034023",NA,NA,NA,NA,"standard",NA,"74.2 %","%"
NA,"35034023",NA,NA,NA,NA,"adverse drug reactions",NA,"9.7 %","%"
NA,"35100967",NA,NA,NA,NA,"headache",NA,"22.4 %","%"
NA,"35100967",NA,NA,NA,NA,"headache",NA,"23.8 %","%"
NA,"35100967",NA,NA,NA,NA,"headache",NA,"16.9 %","%"
NA,"35254637",NA,NA,NA,NA,"headaches",NA,"96 %","%"
NA,"35254637",NA,NA,NA,NA,"migraine headache",NA,"11 %","%"
NA,"35254637",NA,NA,NA,NA,"consumers",NA,"50 %","%"
NA,"35254637",NA,NA,NA,NA,"migraine headache",NA,"22 %","%"
NA,"35301859",NA,NA,NA,NA,"headache",NA,"95 %","%"
NA,"35331020",NA,NA,NA,NA,"primary headache",NA,"48.4 %","%"
NA,"35331020",NA,NA,NA,NA,"primary headache disorders",NA,"10 %","%"
NA,"35331020",NA,NA,NA,NA,"primary headache disorders",NA,"30.2 %","%"
NA,"35331020",NA,NA,NA,NA,"tension type headache headache",NA,"8.2 %","%"
NA,"35331020",NA,NA,NA,NA,"medication overuse",NA,"3.4 %","%"
NA,"35331020",NA,NA,NA,NA,"chronic headache",NA,"21.7 %","%"
NA,"35332812",NA,NA,NA,NA,"three",NA,"19 %","%"
NA,"35332812",NA,NA,NA,NA,"headache",NA,"75 %","%"
NA,"35332812",NA,NA,NA,NA,"migraine like attacks",NA,"56 %","%"
NA,"35332812",NA,NA,NA,NA,"placebo",NA,"6 %","%"
NA,"35361131",NA,NA,NA,NA,"received bntb chadox",NA,"94 %","%"
NA,"35410119",NA,NA,NA,NA,"active headache disorder",NA,"52.0 %","%"
NA,"35410119",NA,NA,NA,NA,"tth",NA,"26.0 %","%"
NA,"35410119",NA,NA,NA,NA,"h+",NA,"4.6 %","%"
NA,"35410119",NA,NA,NA,NA,"headache",NA,"15.8 %","%"
NA,"35469447",NA,NA,NA,NA,"migraine",NA,"36.8 %","%"
NA,"35469481",NA,NA,NA,NA,"masseter",NA,"15.4 %","%"
NA,"35469481",NA,NA,NA,NA,"masseter muscle",NA,"14.4 %","%"
NA,"35469481",NA,NA,NA,NA,"temporalis",NA,"2.8 %","%"
NA,"35469481",NA,NA,NA,NA,"trapezius muscles",NA,"3.1 %","%"
NA,"35469516",NA,NA,NA,NA,"headaches",NA,"25.3 %","%"
NA,"35469516",NA,NA,NA,NA,"migraine",NA,"68 %","%"
NA,"35469516",NA,NA,NA,NA,"kidney transplant",NA,"15.2 %","%"
NA,"35476143",NA,NA,NA,NA,"weekly attack frequency",NA,"52 %","%"
NA,"35476143",NA,NA,NA,NA,"placebo",NA,"27 %","%"
NA,"35546412",NA,NA,NA,NA,"primary episodic headaches",NA,"55 %","%"
NA,"35546412",NA,NA,NA,NA,"medication overuse headache",NA,"1 %","%"
NA,"35652765",NA,NA,NA,NA,"successful relief",NA,"30 %to 50 %","%"
NA,"35871791",NA,NA,NA,NA,"headache",NA,"58.4 %","%"
NA,"35906563",NA,NA,NA,NA,"head facial discomfort",NA,"74.4 %","%"
NA,"35906563",NA,NA,NA,NA,"pes",NA,"20.8 %","%"
NA,"35906563",NA,NA,NA,NA,"head facial discomfort",NA,"33.8 %","%"
NA,"35953857",NA,NA,NA,NA,"self report diagnosis headache",NA,"18.9 %","%"
NA,"35953857",NA,NA,NA,NA,"rural settings",NA,"31.6 %","%"
NA,"35953857",NA,NA,NA,NA,"pre onset headache",NA,"13.9 %","%"
NA,"35953857",NA,NA,NA,NA,"tension type headache",NA,"15.5 %","%"
NA,"35962748",NA,NA,NA,NA,"akathisia",NA,"0 %","%"
NA,"35977820",NA,NA,NA,NA,"successful response",NA,"50 %","%"
NA,"35977820",NA,NA,NA,NA,"successful responses",NA,"80.5 %","%"
NA,"35977820",NA,NA,NA,NA,"prf",NA,"55.6 %","%"
NA,"35977820",NA,NA,NA,NA,"dbs",NA,"86.7 %","%"
NA,"35977820",NA,NA,NA,NA,"srs",NA,"77.8 %","%"
NA,"35977820",NA,NA,NA,NA,"mvd",NA,"76.7 %","%"
NA,"35977820",NA,NA,NA,NA,"refractory medical therapy",NA,"45 % -55 %","%"
NA,"36068494",NA,NA,NA,NA,"responders",NA,"50 %","%"
NA,"36068494",NA,NA,NA,NA,"moh",NA,"52.2 %","%"
NA,"36068494",NA,NA,NA,NA,"days headache ahm use",NA,"25.1 %","%"
NA,"36068494",NA,NA,NA,NA,"responders",NA,"17.0 %","%"
NA,"36068494",NA,NA,NA,NA,"moh",NA,"18.4 %","%"
NA,"36068494",NA,NA,NA,NA,"moh",NA,"31.5 %","%"
NA,"36068494",NA,NA,NA,NA,"days headache triptan use",NA,"9.1 %","%"
NA,"36068494",NA,NA,NA,NA,"response",NA,"5.8 %","%"
NA,"36068494",NA,NA,NA,NA,"response",NA,"7.2 %","%"
NA,"36068494",NA,NA,NA,NA,"â¥",NA,"12.6 %","%"
NA,"36143259",NA,NA,NA,NA,"i",NA,"9.32 %","%"
NA,"36143259",NA,NA,NA,NA,"i",NA,"0 %","%"
NA,"36209047",NA,NA,NA,NA,"weekly ch attacks",NA,"78.8 %","%"
NA,"36209047",NA,NA,NA,NA,"conventional preventive therapy",NA,"86.1 %","%"
NA,"36209047",NA,NA,NA,NA,"gt",NA,"63.6 %","%"
NA,"36253732",NA,NA,NA,NA,"female",NA,"72 %","%"
NA,"36286601",NA,NA,NA,NA,"group within group improvements",NA,"70 %","%"
NA,"36286601",NA,NA,NA,NA,"whitecaucasian",NA,"83 %","%"
NA,"36310189",NA,NA,NA,NA,"occipital nerve stimulation",NA,"57.3 %","%"
NA,"36310189",NA,NA,NA,NA,"deep brain stimulation",NA,"77.0 %","%"
NA,"36321947",NA,NA,NA,NA,"frequency",NA,"50 %","%"
NA,"36321947",NA,NA,NA,NA,"frequency",NA,"83 %","%"
NA,"36360996",NA,NA,NA,NA,"tau + mind",NA,"10.2 %","%"
NA,"36360996",NA,NA,NA,NA,"tau + mind",NA,"75.9 %","%"
NA,"36360996",NA,NA,NA,NA,"headache day",NA,"50 %","%"
NA,"36373785",NA,NA,NA,NA,"five",NA,"6 %","%"
NA,"36373785",NA,NA,NA,NA,"preventive medication",NA,"29 %","%"
NA,"36422223",NA,NA,NA,NA,"headache",NA,"49.1 %","%"
NA,"36422223",NA,NA,NA,NA,"migraine",NA,"17.2 %","%"
NA,"36422223",NA,NA,NA,NA,"migraine",NA,"61.5 %","%"
NA,"36606574",NA,NA,NA,NA,"migraine",NA,"15 %","%"
NA,"36606574",NA,NA,NA,NA,"tension type headache",NA,"20.6 %","%"
NA,"36606574",NA,NA,NA,NA,"chronic headaches",NA,"6 %","%"
NA,"36739508",NA,NA,NA,NA,"accuracy",NA,"90 %","%"
NA,"36782182",NA,NA,NA,NA,"migraine",NA,"11 %","%"
NA,"36782182",NA,NA,NA,NA,"migraine without aura mwoa",NA,"8 %","%"
NA,"36782182",NA,NA,NA,NA,"migraine aura mwa",NA,"3 %","%"
NA,"36782182",NA,NA,NA,NA,"tension type headache tth",NA,"17 %","%"
NA,"36782182",NA,NA,NA,NA,"primary headache",NA,"62 %","%"
NA,"36782182",NA,NA,NA,NA,"females males",NA,"38 %","%"
NA,"36782182",NA,NA,NA,NA,"females males",NA,"27 %","%"
NA,"36843368",NA,NA,NA,NA,"ropivacaine",NA,"0.5 %","%"
NA,"36843368",NA,NA,NA,NA,"normal saline",NA,"0.9 %","%"
NA,"36849915",NA,NA,NA,NA,"migraine without aura",NA,"3.24 %","%"
NA,"36849915",NA,NA,NA,NA,"menstrual related migraine",NA,"1.29 %","%"
NA,"36849915",NA,NA,NA,NA,"tension type headaches",NA,"0.6 %","%"
NA,"36849915",NA,NA,NA,NA,"hdh",NA,"9.09 %","%"
NA,"36849915",NA,NA,NA,NA,"headache haemodialysis",NA,"6.49 %","%"
NA,"36849915",NA,NA,NA,NA,"duration â¤ h",NA,"66.67 %","%"
NA,"36856015",NA,NA,NA,NA,"response rates",NA,"50 %","%"
NA,"36856015",NA,NA,NA,NA,"placebo",NA,"95 %","%"
NA,"36948579",NA,NA,NA,NA,"treatment",NA,"47.8 % -100.0 %","%"
NA,"3826597",NA,NA,NA,NA,"postdural puncture headache",NA,"16.8 %","%"
NA,"3826597",NA,NA,NA,NA,"placebo",NA,"24.5 %","%"
NA,"3910260",NA,NA,NA,NA,"headache",NA,"79 %","%"
NA,"3910260",NA,NA,NA,NA,"muscle contraction headache combination headache",NA,"53 %","%"
NA,"3913752",NA,NA,NA,NA,"average headache symptoms",NA,"50 %","%"
NA,"3913752",NA,NA,NA,NA,"average headache symptoms",NA,"48 %","%"
NA,"3913752",NA,NA,NA,NA,"side effects",NA,"19 %","%"
NA,"3961222",NA,NA,NA,NA,"postspinal headache",NA,"14 %","%"
NA,"3961222",NA,NA,NA,NA,"ambulation",NA,"11 %","%"
NA,"468745",NA,NA,NA,NA,"bidirectional digit temperature",NA,"33 %","%"
NA,"468745",NA,NA,NA,NA,"biofeedback",NA,"85 %","%"
NA,"468745",NA,NA,NA,NA,"home practice",NA,"55 %","%"
NA,"517118",NA,NA,NA,NA,"minimal relevant difference",NA,"50 %","%"
NA,"6302851",NA,NA,NA,NA,"headache",NA,"65 %","%"
NA,"7046024",NA,NA,NA,NA,"improvement",NA,"65 %","%"
NA,"7323625",NA,NA,NA,NA,"clinical benefit",NA,"65 %","%"
NA,"7486359",NA,NA,NA,NA,"oxygen saturation",NA,"90 %","%"
NA,"7486359",NA,NA,NA,NA,"pain score",NA,"50 %","%"
NA,"7486359",NA,NA,NA,NA,"clinical success",NA,"82 %","%"
NA,"7486359",NA,NA,NA,NA,"metoclopramide",NA,"46 %","%"
NA,"7486359",NA,NA,NA,NA,"placebo",NA,"29 %","%"
NA,"7486359",NA,NA,NA,NA,"relapse",NA,"6 %","%"
NA,"7516861",NA,NA,NA,NA,"placebo",NA,"31 %","%"
NA,"7516861",NA,NA,NA,NA,"placebo",NA,"26 %","%"
NA,"7516861",NA,NA,NA,NA,"recurrence",NA,"40 %","%"
NA,"7516861",NA,NA,NA,NA,"placebo",NA,"35 %","%"
NA,"7516861",NA,NA,NA,NA,"sumatriptan recipients",NA,"5 %","%"
NA,"7553814",NA,NA,NA,NA,"adverse events",NA,"28 %","%"
NA,"7553814",NA,NA,NA,NA,"headache relief",NA,"96 %","%"
