"idPopulations0","PMID","pNam","popSize","nCases","nControls","popCountry","popMainChar","pSecChar","inclCrit","ageUni","ageMean","ageSD","ageLow","ageUp","femaleFreq","ageClass","sexClass","popDisease","popComorbidity","fromCode","projectName","uploadDate"
,"19239911",,,,,"",," isolated sartorius",,,,,,,,,," nerve-mediated contractions",,1,"vacNemus2","2024-03-08"
,"19239626",,"3",,,"",," experimental diabetes",,,,,,,,,," diabetes",,1,"vacNemus2","2024-03-08"
,"19236457",,"9",,,"",," multifocal motor neuropathy",,,,,,,,,," multifocal motor neuropathy:",,1,"vacNemus2","2024-03-08"
,"19233344",,"43",,,"",," ",,,,,,,,,," TITLE:Cephalometric changes",,1,"vacNemus2","2024-03-08"
,"19231391",,"46",,,"",," ",,,,,,,,,," myocardial infarction:",,1,"vacNemus2","2024-03-08"
,"19220659",,,,,"",," hepatic fibrosis",,,,,,,,,," liver fibrosis",,1,"vacNemus2","2024-03-08"
,"19214684",,"23",,,"",," idiopathic CTS.",,,,,,,,,," carpal tunnel syndrome.",,1,"vacNemus2","2024-03-08"
,"19204235",,"8",,,"",," steroid-related ocular hypertension",,,,,,,,,," glaucoma.",,1,"vacNemus2","2024-03-08"
,"19201774",,,,,"",," quiescent HSCs",,,,,,,,,," hepatic fibrosis",,1,"vacNemus2","2024-03-08"
,"19200610",,,,,"",," sciatic mononeuropathy",,,,,,,,,," rat dorsal root ganglia",,1,"vacNemus2","2024-03-08"
,"19200340",,,,,"",," ",,,,,,,,,," low-frequency depression.",,1,"vacNemus2","2024-03-08"
,"19192069",,,,,"",," ",,,,,,,,,," acute peripheral motor neuropathy",,1,"vacNemus2","2024-03-08"
,"19185565",,,,,"",," necrosis or inflammation.",,,,,,,,,," liver damage",,1,"vacNemus2","2024-03-08"
,"19171856",,,,,"",," diabetic neuropathy.",,,,,,,,,," diabetic neuropathy.",,1,"vacNemus2","2024-03-08"
,"19169052",,"10",,,"",," DPN",,,,,,,,,," diabetic peripheral neuropathy",,1,"vacNemus2","2024-03-08"
,"19154823",,"21",,,"",," spastic hemiparesis.",,,,,,,,,," spasticity:",,1,"vacNemus2","2024-03-08"
,"19147290",,,,,"",," neuropathic and inflammatory pain.CONTEXT:",,,,,,,,,," neuropathic and inflammatory pain.",,1,"vacNemus2","2024-03-08"
,"19144125",,"1",,,"",," motor neuron diseases (MND), pain, and neuropathy.",,,,,,,,,," HIV-1-based",,1,"vacNemus2","2024-03-08"
,"19139849",,,,,"",," mechanical allodynia and thermal hyperalgesia",,,,,,,,,," neuropathic pain",,1,"vacNemus2","2024-03-08"
,"19135533",,"1",,,"",," ",,,,,,,,,," ALS.",,1,"vacNemus2","2024-03-08"
,"19134281",,"1",,,"",," hyperkinetic pulmonary artery hypertension.",,,,,,,,,," hyperkinetic pulmonary hypertension].",,1,"vacNemus2","2024-03-08"
,"19134051",,,,,"",," ",,,,,,,,,," cirrhotic",,1,"vacNemus2","2024-03-08"
,"19117157",,,,,"",," congenital myasthenia gravis.CONTEXT:",,,,,,,,,," congenital myasthenia gravis.",,1,"vacNemus2","2024-03-08"
,"20527311",,,,,"japan",," immune deficiency syndrome, and hepatitis B and C",,,,,,,,,," health",,1,"vacNemus2","2024-03-08"
,"19111924",,"120",,,"",," ",,,,,,,,,," HIV",,1,"vacNemus2","2024-03-08"
,"19100257",,,,,"",," decreased mechanical allodynia",,,,,,,,,," neuropathic",,1,"vacNemus2","2024-03-08"
,"19098898",,,,,"",," neurodegenerative diseases,",,,,,,,,,," TITLE:Intravascular AAV9",,1,"vacNemus2","2024-03-08"
,"19088790",,,,,"",," high cervical spinal cord lesions",,,,,,,,,," neuromuscular system--potential",,1,"vacNemus2","2024-03-08"
,"19084064",,,,,"",," ",,,,,,,,,," neuropathic pain.",,1,"vacNemus2","2024-03-08"
,"19080636",,"10",,,"",," diabetic control group",,,,,,,,,," diabetic peripheral neuropathy:",,1,"vacNemus2","2024-03-08"
,"19069713",,"40",,,"",," CTS",,,,,,,,,," carpal tunnel release.",,1,"vacNemus2","2024-03-08"
,"19068123",,"60",,,"",," borderline leprosy",,,,,,,,,," leprosy:",,1,"vacNemus2","2024-03-08"
,"19067843",,,,,"",," neuropathy",,,,,,,,,," Toxoplasma gondii.",,1,"vacNemus2","2024-03-08"
,"19057675",,"4",,,"",," neural and skin defects",,,,,,,,,," neurocutaneous syndrome,",,1,"vacNemus2","2024-03-08"
,"19057331",,,,,"canada",," MN disease,",,,,,,,,,," tetanus",,1,"vacNemus2","2024-03-08"
,"19032891",,"30",,,"",," allergy to lignocaine,",,,,,,,,,," volar block.",,1,"vacNemus2","2024-03-08"
,"19006096",,,,,"",," muscular dystrophy",,,,,,,,,," muscular dystrophy",,1,"vacNemus2","2024-03-08"
,"19003367",,,,,"",," neuromuscular diseases",,,,,,,,,," herpes simplex virus type 1",,1,"vacNemus2","2024-03-08"
,"19001734",,"29",,"10","",," liver fibrosis group without treatment",,,,,,,,,," liver fibrosis",,1,"vacNemus2","2024-03-08"
,"18990339",,"15",,"15","chinese",," liver cirrhosis",,,,,,,,,," liver cirrhosis:",,1,"vacNemus2","2024-03-08"
,"18976924",,,,,"japanese",," bilateral optic neuropathies",,,,,,,,,," encephalomyelitis:",,1,"vacNemus2","2024-03-08"
,"18976422",,"4",,,"",," visual loss due to NAION.",,,,,,,,,," ischaemic optic neuropathy.",,1,"vacNemus2","2024-03-08"
,"18974056",,"8",,,"",," ",,,,,,,,,," cisatracurium.",,1,"vacNemus2","2024-03-08"
,"18955414",,"18",,,"",," suspected or confirmed Crohn's disease",,,,,,,,,," Crohn's disease",,1,"vacNemus2","2024-03-08"
,"18952010",,"9",,,"",," ",,,,,,,,,," TITLE:Lung afferent activity:",,1,"vacNemus2","2024-03-08"
,"18948871",,,,,"",," ",,,,,,,,,," visceral artery aneurysm.",,1,"vacNemus2","2024-03-08"
,"18938155",,,,,"",," cold allodynia,",,,,,,,,,," peripheral neuropathic pain",,1,"vacNemus2","2024-03-08"
,"18931576",,"58",,,"",," myelosuppression, peripheral neuropathy",,,,,,,,,," paclitaxel- containing chemotherapy].",,1,"vacNemus2","2024-03-08"
,"18930597",,,,,"",," thermal allodynia and mechanical hypersensitivity,",,,,,,,,,," vincristine-induced neuropathy",,1,"vacNemus2","2024-03-08"
,"18929279",,"75",,,"denmark",," hypospadias or undescendent testis.",,,,,,,,,," children.",,1,"vacNemus2","2024-03-08"
,"18854993",,"2",,,"",," ",,,,,,,,,," unilateral optic nerve injury with contralateral retinal blockade.",,1,"vacNemus2","2024-03-08"
,"18845060",,,,,"",," tetanus",,,,,,,,,," botulinum neurotoxin",,1,"vacNemus2","2024-03-08"
,"18843618",,"317",,,"",," carpal tunnel syndrome",,,,,,,,,," carpal tunnel syndrome.",,1,"vacNemus2","2024-03-08"
,"18840509",,,,,"",," loss of synaptic zinc, cell death",,,,,,,,,," cell death",,1,"vacNemus2","2024-03-08"
,"18840103",,"20",,,"",," muscle weakness",,,,,,,,,," pre-curarization",,1,"vacNemus2","2024-03-08"
,"18836345",,"187",,,"",," ",,,,,,,,,," botulinum toxin",,1,"vacNemus2","2024-03-08"
,"25390608",,,,,"",," branch retinal artery occlusion,",,,,,,,,,," retinal artery occlusion",,1,"vacNemus2","2024-03-08"
,"18824216",,,,,"",," acquired peripheral neuropathy.",,,,,,,,,," peripheral nerve injury.",,1,"vacNemus2","2024-03-08"
,"18822912",,,,,"",," ",,,,,,,,,," liver cirrhosis",,1,"vacNemus2","2024-03-08"
,"18822909",,"300",,,"chinese",," diabetic peripheral neuropathy",,,,,,,,,," diabetic peripheral neuropathy].",,1,"vacNemus2","2024-03-08"
,"18814124",,"36",,,"",," ",,,,,,,,,," pyriformis syndrome:",,1,"vacNemus2","2024-03-08"
,"18812033",,"40",,,"china",," hepatitis",,,,,,,,,," liver fibrosis",,1,"vacNemus2","2024-03-08"
,"18806513",,"75",,,"",," shoulder problems.",,,,,,,,,," TITLE:Axillary mononeuropathy",,1,"vacNemus2","2024-03-08"
,"18802012",,,,,"",," ",,,,,,,,,," brain angiogenesis",,1,"vacNemus2","2024-03-08"
,"18799501",,"8",,,"",," celiac artery compression from MAL",,,,,,,,,," median arcuate ligament syndrome:",,1,"vacNemus2","2024-03-08"
,"18794257",,"10",,"10","",," diabetic mice,",,,,,,,,,," long-lasting type II diabetes",,1,"vacNemus2","2024-03-08"
,"18790236",,,,,"",," chronic allograft nephropathy",,,,,,,,,," chronic allograft nephropathy.",,1,"vacNemus2","2024-03-08"
,"18783367",,,,,"",," neurodegenerative diseases.",,,,,,,,,," painful peripheral neuropathy.",,1,"vacNemus2","2024-03-08"
,"18780003",,"32",,,"",," delayed neuropathy",,,,,,,,,," TITLE:Delayed neuropathy",,1,"vacNemus2","2024-03-08"
,"18776088",,"229",,,"",," polysaccharide storage myopathy",,,,,,,,,," equine muscle",,1,"vacNemus2","2024-03-08"
,"18771616",,"10",,,"",," neuropathy",,,,,,,,,," nerve tissues",,1,"vacNemus2","2024-03-08"
,"18771080",,"24",,,"",," bilateral laryngeal paralysis",,,,,,,,,," laryngeal paralysis.",,1,"vacNemus2","2024-03-08"
,"18768692",,"2",,,"",," ",,,,,,,,,," neuromuscular junctions.",,1,"vacNemus2","2024-03-08"
,"18755747",,,,,"",," terminal varicosities",,,,,,,,,," crayfish neuromuscular",,1,"vacNemus2","2024-03-08"
,"18716505",,,,,"",," ",,,,,,,,,," TITLE:Neuropathic pain",,1,"vacNemus2","2024-03-08"
,"18702729",,,,,"",," ",,,,,,,,,," neuromuscular junction.",,1,"vacNemus2","2024-03-08"
,"18702718",,,,,"",," ",,,,,,,,,," TITLE:Regulation of motor pattern frequency",,1,"vacNemus2","2024-03-08"
,"18692530",,,,,"",," liver cirrhosis.CONTEXT:",,,,,,,,,," liver cirrhosis.",,1,"vacNemus2","2024-03-08"
,"18688160",,,,,"",," TITLE:Oculomotor neuropathy",,,,,,,,,," TITLE:Oculomotor neuropathy",,1,"vacNemus2","2024-03-08"
,"18685960",,"486",,,"",," residual paralysis",,,,,,,,,," residual paralysis",,1,"vacNemus2","2024-03-08"
,"18671969",,,,,"",," diabetic neuropathy.",,,,,,,,,," gastric mucosa of streptozotocin-induced diabetic rats.",,1,"vacNemus2","2024-03-08"
,"18668150",,"9",,"8","",," diabetic neuropathy.",,,,,,,,,," diabetic rats.",,1,"vacNemus2","2024-03-08"
,"18652399",,,,,"south africa, solomon islands",," chronic pulmonary and cardiac disease,",,,,,,,,,," TITLE:Influenza",,1,"vacNemus2","2024-03-08"
,"18648227",,"176",,,"",," neuromuscular blockade or residual neuromuscular blockade.",,,,,,,,,," sugammadex",,1,"vacNemus2","2024-03-08"
,"18646102",,"102","5",,"",," meralgia paraesthetica.(2)",,,,,,,,,," meralgia paraesthetica.",,1,"vacNemus2","2024-03-08"
,"18645426",,"12",,,"",," thyroid eye disease",,,,,,,,,," thyroid eye disease.",,1,"vacNemus2","2024-03-08"
,"18643907",,"455",,,"",," myonecrosis",,,,,,,,,," snake venom.",,1,"vacNemus2","2024-03-08"
,"18642759",,,,,"",," electrophysiological impairments",,,,,,,,,," early induced diabetes.",,1,"vacNemus2","2024-03-08"
,"18633557",,"42",,,"",," left obturator neuropathy,",,,,,,,,,," TITLE:Transient obturator neuropathy",,1,"vacNemus2","2024-03-08"
,"18633054",,,,,"",," neuropathic pain.CONTEXT:",,,,,,,,,," neuropathic pain.",,1,"vacNemus2","2024-03-08"
,"18630674",,,,,"",,"
CONC",,,,,,,,,," human papillomavirus type 16 E7",,1,"vacNemus2","2024-03-08"
,"18628451",,,,,"",," anthracycline, a taxane,",,,,,,,,,," advanced breast cancer",,1,"vacNemus2","2024-03-08"
,"18626256",,,,,"",," ",,,,,,,,,," facial rejuvenation.",,1,"vacNemus2","2024-03-08"
,"18612195",,,,,"",," diabetic neuropathy",,,,,,,,,," diabetic neuropathy",,1,"vacNemus2","2024-03-08"
,"18610635",,,,,"",," ",,,,,,,,,," myocardial infarction].",,1,"vacNemus2","2024-03-08"
,"18604486",,"2",,,"",," diabetic gastroparesis",,,,,,,,,," diabetic gastroparesis].",,1,"vacNemus2","2024-03-08"
,"18591697",,"535",,,"",," transient neuropathy)",,,,,,,,,," axillary brachial plexus blockade:",,1,"vacNemus2","2024-03-08"
,"18586315",,,,,"",," tactile allodynia",,,,,,,,,," persistent pain.",,1,"vacNemus2","2024-03-08"
,"18579284",,"68",,,"",," ",,,,,,,,,," severe peripheral neuropathy",,1,"vacNemus2","2024-03-08"
,"18574011",,,,,"",," renal impair",,,,,,,,,," hematologic malignancies.",,1,"vacNemus2","2024-03-08"
,"18572375",,,,,"",," ",,,,,,,,,," anaphylactic shock.",,1,"vacNemus2","2024-03-08"
,"18560643",,"7",,,"",," self-injurious behavior",,,,,,,,,," self-inflicted oral trauma:",,1,"vacNemus2","2024-03-08"
,"18557970",,"26",,,"",," ED(50) and ED(95)",,,,,,,,,," laryngeal mask airway",,1,"vacNemus2","2024-03-08"
,"18544896",,,,,"",," inflammatory and neuropathic pain",,,,,,,,,," diabetic neuropathy.",,1,"vacNemus2","2024-03-08"
,"18541384",,,,,"",," Ca(2+) channel-vesicle separation",,,,,,,,,," crayfish inhibitory neuromuscular junction.",,1,"vacNemus2","2024-03-08"
,"18534561",,"9",,,"",," hyperalgesia",,,,,,,,,," rat dorsal root ganglion.",,1,"vacNemus2","2024-03-08"
,"18525301",,"31",,,"",," progressive MRCC",,,,,,,,,," metastatic renal cell carcinoma.",,1,"vacNemus2","2024-03-08"
,"18503750",,,,,"",," CCl(4) or MCD-induced liver fibrotic injury",,,,,,,,,," liver fibrogenesis",,1,"vacNemus2","2024-03-08"
,"18501940",,"121",,,"",," ANSWERNOTF",,,,,,,,,," ",,1,"vacNemus2","2024-03-08"
,"18497614",,,,,"",," ",,,,,,,,,," TITLE:Acceleromyography",,1,"vacNemus2","2024-03-08"
,"18492948",,,,,"",," painful diabetic and chemotherapy-induced neuropathy.CONTEXT:",,,,,,,,,," painful diabetic and chemotherapy-induced neuropathy.",,1,"vacNemus2","2024-03-08"
,"18485231",,"42",,,"",," calcific myofibrosis",,,,,,,,,," TITLE:Calcific myofibrosis",,1,"vacNemus2","2024-03-08"
,"18477089",,"8",,,"",," neuropathic pain",,,,,,,,,," painful diabetic neuropathy.",,1,"vacNemus2","2024-03-08"
,"18467364",,"2",,,"",," dystonias.",,,,,,,,,," botulinum neurotoxin A.",,1,"vacNemus2","2024-03-08"
,"18462380",,"43",,,"",," chronic liver diseases",,,,,,,,,," liver fibrosis",,1,"vacNemus2","2024-03-08"
,"18461177",,"202",,,"",," autoimmune disease",,,,,,,,,," Guillain-Barré syndrome.",,1,"vacNemus2","2024-03-08"
,"18458697",,"54",,,"",," neuromuscular disease",,,,,,,,,," sciatic nerve injured rats].",,1,"vacNemus2","2024-03-08"
,"18458556",,,,,"",," ",,,,,,,,,," anaphylactic reaction during anaesthesia?",,1,"vacNemus2","2024-03-08"
,"18457921",,,,,"",," diabetic neuropathy",,,,,,,,,," TITLE:Diabetes",,1,"vacNemus2","2024-03-08"
,"18442882",,,,,"swiss",," neuropathy,",,,,,,,,,," neuropathic pain.",,1,"vacNemus2","2024-03-08"
,"18442174",,"12",,"3","",," adductor spasmodic dysphonia.",,,,,,,,,," thyroarytenoid muscle",,1,"vacNemus2","2024-03-08"
,"18441257",,"80",,,"",," ",,,,,,,,,," changes in intraperitoneally exposed tilapia fish",,1,"vacNemus2","2024-03-08"
,"18434328",,,,,"",," myotubular myopathy.",,,,,,,,,," myotubular myopathy",,1,"vacNemus2","2024-03-08"
,"18431280",,"34",,"21","",," tetanic contraction",,,,,,,,,," TITLE:Systemic inflammatory response syndrome",,1,"vacNemus2","2024-03-08"
,"18428326",,,,,"",," neuromuscular and systemic disorders,",,,,,,,,,," TITLE:Gene delivery to muscle.",,1,"vacNemus2","2024-03-08"
,"18398278",,"80",,"80","",," hypottension",,,,,,,,,," TITLE:Tracheal intubation",,1,"vacNemus2","2024-03-08"
,"18388910",,,,,"",," symptomatic ALS",,,,,,,,,," ALS",,1,"vacNemus2","2024-03-08"
,"18388104",,,,,"",," ",,,,,,,,,," TITLE:Rhabdomyolysis",,1,"vacNemus2","2024-03-08"
,"18386578",,"36",,,"chinese",," Unilateral ureteral obstruction",,,,,,,,,," renal interstitial fibrosis",,1,"vacNemus2","2024-03-08"
,"18385539",,,,,"",," painful peripheral neuropathy.CONTEXT:",,,,,,,,,," painful peripheral neuropathy.",,1,"vacNemus2","2024-03-08"
,"18385327",,,,,"",," neuromuscular pathologies, facial wrinkles,",,,,,,,,,," botulinum neurotoxin A.",,1,"vacNemus2","2024-03-08"
,"18384417",,,,,"",," TITLE:Idiopathic trigeminal neuropathy",,,,,,,,,," TITLE:Idiopathic trigeminal neuropathy",,1,"vacNemus2","2024-03-08"
,"18375060",,"4",,,"",," mechanical hyperalgesia and tactile allodynia",,,,,,,,,," painful diabetic neuropathy",,1,"vacNemus2","2024-03-08"
,"18367123",,"21",,"20","",," hormone-naïve adenocarcinoma of the prostate.CONTEXT:",,,,,,,,,," hormone-naïve adenocarcinoma of the prostate.",,1,"vacNemus2","2024-03-08"
,"18360590",,,,,"",," endocarditis, meningitis, ventriculitis, and peritonitis,",,,,,,,,,," complicated skin and skin structure infections.",,1,"vacNemus2","2024-03-08"
,"18358622",,,,,"",," neuropathy.",,,,,,,,,," spinal nerve transection.",,1,"vacNemus2","2024-03-08"
,"18354713",,,,,"",," sacrospinous and sacrotuberous ligaments",,,,,,,,,," chronic pelvic pain",,1,"vacNemus2","2024-03-08"
,"18336631",,,,,"",," alcoholic myopathy",,,,,,,,,," REDD1 in skeletal muscle.",,1,"vacNemus2","2024-03-08"
,"18335808",,,,,"",," thermal hyperalgesia.",,,,,,,,,," thermal hyperalgesia and cold allodynia",,1,"vacNemus2","2024-03-08"
,"18334151",,"30",,"10","chinese",," peripheral neuropathy",,,,,,,,,," peripheral neuropathy",,1,"vacNemus2","2024-03-08"
,"18331706",,,,,"",," diabetes",,,,,,,,,," diabetic neuropathy",,1,"vacNemus2","2024-03-08"
,"18330836",,"19",,,"guinea",," axonal GBS.",,,,,,,,,," TITLE:Axonal degeneration",,1,"vacNemus2","2024-03-08"
,"18328126",,,,,"",," shock,",,,,,,,,,," hemorrhagic shock].",,1,"vacNemus2","2024-03-08"
,"18317983",,,,,"",," progressive neurolomuscular diseases and bulbar palsy.",,,,,,,,,," sialorrhea",,1,"vacNemus2","2024-03-08"
,"18313522",,"21",,,"",," radiation retinopathy",,,,,,,,,," TITLE:Radiation retinopathy",,1,"vacNemus2","2024-03-08"
,"18313053",,"40",,,"",," ",,,,,,,,,," perikaryal excitotoxic injury to retinal ganglion cells:",,1,"vacNemus2","2024-03-08"
,"18309778",,,,,"",," ",,,,,,,,,," L. tredecimguttatus venom",,1,"vacNemus2","2024-03-08"
,"18298568",,"56",,"30","",," arteriogenic ED",,,,,,,,,," erectile dysfunction",,1,"vacNemus2","2024-03-08"
,"18295617",,"23",,,"",," sequelae of RFS",,,,,,,,,," radiation fibrosis syndrome:",,1,"vacNemus2","2024-03-08"
,"18277574",,,,,"",," diabetic autonomic neuropathy.",,,,,,,,,," postural change after epidural anesthesia].",,1,"vacNemus2","2024-03-08"
,"18270002",,,,,"",," ",,,,,,,,,," anisotropic",,1,"vacNemus2","2024-03-08"
,"18265948",,,,,"",," nephropathy, cardiomyopathy, and neuropathy.",,,,,,,,,," diabetes",,1,"vacNemus2","2024-03-08"
,"18262726",,,,,"",," neuropathy.",,,,,,,,,," inflammatory pain hypersensitivity",,1,"vacNemus2","2024-03-08"
,"18249285",,"30",,,"",," Gingival",,,,,,,,,," excessive gingival display on smiling",,1,"vacNemus2","2024-03-08"
,"18238834",,"12",,,"",," four subjects were not anaesthetized",,,,,,,,,," sugammadex",,1,"vacNemus2","2024-03-08"
,"18229658",,"29",,,"",," cerebral palsy.",,,,,,,,,," cerebral palsy.",,1,"vacNemus2","2024-03-08"
,"18219259",,,,,"",," ",,,,,,,,,," neuropathy.",,1,"vacNemus2","2024-03-08"
,"18216245",,,,,"",," Coronary artery disease",,,,,,,,,," TITLE:Formation of large coronary arteries",,1,"vacNemus2","2024-03-08"
,"18201831",,,,,"",," diabetic cardiac autonomic neuropathy.",,,,,,,,,," diabetes.",,1,"vacNemus2","2024-03-08"
,"18197821",,,,,"",," MG",,,,,,,,,," autoimmune disease.",,1,"vacNemus2","2024-03-08"
,"18197550",,,,,"",," progressive peritoneal fibrosis and loss of mesothelial layer.",,,,,,,,,," peritoneal fibrosis.",,1,"vacNemus2","2024-03-08"
,"18184663",,,,,"",," electrophysiological and structural lesions",,,,,,,,,," neuropathy",,1,"vacNemus2","2024-03-08"
,"18174229",,"8",,,"",," dermal fibrosis",,,,,,,,,," scleroderma.",,1,"vacNemus2","2024-03-08"
,"18172080",,"5",,,"",," ",,,,,,,,,," mesenchymal transition",,1,"vacNemus2","2024-03-08"
,"18095750",,,,,"",," muscular spasms, fibromyalgia and myofascial pain",,,,,,,,,," pain.",,1,"vacNemus2","2024-03-08"
,"18093296",,,,,"",," optic neuropathy and retinopathy",,,,,,,,,," optic neuropathy and retinopathy",,1,"vacNemus2","2024-03-08"
,"18075228",,,,,"",," diabetic gastropathy.",,,,,,,,,," streptozotocin-induced diabetic",,1,"vacNemus2","2024-03-08"
,"18071970",,"1217",,,"puerto rico, colombia, taiwan, norway",," peripheral neuropathy",,,,,,,,,," HIV-related peripheral neuropathy.",,1,"vacNemus2","2024-03-08"
,"18056491",,"30",,,"",," diabetes mellitus",,,,,,,,,," diabetic",,1,"vacNemus2","2024-03-08"
,"18052722",,,,,"",," spinal muscular atrophy",,,,,,,,,," dorsal root ganglia and lower motor neurons.",,1,"vacNemus2","2024-03-08"
,"18046970",,,,,"",," facial palsy",,,,,,,,,," facial muscle",,1,"vacNemus2","2024-03-08"
,"18044793",,"2",,,"",," AAV",,,,,,,,,," pig myocardium",,1,"vacNemus2","2024-03-08"
,"18044288",,"120",,,"",," hemodynamically compromised patients.",,,,,,,,,," tracheal intubation--thiopental",,1,"vacNemus2","2024-03-08"
,"18039237",,"4",,,"",," ISO and PS",,,,,,,,,," botulinum toxin A",,1,"vacNemus2","2024-03-08"
,"18035585",,,,,"",," pancreatitis",,,,,,,,,," pancreas.",,1,"vacNemus2","2024-03-08"
,"18033601",,"5",,,"",," ",,,,,,,,,," botulinum toxin",,1,"vacNemus2","2024-03-08"
,"18021528",,"40",,,"",," immune neuropathy",,,,,,,,,," peripheral neuropathy].",,1,"vacNemus2","2024-03-08"
,"17998666",,"40",,,"indian",," Stage IIIB",,,,,,,,,," lung cancer.",,1,"vacNemus2","2024-03-08"
,"17993993",,"40",,,"",," steroid myopathy,",,,,,,,,,," steroid myopathy",,1,"vacNemus2","2024-03-08"
,"17993298",,"16",,,"",," massive venous malformations of the face and neck region",,,,,,,,,," massive venous malformations of the face and neck.",,1,"vacNemus2","2024-03-08"
,"17989418",,,,,"",," ",,,,,,,,,," TITLE:Entrapment neuropathy of the ulnar nerve.",,1,"vacNemus2","2024-03-08"
,"17960131",,,,,"norway",," chronically elevated intraocular pressure",,,,,,,,,," glaucoma.",,1,"vacNemus2","2024-03-08"
,"17953949",,"81",,,"",," homozygous SMN2 deletion.",,,,,,,,,," spinal muscular atrophy.",,1,"vacNemus2","2024-03-08"
,"17953333",,"60",,,"",," ",,,,,,,,,," neuromuscular blockade",,1,"vacNemus2","2024-03-08"
,"17952407",,,,,"",," septic patients",,,,,,,,,," TITLE:Chronic Escherichia coli infection",,1,"vacNemus2","2024-03-08"
,"17949486",,,,,"",," cirrhosis or extensive fibrosis",,,,,,,,,," liver fibrosis",,1,"vacNemus2","2024-03-08"
,"17948893",,,,,"",," SMA and PMd",,,,,,,,,," ventral premotor cortex",,1,"vacNemus2","2024-03-08"
,"17943766",,"2",,,"american",," ALS.",,,,,,,,,," amyotrophic lateral sclerosis/motor neuron disease.",,1,"vacNemus2","2024-03-08"
,"17934813",,,,,"",," inflammatory bowel disease (IBD)",,,,,,,,,," intestinal epithelial cells",,1,"vacNemus2","2024-03-08"
,"17931357",,,,,"",," human glaucoma.",,,,,,,,,," spontaneous optic neuropathy",,1,"vacNemus2","2024-03-08"
,"17898949",,"61",,"38","chinese",," diabetic peripheral neuropathy",,,,,,,,,," diabetic peripheral neuropathy",,1,"vacNemus2","2024-03-08"
,"17897878",,"17",,"58","",," MFCV",,,,,,,,,," muscle fiber conduction velocity",,1,"vacNemus2","2024-03-08"
,"17894926",,,,,"",," pelvic organ pathology",,,,,,,,,," TITLE:Myofascial dysfunction associated with chronic pelvic floor pain:",,1,"vacNemus2","2024-03-08"
,"17893454",,"270",,,"",," laryngeal morbidity:",,,,,,,,,," laryngeal morbidity:",,1,"vacNemus2","2024-03-08"
,"17890896",,,,,"swiss",," diabetes",,,,,,,,,," TITLE:Diabetes",,1,"vacNemus2","2024-03-08"
,"17888573",,,,,"",," allodyni",,,,,,,,,," neuropathic pain",,1,"vacNemus2","2024-03-08"
,"17882536",,,,,"",," ",,,,,,,,,," neuromuscular block",,1,"vacNemus2","2024-03-08"
,"17720889",,,,,"",," diabetic peripheral neuropathy.",,,,,,,,,," diabetic retinopathy.",,1,"vacNemus2","2024-03-08"
,"17850405",,,,,"",," ",,,,,,,,,," TITLE:Botulinum toxin:",,1,"vacNemus2","2024-03-08"
,"17823504",,,,,"",," Glomerulosclerosis, tubulointerstitial lesions",,,,,,,,,," nephrotic syndrome.",,1,"vacNemus2","2024-03-08"
,"17785140",,,,,"",," oropharyngeal dysphagia.",,,,,,,,,," functional oropharyngeal dysphagia.",,1,"vacNemus2","2024-03-08"
,"17761610",,,,,"",," Carpal tunnel syndrome",,,,,,,,,," TITLE:Carpal tunnel syndrome.",,1,"vacNemus2","2024-03-08"
,"17724770",,,,,"chinese",," hepatic fibrosis.",,,,,,,,,," hepatic fibrotic rats.",,1,"vacNemus2","2024-03-08"
,"17715833",,"9419",,,"thailand",," peripheral vascular disease",,,,,,,,,," lower extremity amputation",,1,"vacNemus2","2024-03-08"
,"17713854",,"10",,,"",," diabetic neuropathy.CONTEXT:",,,,,,,,,," diabetic neuropathy.",,1,"vacNemus2","2024-03-08"
,"17708838",,"40",,"40","",," Pathological injuries",,,,,,,,,," gut ischemia/reperfusion",,1,"vacNemus2","2024-03-08"
,"17708605",,"68",,,"",," ",,,,,,,,,," liver fibrosis",,1,"vacNemus2","2024-03-08"
,"17703087",,"24",,,"",," ",,,,,,,,,," pancreatic cancer",,1,"vacNemus2","2024-03-08"
,"17699906",,"66",,,"",," intubation conditions and onset of neuromuscular block",,,,,,,,,," neuromuscular block in patients undergoing valve surgery.",,1,"vacNemus2","2024-03-08"
,"17690610",,"38",,,"",," spasmodic dysphonia.CONTEXT:",,,,,,,,,," spasmodic dysphonia.",,1,"vacNemus2","2024-03-08"
,"17686551",,,,,"",," diabetes.CONTEXT:",,,,,,,,,," diabetes.",,1,"vacNemus2","2024-03-08"
,"17681386",,,,,"",," neuropathy or chronic inflammation.CONTEXT:",,,,,,,,,," neuropathy or chronic inflammation.",,1,"vacNemus2","2024-03-08"
,"17667948",,,,,"",," ",,,,,,,,,," dystrophin deficiency",,1,"vacNemus2","2024-03-08"
,"17666798",,,,,"",," hepatop",,,,,,,,,," acute liver injury",,1,"vacNemus2","2024-03-08"
,"17662515",,,,,"",," severe seizures and neuropathy",,,,,,,,,," soman-induced seizures",,1,"vacNemus2","2024-03-08"
,"17662220",,,,,"",," severe gastroparesis,",,,,,,,,,," gastroparesis].",,1,"vacNemus2","2024-03-08"
,"17656279",,"7",,,"new zealand",," neuromuscular blockade of masseteric activity",,,,,,,,,," unilateral masseter muscle atrophy",,1,"vacNemus2","2024-03-08"
