"idPopulations0","PMID","pNam","popSize","nCases","nControls","popCountry","popMainChar","pSecChar","inclCrit","ageUni","ageMean","ageSD","ageLow","ageUp","femaleFreq","ageClass","sexClass","popDisease","popComorbidity","fromCode","projectName","uploadDate"
,"12548734",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"12504316",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"12447925",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"12426713",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"12390524",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"12202461",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"12040060",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"12013580",,,,,"mali",," ANSWERNOTFOUND",,,,,,,,,," ANSWERNOTFOUND",,1,"projTutoMSA","2024-02-05"
,"11983196",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"11960896",,,,,"japan, mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"11817273",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"11731878",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"11700149",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"11585244",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"11560921",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"11504946",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"11487219",,,,,"italy",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"11482743",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"11412709",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"11331195",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"11315619",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"11296464",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"11215516",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"11176964",,,,,"austria, france, united states",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"11003903",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"10963359",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"10953186",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"10928581",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"10727190",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"10687015",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"10658617",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"10636135",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"10634237",,,,,"india",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"10540362",,,,,"cuba",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"10584668",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"10495104",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"10424139",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"10398236",,,,,"mali",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"10360769",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"9987028",,,,,"",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
,"9838257",,,,,"germany",,,,,,,,,,,,,,1,"projTutoMSA","2024-02-05"
