"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","pValue","exp2","adjustment","fromCode","projectName","uploadDate"
,"32822118_3_OR","32822118","higher cumulative years of smoking",,"NULL","NULL","years","higher cumulative years of smoking","continued smoking",1.03,1.01,1.05,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32822118_1_OR","32822118","living with a smoker",,"NULL","NULL",,"smoker","continued smoking",2.78,1.64,4.7,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32822118_4_OR","32822118","higher cumulative years of smoking",,"NULL","NULL","years","prostate cancer","prostate cancer",7.35,3.89,13.89,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32954254_6_OR","32954254","racial",,"NULL","NULL",,"breast cancer","cardiovascular disease mortality",0.66,0.39,1.13,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32954254_3_OR","32954254","racial",,"NULL","NULL",,"breast cancer","cardiovascular disease mortality",0.94,0.59,1.5,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32954254_1_OR","32954254","chemotherapy",,"NULL","NULL",,"breast cancer","cardiovascular disease mortality",1.1,0.62,1.96,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32954254_4_OR","32954254","trastuzumab",,"NULL","NULL",,"breast cancer","cardiovascular disease mortality",2.05,0.76,5.52,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"32954254_5_OR","32954254","women",,"NULL","NULL",,"breast cancer","cardiovascular disease mortality",2.18,0.78,6.12,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"33090404_1_OR","33090404","cc genotype",,"NULL","NULL",,"triple negative breast cancer","bc susceptibility",1.75,1.03,2.97,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"33090404_2_OR","33090404","cc genotype",,"NULL","NULL",,"triple negative breast cancer","breast cancer",3.73,1.61,8.65,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"33185832_2_OR","33185832","alcohol consumption",,"NULL","NULL",,"alcohol consumption","cancer recurrence",0.1,0.01,0.91,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"33185832_1_OR","33185832","alcohol consumption",,"NULL","NULL",,"alcohol consumption","recurrence",0.17,0.03,0.93,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"33387965_3_OR","33387965","preexisting mental illnesses",,"NULL","NULL",,"breast cancer","mortality",1.21,1.03,1.44,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"33387965_1_OR","33387965","preexisting mental illnesses",,"NULL","NULL",,"breast cancer","mortality",1.36,1.18,1.57,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"33387965_8_OR","33387965","preexisting mental illnesses",,"NULL","NULL",,"tobacco use","mortality",1.42,1.13,1.78,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"33387965_4_OR","33387965","preexisting mental illnesses",,"NULL","NULL",,"breast cancer","mortality",1.47,1.19,1.83,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"33387965_6_OR","33387965","preexisting mental illnesses",,"NULL","NULL",,"postmenopausal","mortality",1.49,1.25,1.78,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"33387965_7_OR","33387965","preexisting mental illnesses",,"NULL","NULL",,"breast cancer","mortality",1.58,1.26,1.98,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"33387965_5_OR","33387965","preexisting mental illnesses",,"NULL","NULL",,"breast cancer","mortality",2.59,1.15,5.87,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"33388329_1_OR","33388329","underscreening",,"NULL","NULL",,"older age","cervical cancer",1.6,1.4,1.8,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"33388329_3_OR","33388329","current tobacco use",,"NULL","NULL",,"current tobacco use","bmi",2.1,1.8,2.2,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"33418062_3_OR","33418062","age",,"NULL","NULL",,"breast carcinomas","breast cancer",3,0.001,13,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"33747960_1_OR","33747960","tobacco",,"NULL","NULL",,"breast complication rate","breast complication rate",0.608,0.2,3,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"34091262_3_OR","34091262","smoking status",,"NULL","NULL",,"persistent smokers","mortality",0.78,0.72,0.84,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"34091262_1_OR","34091262","smoking status",,"NULL","NULL",,"persistent smokers","mortality",0.8,0.74,0.87,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"34341517_1_OR","34341517","lifetime smoking index",,"NULL","NULL",,"smoking exposure","breast cancer",1.18,1.07,1.3,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"34699584_4_OR","34699584","alcohol consumption",,"NULL","NULL",,"folate metabolism","breast cancer",0.22,0.06,0.74,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"34699584_5_OR","34699584","alcohol consumption",,"NULL","NULL",,"recessive model","breast cancer",0.22,0.07,0.76,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"34699584_6_OR","34699584","alcohol consumption",,"NULL","NULL",,"women","breast cancer",0.7,0.49,0.98,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"34699584_3_OR","34699584","alcohol consumption",,"NULL","NULL",,"alcohol consumption","breast cancer",1.76,1,2.85,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"34699584_1_OR","34699584","age",,"NULL","NULL",,"age","breast cancer",2.65,1.65,4.26,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"35206274_1_OR","35206274","occupationally, asbestos exposure",,"NULL","NULL",,"cancer","cancer",1.02,0.96,1.07,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"35206274_2_OR","35206274","cancer of the corpus uteri",,"NULL","NULL",,"breast cancer","cancer",1.29,1.01,1.66,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"35206274_3_OR","35206274","malignant mesothelioma",,"NULL","NULL",,"malignant mesothelioma","cancer",7.26,3.26,16.15,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"35326615_1_OR","35326615","tobacco abstinence status",,"NULL","NULL",,"self","no evidence of disease",0.593,0.386,0.911,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"35869504_6_OR","35869504","cigarette smoking status",,"NULL","NULL",,"white women","breast cancer",0.282,0.263,0.302,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"35869504_7_OR","35869504","cigarette smoking status",,"NULL","NULL",,"white women","breast cancer",0.548,0.496,0.606,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"35869504_3_OR","35869504","cigarette smoking status",,"NULL","NULL",,"current smokers","breast cancer",0.635,0.611,0.659,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"35869504_5_OR","35869504","cigarette smoking status",,"NULL","NULL",,"smokers","breast cancer",0.663,0.642,0.684,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"35869504_2_OR","35869504","cigarette smoking status",,"NULL","NULL",,"cigarette smoking status","breast cancer",0.702,0.693,0.71,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"35869504_1_OR","35869504","cigarette smoking status",,"NULL","NULL",,"cigarette smoking status","breast cancer",0.72,0.709,0.73,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"35869504_4_OR","35869504","cigarette smoking status",,"NULL","NULL",,"smokers","breast cancer",0.951,0.919,0.985,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36037138_2_OR","36037138","higher household income",,"NULL","NULL",,"anxiety","anxiety",2.93,2.25,3.61,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36068634_4_OR","36068634","phenoage",,"NULL","NULL",,"phenoage","breast cancer",1.01,0.94,1.09,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36068634_1_OR","36068634","age acceleration",,"NULL","NULL",,"age","breast cancer",1.02,0.95,1.1,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36068634_5_OR","36068634","age acceleration",,"NULL","NULL",,"age","breast cancer",1.03,0.94,1.12,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36068634_3_OR","36068634","age acceleration",,"NULL","NULL",,"age","breast cancer",1.03,0.95,1.12,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36068634_6_OR","36068634","bmi",,"NULL","NULL",,"age","breast cancer",1.09,1.01,1.17,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36185316_14_OR","36185316","active or passive smoking",,"NULL","NULL",,"active or passive smoking","breast cancer",1.08,1.04,1.12,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36185316_3_OR","36185316","active or passive smoking",,"NULL","NULL",,"active or passive smoking","breast cancer",1.15,1.11,1.2,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36185316_4_OR","36185316","active or passive smoking",,"NULL","NULL",,"active smoking","breast cancer",1.17,1.09,1.24,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36185316_13_OR","36185316","smoking before the first birth",,"NULL","NULL",,"active or passive smoking","breast cancer",1.22,1.17,1.27,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36185316_1_OR","36185316","active or passive smoking",,"NULL","NULL",,"active or passive smoking","breast cancer",77,2,326987,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36199568_1_OR","36199568","cardiotoxicity",,"NULL","NULL",,"cardiotoxicity","breast cancer",2.29,1.31,3.99,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36395613_2_OR","36395613","cigarette smoking behavior",,"NULL","NULL",,"women with breast cancer","returning to smoking",0.29,0.09,0.94,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36395613_1_OR","36395613","cigarette smoking behavior",,"NULL","NULL",,"women","quitting smoking",1.38,1.01,1.89,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36395613_3_OR","36395613","cigarette smoking behavior",,"NULL","NULL",,"cigarette smoking behavior","breast cancer",2.11,1.08,4.15,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36411107_1_OR","36411107","having a place to seek medical care",,"NULL","NULL",,"community","cancer",4.66,1.58,13.79,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36967121_4_OR","36967121","smoking",,"NULL","NULL",,"smoking","breast cancer",1.05,1.03,1.08,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36967121_2_OR","36967121","cigarette smoking",,"NULL","NULL",,"smoking","breast cancer",1.07,1.05,1.1,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36967121_8_OR","36967121","cigarette smoking",,"NULL","NULL",,"smoking","breast cancer",1.11,1.06,1.16,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36967121_3_OR","36967121","smoking",,"NULL","NULL",,"smoking","breast cancer",1.12,1.08,1.16,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"36967121_6_OR","36967121","smoking",,"NULL","NULL",,"cigarette smoking","breast cancer",1.26,1.17,1.36,"relative risk (RR)",,,,1,"projTutoBreastCan","2024-02-02"
,"37599285_3_OR","37599285","lesser waist circumference",,"NULL","NULL",,"lesser waist circumference","breast cancer",0.64,0.45,0.9,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"37599285_4_OR","37599285","obesity",,"NULL","NULL",,"lower waist","breast cancer",0.72,0.51,1,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"37599285_5_OR","37599285","obesity",,"NULL","NULL",,"lower socio-economic status","breast cancer",0.73,0.5,1.06,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"37599285_2_OR","37599285","higher body mass index",,"NULL","NULL",,"higher body mass index","breast cancer",0.89,0.63,1.24,"odd ratio (OR)",,,,1,"projTutoBreastCan","2024-02-02"
,"37950787_3_OR","37950787","high",,"NULL","NULL",,"postmenopausal","mortality",0.54,0.47,0.63,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
,"37950787_1_OR","37950787","moderate",,"NULL","NULL",,"postmenopausal women","mortality",0.66,0.57,0.76,"hazard ratio (HR)",,,,1,"projTutoBreastCan","2024-02-02"
