"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","exp2","adjustment","fromCode","projectName","uploadDate"
,"37922688_11_OR","37922688","female sex",,"NULL","NULL",,,"cf",1.79,1.36,2.37,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37922688_1_oddsratio","37922688","obesity",,"NULL","NULL",,,"cf",1.93,1.3,2.87,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"37922688_4_OR","37922688","poor sleep",,"NULL","NULL",,,"cf",2.03,1.54,2.68,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37922688_6_OR","37922688","depression",,"NULL","NULL",,,"cf",2.07,1.2,3.59,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37922688_3_OR","37922688","moderate physical inactivity",,"NULL","NULL",,,"cf",2.36,1.67,3.34,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"37922783_1_relativerisk","37922783","insomnia",,"NULL","NULL",,,"long covid",1.33,1.07,1.65,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"37922783_3_RR","37922783","pre",,"NULL","NULL",,,"insomnia",2,1.5,2.66,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"37951920_1_hazardratio","37951920","infection",,"NULL","NULL",,,"chronic fatigue syndrome",1.5,1.47,1.54,"hazard ratio (HR)",,,1,"allChronicFatigue","2023-12-08"
,"8778253_3_OR","8778253","viral meningitis",,"NULL","NULL",,,"chronic fatigue syndrome",0.6,0.3,1.3,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"8778253_2_OR","8778253","viral meningitis",,"NULL","NULL",,,"chronic fatigue syndrome",1,0.3,2.8,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"8778253_1_OR","8778253","viral meningitis",,"NULL","NULL",,,"chronic fatigue syndrome",1.4,0.5,3.6,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"8778253_4_OR","8778253","prolonged duration time of off work",,"NULL","NULL",,,"chronic fatigue syndrome",4.93,1.3,18.8,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"8778253_5_OR","8778253","past psychiatric illness",,"NULL","NULL",,,"severe chronic fatigue syndrome",7.82,1.8,34.3,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"8936619_8_OR","8936619","light body weight",,"NULL","NULL",,,"back pain",0.4,0.2,0.9,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"8936619_6_OR","8936619","high body height",,"NULL","NULL",,,"back pain",0.5,0.2,1,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"8936619_3_OR","8936619","light body weight",,"NULL","NULL",,,"back pain",0.6,0.3,1.1,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"8936619_5_OR","8936619","high body height",,"NULL","NULL",,,"back pain",1.6,1,2.5,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"8936619_4_OR","8936619","high body height",,"NULL","NULL",,,"back pain",1.7,0.9,3.3,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"8936619_1_oddsratio","8936619","short duration of employment",,"NULL","NULL",,,"fatigue",1.8,1.1,2.9,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
,"8936619_9_OR","8936619","working height below hip height",,"NULL","NULL",,,"lower limb symptom",2.3,1.2,4.4,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"8936619_7_OR","8936619","high body height",,"NULL","NULL",,,"back pain",2.4,0.8,7.4,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"8936619_10_OR","8936619","high body height",,"NULL","NULL",,,"back pain",3,1.5,5.7,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"8936619_11_OR","8936619","high body height",,"NULL","NULL",,,"back pain",3.4,1.2,10.1,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"9201645_4_OR","9201645","chronic fatigue syndrome",,"NULL","NULL",,,"fatiguing illness",1.3,1.1,1.6,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"9201645_3_OR","9201645","female sex",,"NULL","NULL",,,"fatigue",1.5,1.2,1.9,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"9201645_2_OR","9201645","hispanic ethnicity",,"NULL","NULL",,,"fatigue",1.7,1.3,2.3,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"9201645_1_OR","9201645","native american ethnicity",,"NULL","NULL",,,"fatigue lasting",2.4,1.1,5.3,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"9201645_6_OR","9201645","female sex",,"NULL","NULL",,,"fatiguing illness",3.2,1.7,6.4,"odd ratio (OR)",,,1,"allChronicFatigue","2023-12-08"
,"9926075_1_relativerisk","9926075","glandular fever",,"NULL","NULL",,,"cfs",2.3,1.3,4.1,"relative risk (RR)",,,1,"allChronicFatigue","2023-12-08"
