"idResults0","doc_id","PMID","exp1","expType","expLow1","expHigh1","expUnit1","refExp1","outcome","result","icLow","icUpper","measureType","exp2","adjustment","fromCode","projectName"
,"34652737_1","34652737","low albumin serum levels",,"NULL","NULL",,,"",0.2,0.1,0.4,"odd ratio (OR)",,,1,"ckdIron"
,"34743034_1","34743034","lupus anticoagulant",,"NULL","NULL",,,"",3.9,1.04,14.5,"hazard ratio (HR)",,,1,"ckdIron"
,"34768457_1","34768457","systemic iron deficiency",,"NULL","NULL",,,"",2.4,1.04,5.5,"hazard ratio (HR)",,,1,"ckdIron"
,"34768457_2","34768457","systemic iron deficiency",,"NULL","NULL",,,"",5.49,1.78,16.92,"hazard ratio (HR)",,,1,"ckdIron"
,"34768457_3","34768457","iron deficiency anemia",,"NULL","NULL",,,"heart failure",9.51,2.69,33.53,"hazard ratio (HR)",,,1,"ckdIron"
,"34792796_1","34792796","low testosterone values",,"NULL","NULL",,,"",0.85,0.79,0.94,"odd ratio (OR)",,,1,"ckdIron"
,"34792796_2","34792796","low testosterone levels",,"NULL","NULL",,,"",0.8,0.69,0.95,"odd ratio (OR)",,,1,"ckdIron"
,"34827701_1","34827701",,,"NULL","NULL",,,,3.4,1.8,6.3,"hazard ratio (HR)",,,1,"ckdIron"
,"34827701_2","34827701","stfrhazard ratios",,"NULL","NULL",,,"",1.4,1.04,1.8,"hazard ratio (HR)",,,1,"ckdIron"
,"34827701_3","34827701","stfr hazard ratios",,"NULL","NULL",,,"death",2,1.3,3.1,"hazard ratio (HR)",,,1,"ckdIron"
,"34827701_4","34827701","de novo acute heart failure",,"NULL","NULL",,,"",4,1.2,13,"hazard ratio (HR)",,,1,"ckdIron"
,"34865185_1","34865185","maternal hair manganese concentration",,"NULL","NULL",,,"congenital heart defects",2.68,1.44,4.99,"odd ratio (OR)",,,1,"ckdIron"
,"34868744_2","34868744","diagnostic",,"NULL","NULL",,,"mortality",1.008,0.002,95,"odd ratio (OR)",,,1,"ckdIron"
,"34926496_1","34926496","hyponatremia",,"NULL","NULL",,,"mortality",5.03,2.52,10.03,"odd ratio (OR)",,,1,"ckdIron"
,"34926496_2","34926496","hyponatremia",,"NULL","NULL",,,"",4.7,2.33,9.49,"odd ratio (OR)",,,1,"ckdIron"
,"34926496_3","34926496","hyponatremia",,"NULL","NULL",,,"mortality",3.05,2.14,4.34,"hazard ratio (HR)",,,1,"ckdIron"
,"34926496_4","34926496","hyponatremia",,"NULL","NULL",,,"mortality",2.76,1.88,4.06,"hazard ratio (HR)",,,1,"ckdIron"
,"34936681_1","34936681","age",,"NULL","NULL",,,"over the age of 65",1.2,1.01,1.43,"odd ratio (OR)",,,1,"ckdIron"
,"34936681_2","34936681","higher respiratory rate",,"NULL","NULL",,,"",1.38,1.07,1.77,"odd ratio (OR)",,,1,"ckdIron"
,"34936681_3","34936681","c reactive protein",,"NULL","NULL",,,"",1.39,1.04,1.87,"odd ratio (OR)",,,1,"ckdIron"
,"34983145_1","34983145","lactate dehydrogenase","greater than","400","NULL","u/ml",,"",5.37,3.01,9.57,"odd ratio (OR)",,,1,"ckdIron"
,"34983145_2","34983145","c reactive protein","greater than","30","NULL","ng / l",,"higher mortality",4.3,2.11,8.74,"odd ratio (OR)",,,1,"ckdIron"
,"34983145_3","34983145","elevated serum ferritin levels of","greater than","200","NULL","ng/ml",,"infection",4.13,1.05,16.2,"odd ratio (OR)",,,1,"ckdIron"
,"34983145_4","34983145","d dimer",,"NULL","NULL",,,"mortality",2.72,1.06,7.01,"odd ratio (OR)",,,1,"ckdIron"
,"35051624_1","35051624","iron deficiency (stfr2),",,"NULL","NULL",,,"",1.84,1.23,2.75,"hazard ratio (HR)",,,1,"ckdIron"
,"35051624_2","35051624","stfr1",,"NULL","NULL",,,"",1.69,1.1,2.59,"hazard ratio (HR)",,,1,"ckdIron"
,"35051624_3","35051624","soluble transferrin receptor",,"NULL","NULL",,,"",1.41,0.92,2.16,"hazard ratio (HR)",,,1,"ckdIron"
,"35051624_4","35051624","ferritin",,"NULL","NULL",,,"",1.19,0.77,1.85,"hazard ratio (HR)",,,1,"ckdIron"
,"35051624_5","35051624","soluble transferrin receptor",,"NULL","NULL",,,"",1.45,1.13,1.86,"hazard ratio (HR)",,,1,"ckdIron"
,"35051624_6","35051624","hazard ratio",,"NULL","NULL",,,"",1.21,0.95,1.54,"hazard ratio (HR)",,,1,"ckdIron"
,"35157042_1","35157042","rapidly progressive interstitial lung disease",,"NULL","NULL",,,"mortality",9.735,3.905,24.272,"hazard ratio (HR)",,,1,"ckdIron"
,"35157042_2","35157042","age",,"NULL","NULL",,,"",4.75,1.692,13.333,"hazard ratio (HR)",,,1,"ckdIron"
,"35157042_3","35157042","response",,"NULL","NULL",,,"",3.042,1.323,6.997,"hazard ratio (HR)",,,1,"ckdIron"
,"35157042_4","35157042",,,"NULL","NULL",,,,2.29,1.009,5.198,"hazard ratio (HR)",,,1,"ckdIron"
,"35157042_5","35157042","age","greater than","52","NULL","years",,"",2.64,1.277,5.455,"hazard ratio (HR)",,,1,"ckdIron"
,"35157042_6","35157042","300 iu/l",,"NULL","NULL","iu/l",,"mortality",3.189,1.469,6.918,"hazard ratio (HR)",,,1,"ckdIron"
,"35157042_7","35157042","fever",,"NULL","NULL",,,"risk of developing rapidly progressive interstitial lung disease",1.903,0.956,3.79,"hazard ratio (HR)",,,1,"ckdIron"
,"35157042_8","35157042","neutrophil:lymphocyte ratio",,"NULL","NULL",,,"rp ild",1.967,0.942,4.107,"hazard ratio (HR)",,,1,"ckdIron"
,"35166066_1","35166066",,,"NULL","NULL",,,,2.68,1.98,3.63,"odd ratio (OR)",,,1,"ckdIron"
,"35166066_2","35166066",,,"NULL","NULL",,,,2.13,1.59,2.85,"odd ratio (OR)",,,1,"ckdIron"
,"35166066_3","35166066","haemorrhagic stroke",,"NULL","NULL",,,"haemorrhagic stroke",1.7,1.11,2.61,"odd ratio (OR)",,,1,"ckdIron"
,"35166066_4","35166066","anaemia",,"NULL","NULL",,,"functional capacity",3.59,1.08,11.89,"odd ratio (OR)",,,1,"ckdIron"
,"35166066_5","35166066","anaemia",,"NULL","NULL",,,"anaemia",2.94,2.18,3.96,"odd ratio (OR)",,,1,"ckdIron"
,"35166066_6","35166066","iron deficiency",,"NULL","NULL",,,"low functional capacity",1.66,1.08,2.54,"odd ratio (OR)",,,1,"ckdIron"
,"35166066_7","35166066","motricity index",,"NULL","NULL",,,"low functional capacity",1.94,1.36,2.76,"odd ratio (OR)",,,1,"ckdIron"
,"35166066_8","35166066","iron deficiency",,"NULL","NULL",,,"low functional capacity",2.34,1.64,3.32,"odd ratio (OR)",,,1,"ckdIron"
,"35166066_9","35166066","iron deficiency",,"NULL","NULL",,,"functional ambulatory category",1.77,1.2,2.63,"odd ratio (OR)",,,1,"ckdIron"
,"35259196_1","35259196","age",,"NULL","NULL",,,"",2.01,1.59,2.52,"relative risk (RR)",,,1,"ckdIron"
,"35259196_2","35259196","higher level of oxygen requirement",,"NULL","NULL",,,"",2.77,2.13,3.62,"relative risk (RR)",,,1,"ckdIron"
,"35265689_1","35265689","physical inactivity",,"NULL","NULL",,,"",1.71,1.26,2.31,"hazard ratio (HR)",,,1,"ckdIron"
,"35265689_2","35265689",,,"NULL","NULL",,,,1.27,1.01,1.6,"hazard ratio (HR)",,,1,"ckdIron"
,"35433730_1","35433730","risk factor",,"NULL","NULL",,,"mortality",5.135,1.489,17.708,"odd ratio (OR)",,,1,"ckdIron"
,"35433730_2","35433730",,,"NULL","NULL",,,,5.184,1.455,18.467,"odd ratio (OR)",,,1,"ckdIron"
,"35433730_3","35433730","interstitial lung disease",,"NULL","NULL",,,"",7.034,1.157,42.785,"odd ratio (OR)",,,1,"ckdIron"
,"35433730_4","35433730","c4 level",,"NULL","NULL",,,"",1.01,1.002,1.017,"odd ratio (OR)",,,1,"ckdIron"
,"35433730_5","35433730","ferritin",,"NULL","NULL",,,"",10.4,1.8,59.9,"hazard ratio (HR)",,,1,"ckdIron"
,"35433730_6","35433730","fever",,"NULL","NULL",,,"associated with or predicted by the exposure",11.2,2.5,49.9,"hazard ratio (HR)",,,1,"ckdIron"
,"35433730_7","35433730","fever",,"NULL","NULL",,,"",5.2,1,25.7,"hazard ratio (HR)",,,1,"ckdIron"
,"35450844_1","35450844",,,"NULL","NULL",,,,0.97,0.945,996,"odd ratio (OR)",,,1,"ckdIron"
,"35463461_1","35463461","odds ration",,"NULL","NULL",,,"poor clinical outcomes",19.86,7.85,50.22,"odd ratio (OR)",,,1,"ckdIron"
,"35466910_1","35466910","iron dose",,"NULL","NULL",,,"",1.12,0.83,1.5,"relative risk (RR)",,,1,"ckdIron"
,"35488229_2","35488229","hypoxemia",,"NULL","NULL",,,"critical care",6.3,5.99,6.63,"odd ratio (OR)",,,1,"ckdIron"
,"35488229_3","35488229",,,"NULL","NULL",,,,8.55,8.02,9.11,"odd ratio (OR)",,,1,"ckdIron"
,"35488229_4","35488229","temperature",,"NULL","NULL",,,"dyspnea and hypoxemia",3.36,3.17,3.55,"odd ratio (OR)",,,1,"ckdIron"
,"35488229_5","35488229","sepsis",,"NULL","NULL",,,"critical care",4.59,4.39,4.81,"odd ratio (OR)",,,1,"ckdIron"
,"35488229_6","35488229","sepsis",,"NULL","NULL",,,"death",5.26,5,5.53,"odd ratio (OR)",,,1,"ckdIron"
,"35488229_7","35488229","sepsis",,"NULL","NULL",,,"death",4.14,3.92,4.38,"odd ratio (OR)",,,1,"ckdIron"
,"35488229_8","35488229","angiotensin converting enzyme inhibitors",,"NULL","NULL",,,"death",0.57,0.54,0.61,"odd ratio (OR)",,,1,"ckdIron"
,"35566684_1","35566684",,,"NULL","NULL",,,,0.5,0.28,0.88,"hazard ratio (HR)",,,1,"ckdIron"
,"35583048_1","35583048","anaemia",,"NULL","NULL",,,"likely depressed",2.01,1.01,3,"odd ratio (OR)",,,1,"ckdIron"
,"35583048_2","35583048","lower hemoglobin concentrations",,"NULL","NULL",,,"anaemia",2.8,1.76,3.84,"odd ratio (OR)",,,1,"ckdIron"
,"35601034_1","35601034","older age",,"NULL","NULL",,,"one unit increase in age",2.3,1.92,2.75,"odd ratio (OR)",,,1,"ckdIron"
,"35601034_2","35601034","diagnostic",,"NULL","NULL",,,"chronic kidney disease
b. active malignancy",1.9,1.02,3.54,"odd ratio (OR)",,,1,"ckdIron"
,"35601034_3","35601034","active malignancy",,"NULL","NULL",,,"",6.15,1.79,21.12,"odd ratio (OR)",,,1,"ckdIron"
,"35601034_4","35601034","lower platelet count",,"NULL","NULL",,,"increased severity",1.41,1.13,1.75,"odd ratio (OR)",,,1,"ckdIron"
,"35601034_6","35601034","serum ferritin level",,"NULL","NULL",,,"mortality rate",1.05,1.02,1.08,"odd ratio (OR)",,,1,"ckdIron"
,"35601034_7","35601034",,,"NULL","NULL",,,,1.19,1.04,1.36,"odd ratio (OR)",,,1,"ckdIron"
,"35649611_1","35649611","mortality rate is significantly higher in men",,"NULL","NULL",,,"mortality rate among males compared to females",1.51,1.25,1.81,"odd ratio (OR)",,,1,"ckdIron"
,"35649611_2","35649611","disease severity",,"NULL","NULL",,,"poor outcome",12.53,4.92,31.91,"odd ratio (OR)",,,1,"ckdIron"
,"35649611_3","35649611","disease progression",,"NULL","NULL",,,"",13.66,3.47,53.68,"odd ratio (OR)",,,1,"ckdIron"
,"35753029_1","35753029","age",,"NULL","NULL",,,"severe computed tomography severity score",0.96,0.92,0.99,"odd ratio (OR)",,,1,"ckdIron"
,"35753029_2","35753029","d dimer",,"NULL","NULL",,,"",1.62,1.08,2.42,"odd ratio (OR)",,,1,"ckdIron"
,"35753356_1","35753356",,,"NULL","NULL",,,,1.55,1.01,2.37,"hazard ratio (HR)",,,1,"ckdIron"
,"35753356_2","35753356","inflammatory cluster 2",,"NULL","NULL",,,"mace",1.89,1.25,2.85,"hazard ratio (HR)",,,1,"ckdIron"
,"35753356_3","35753356","inflammatory cluster 4",,"NULL","NULL",,,"mace",2.93,1.95,4.42,"hazard ratio (HR)",,,1,"ckdIron"
,"35758130_2","35758130",,,"NULL","NULL",,,,0.77,0.46,1.29,"relative risk (RR)",,,1,"ckdIron"
,"35758130_3","35758130","iron treatment",,"NULL","NULL",,,"adverse events",0.83,0.6,1.16,"relative risk (RR)",,,1,"ckdIron"
,"35775003_2","35775003","platelet count",,"NULL","NULL",,,"",0.996,0.994,0.998,"odd ratio (OR)",,,1,"ckdIron"
,"35775003_4","35775003",,,"NULL","NULL",,,,1.011,1.001,1.021,"odd ratio (OR)",,,1,"ckdIron"
,"35776053_1","35776053","diameter","greater than","1","NULL",,,"",82.9,1.334,5158,"odd ratio (OR)",,,1,"ckdIron"
,"35776053_2","35776053","higher subcutaneous fat density",,"NULL","NULL",,,"",1.2,1.016,1.426,"odd ratio (OR)",,,1,"ckdIron"
,"35776053_3","35776053",,,"NULL","NULL",,,,1.016,1.004,1.029,"odd ratio (OR)",,,1,"ckdIron"
,"35831434_1","35831434","soluble transferrin receptor levels",,"NULL","NULL",,,"",1.77,1.05,2.98,"hazard ratio (HR)",,,1,"ckdIron"
,"35854671_1","35854671","serum ferritin",,"NULL","NULL",,,"",1.00032,1.00007,1.00056,"odd ratio (OR)",,,1,"ckdIron"
,"35854671_2","35854671","serum ferritin level",,"NULL","NULL",,,"",1.00035,1.00014,1.00055,"odd ratio (OR)",,,1,"ckdIron"
,"35916827_1","35916827","leukopenia",,"NULL","NULL",,,"death",0.051,0.003,0.891,"odd ratio (OR)",,,1,"ckdIron"
,"35916827_2","35916827","glucose",,"NULL","NULL",,,"mortality",1.014,1.001,1.028,"odd ratio (OR)",,,1,"ckdIron"
,"35916827_3","35916827","duration of hospitalization",,"NULL","NULL",,,"",1.001,1,1.001,"odd ratio (OR)",,,1,"ckdIron"
,"35916827_4","35916827","duration of hospitalization",,"NULL","NULL",,,"length of stay in the intensive care unit",0.804,0.708,0.913,"odd ratio (OR)",,,1,"ckdIron"
,"35916827_5","35916827","duration of stay in the intensive care unit",,"NULL","NULL",,,"hospitalization b. mortality",1.416,1.186,1.69,"odd ratio (OR)",,,1,"ckdIron"
,"35982484_1","35982484","age",,"NULL","NULL",,,"",1.019,1.003,1.034,"odd ratio (OR)",,,1,"ckdIron"
,"35982484_2","35982484","acute kidney injury",,"NULL","NULL",,,"mortality",3.562,1.737,7.301,"odd ratio (OR)",,,1,"ckdIron"
,"35982484_3","35982484","age",,"NULL","NULL",,,"white blood cell count",1.1,1.035,1.169,"odd ratio (OR)",,,1,"ckdIron"
,"35982484_4","35982484","platelet count",,"NULL","NULL",,,"mortality",0.994,0.99,0.997,"odd ratio (OR)",,,1,"ckdIron"
,"35982484_5","35982484","platelet lymphocyte ratio",,"NULL","NULL",,,"cardiovascular",1.002,1,1.004,"odd ratio (OR)",,,1,"ckdIron"
,"35982484_6","35982484","acute kidney injury",,"NULL","NULL",,,"mortality",9.012,3.844,21.129,"odd ratio (OR)",,,1,"ckdIron"
,"36119415_1","36119415","elevated serum potassium concentration",,"NULL","NULL",,,"risk for deceased patients with hyperkalemia",2.419,1.96,2.99,"hazard ratio (HR)",,,1,"ckdIron"
,"36119415_2","36119415","hypoalbuminemia",,"NULL","NULL",,,"risk for nonsurvival",0.254,0.196,0.33,"hazard ratio (HR)",,,1,"ckdIron"
,"36148177_1","36148177",,,"NULL","NULL",,,,1.9,1.4,2.5,"hazard ratio (HR)",,,1,"ckdIron"
,"36160468_2","36160468",,,"NULL","NULL",,,,1.62,1.01,2.62,"odd ratio (OR)",,,1,"ckdIron"
,"36196608_1","36196608","c reactive protein",,"NULL","NULL",,,"adverse outcomes among women in the third trimester of pregnancy",2.26,1.09,5.51,"odd ratio (OR)",,,1,"ckdIron"
,"36196608_2","36196608","ferritin levels",,"NULL","NULL",,,"adverse outcomes",1.06,1.01,1.15,"odd ratio (OR)",,,1,"ckdIron"
,"36213716_1","36213716","ferritin",,"NULL","NULL",,,"non survivor status",1.8,1.17,2.77,"odd ratio (OR)",,,1,"ckdIron"
,"36213716_2","36213716","age",,"NULL","NULL",,,"longer length of intensive care unit stay",1.15,1.01,1.3,"odd ratio (OR)",,,1,"ckdIron"
,"36379584_1","36379584","diagnostic",,"NULL","NULL",,,"",5,5,5,"odd ratio (OR)",,,1,"ckdIron"
,"36379584_2","36379584","anti mda5 antibodies",,"NULL","NULL",,,"mortality",0.24,0.14,0.41,"odd ratio (OR)",,,1,"ckdIron"
,"36495060_1","36495060","iron deficiency",,"NULL","NULL",,,"",2.01,1.16,3.51,"hazard ratio (HR)",,,1,"ckdIron"
,"36495060_2","36495060","iron deficiency",,"NULL","NULL",,,"",1.32,0.76,2.28,"hazard ratio (HR)",,,1,"ckdIron"
,"36516789_1","36516789","hyperferritinemia",,"NULL","NULL",,,"poor 3 month functional outcome",1.711,1.093,2.681,"odd ratio (OR)",,,1,"ckdIron"
,"36583875_2","36583875","c reactive protein","greater than","10","NULL","mg",,"poor survival",9.72,1.41,18.58,"odd ratio (OR)",,,1,"ckdIron"
,"36583875_3","36583875","c protein reactive levels","greater than","10","NULL",,,"poor survival",10.23,5.87,36.06,"odd ratio (OR)",,,1,"ckdIron"
,"36633201_1","36633201",,,"NULL","NULL",,,,2.272,1.106,4.667,"odd ratio (OR)",,,1,"ckdIron"
,"36647106_1","36647106","d dimer",,"NULL","NULL",,,"mortality rate",1.052,1.001,1.106,"odd ratio (OR)",,,1,"ckdIron"
,"36647106_2","36647106","direct bilirubin",,"NULL","NULL",,,"mortality",1.143,1.049,1.246,"odd ratio (OR)",,,1,"ckdIron"
,"36669711_1","36669711","non structural proteins",,"NULL","NULL",,,"",4.67,3.05,7.14,"odd ratio (OR)",,,1,"ckdIron"
,"36669711_2","36669711","ctn",,"NULL","NULL",,,"death",2.68,2,3.59,"odd ratio (OR)",,,1,"ckdIron"
,"36669711_3","36669711","neutrophil to lymphocyte ratio",,"NULL","NULL",,,"",7.14,4.92,10.37,"odd ratio (OR)",,,1,"ckdIron"
,"36669711_4","36669711","d dimer",,"NULL","NULL",,,"thrombotic events
b) in hospital adverse cardiovascular outcomes",9.02,5.36,15.18,"odd ratio (OR)",,,1,"ckdIron"
,"36719878_1","36719878","hemoglobin",,"NULL","NULL",,,"",0.66,0.49,0.89,"hazard ratio (HR)",,,1,"ckdIron"
,"36719878_2","36719878","hr: 0.53 [0.37;0.77].",,"NULL","NULL",,,"decreased survival",0.53,0.37,0.77,"hazard ratio (HR)",,,1,"ckdIron"
,"36734033_3","36734033","intravenous iron infusion",,"NULL","NULL",,,"heart failure",0.82,0.67,0.99,"relative risk (RR)",,,1,"ckdIron"
,"36734033_4","36734033","intravenous iron infusion",,"NULL","NULL",,,"heart failure",0.74,0.6,0.91,"relative risk (RR)",,,1,"ckdIron"
,"36734033_6","36734033","heart failure",,"NULL","NULL",,,"",0.89,0.75,1.05,"odd ratio (OR)",,,1,"ckdIron"
,"36785914_1","36785914","serum iron",,"NULL","NULL",,,"heart failure",0.804,0.699,0.924,"odd ratio (OR)",,,1,"ckdIron"
,"36785914_2","36785914","left ventricular ejection fraction",,"NULL","NULL",,,"heart failure",1.072,1.011,1.137,"odd ratio (OR)",,,1,"ckdIron"
,"36797577_1","36797577","high copper concentrations",,"NULL","NULL",,,"congenital heart disease",4.062,2.013,8.199,"odd ratio (OR)",,,1,"ckdIron"
,"36797577_2","36797577","copper concentration",,"NULL","NULL",,,"congenital heart disease",3.226,1.343,7.75,"odd ratio (OR)",,,1,"ckdIron"
,"36797577_3","36797577",,,"NULL","NULL",,,,1.303,1.056,1.608,"odd ratio (OR)",,,1,"ckdIron"
,"36823953_1","36823953","intravenous iron",,"NULL","NULL",,,"",0.72,0.53,0.99,"odd ratio (OR)",,,1,"ckdIron"
,"36823953_2","36823953",,,"NULL","NULL",,,,0.86,0.7,1.05,"odd ratio (OR)",,,1,"ckdIron"
,"36823953_3","36823953",,,"NULL","NULL",,,,0.93,0.78,1.12,"odd ratio (OR)",,,1,"ckdIron"
,"36823953_4","36823953",,,"NULL","NULL",,,,0.67,0.49,0.92,"odd ratio (OR)",,,1,"ckdIron"
,"36823953_5","36823953",,,"NULL","NULL",,,,0.99,0.74,1.3,"odd ratio (OR)",,,1,"ckdIron"
,"36861580_1","36861580","symptoms","lower than","NULL","NULL","days",,"poor outcome",1.41,1.2,2.99,"odd ratio (OR)",,,1,"ckdIron"
,"36861580_2","36861580","covid 19 associated acute stroke",,"NULL","NULL",,,"covid 19 symptoms ≤ 5 days",1.97,1.41,4.87,"odd ratio (OR)",,,1,"ckdIron"
,"36861580_3","36861580","odd ratio",,"NULL","NULL",,,"cycle threshold value ≤ 25",2.11,1.51,5.61,"odd ratio (OR)",,,1,"ckdIron"
,"36861580_4","36861580","interleukin 6",,"NULL","NULL",,,"poor outcome",1.92,1.04,4.74,"odd ratio (OR)",,,1,"ckdIron"
,"36861580_5","36861580","odds ratio",,"NULL","NULL",,,"stroke",2.4,1.02,6.07,"odd ratio (OR)",,,1,"ckdIron"
,"36861580_6","36861580","cycle threshold",,"NULL","NULL",,,"poor outcome",8.8,6.52,12.21,"odd ratio (OR)",,,1,"ckdIron"
,"36926338_1","36926338","high d dimer",,"NULL","NULL",,,"disease progression",3.5,1.83,6.69,"relative risk (RR)",,,1,"ckdIron"
,"36926338_2","36926338","elevated ldh","greater than","359.5","NULL","u/l",,"mortality",1.85,1.05,3.25,"relative risk (RR)",,,1,"ckdIron"
,"36926338_3","36926338",,,"NULL","NULL",,,,1.91,1.14,3.19,"relative risk (RR)",,,1,"ckdIron"
,"36926338_4","36926338","high d dimer",,"NULL","NULL",,,"",2.67,1.05,6.78,"relative risk (RR)",,,1,"ckdIron"
,"36926338_5","36926338","high d dimer",,"NULL","NULL",,,"disease progression",3.95,1.62,9.61,"relative risk (RR)",,,1,"ckdIron"
,"36926338_6","36926338","high d dimer",,"NULL","NULL",,,"mortality rate",5.43,2.39,12.37,"relative risk (RR)",,,1,"ckdIron"
,"36938147_1","36938147","corticosteroid",,"NULL","NULL",,,"",3.7,1.5,9.2,"hazard ratio (HR)",,,1,"ckdIron"
,"36938147_2","36938147","preceding corticosteroids",,"NULL","NULL",,,"",4.5,2,10.4,"hazard ratio (HR)",,,1,"ckdIron"
,"36939851_1","36939851","car t",,"NULL","NULL",,,"",2.8,1.6,4.7,"hazard ratio (HR)",,,1,"ckdIron"
,"36939851_2","36939851","severe cytopenia occurrence following car t therapy",,"NULL","NULL",,,"",3.5,1.4,8.8,"hazard ratio (HR)",,,1,"ckdIron"
,"36975880_1","36975880","intravenous iron replacement therapy",,"NULL","NULL",,,"cardiovascular mortality",0.85,0.69,1.04,"odd ratio (OR)",,,1,"ckdIron"
,"36975880_2","36975880","intravenous iron replacement therapy",,"NULL","NULL",,,"hospitalizations for heart failure",0.49,0.35,0.69,"odd ratio (OR)",,,1,"ckdIron"
,"36975880_3","36975880","intravenous iron replacement therapy",,"NULL","NULL",,,"",0.65,0.5,0.85,"odd ratio (OR)",,,1,"ckdIron"
,"37024861_1","37024861","older age",,"NULL","NULL",,,"older age",2.54,1.58,4.07,"odd ratio (OR)",,,1,"ckdIron"
,"37074386_1","37074386","iron deficiency",,"NULL","NULL",,,"",0.81,0.69,0.95,"relative risk (RR)",,,1,"ckdIron"
,"37074386_2","37074386",,,"NULL","NULL",,,,0.88,0.71,1.09,"odd ratio (OR)",,,1,"ckdIron"
,"37074386_3","37074386",,,"NULL","NULL",,,,0.77,0.66,0.9,"relative risk (RR)",,,1,"ckdIron"
,"37074386_4","37074386","ferric carboxymaltose/ferric derisomaltose",,"NULL","NULL",,,"risk",0.87,0.71,1.07,"relative risk (RR)",,,1,"ckdIron"
,"37074386_5","37074386","infections",,"NULL","NULL",,,"infections",0.85,0.71,1.02,"odd ratio (OR)",,,1,"ckdIron"
,"37074386_6","37074386","vascular disorder",,"NULL","NULL",,,"cardiovascular disease",0.84,0.57,1.25,"odd ratio (OR)",,,1,"ckdIron"
,"37109444_1","37109444","iron deficiency",,"NULL","NULL",,,"",0.31,0.19,0.5,"odd ratio (OR)",,,1,"ckdIron"
,"37109444_2","37109444","odd ratio",,"NULL","NULL",,,"",0.23,0.14,0.38,"odd ratio (OR)",,,1,"ckdIron"
,"37109444_3","37109444","odd ratio",,"NULL","NULL",,,"iron deficiency",0.51,0.17,0.55,"odd ratio (OR)",,,1,"ckdIron"
,"37111154_1","37111154","serum ferritin",,"NULL","NULL",,,"impaired glucose metabolism",1.93,1.17,3.2,"odd ratio (OR)",,,1,"ckdIron"
,"37111154_2","37111154","normal blood glucose metabolism group",,"NULL","NULL",,,"risk",3.08,1.84,5.14,"odd ratio (OR)",,,1,"ckdIron"
,"37111154_3","37111154","smoking",,"NULL","NULL",,,"li tianzhen",2.39,1.4,4.06,"odd ratio (OR)",,,1,"ckdIron"
,"37111154_4","37111154","none of the above",,"NULL","NULL",,,"type 2 diabetes mellitus",3.84,2.53,5.83,"odd ratio (OR)",,,1,"ckdIron"
,"37129668_1","37129668","anaemia",,"NULL","NULL",,,"heart failure",1.68,1.36,2.07,"hazard ratio (HR)",,,1,"ckdIron"
,"37129668_2","37129668","anaemia",,"NULL","NULL",,,"",1.3,1.1,1.54,"hazard ratio (HR)",,,1,"ckdIron"
,"37153543_1","37153543","high inoverall survival",,"NULL","NULL",,,"progression free survival",3.382,1.667,6.863,"hazard ratio (HR)",,,1,"ckdIron"
,"37153543_2","37153543","high c reactive protein",,"NULL","NULL",,,"progression free survival (progression free survival) and overall survival",2.043,1.019,4.097,"hazard ratio (HR)",,,1,"ckdIron"
,"37153543_3","37153543","high il 6",,"NULL","NULL",,,"multiple myeloma patients treated with car t cells",3.298,1.598,6.808,"hazard ratio (HR)",,,1,"ckdIron"
,"37314316_1","37314316","coexisting iron deficiency",,"NULL","NULL",,,"",1.33,0.96,1.85,"hazard ratio (HR)",,,1,"ckdIron"
,"37314316_2","37314316","coexisting iron deficiency",,"NULL","NULL",,,"",1.54,1.03,2.3,"hazard ratio (HR)",,,1,"ckdIron"
,"37314316_3","37314316","iron",,"NULL","NULL",,,"",1.57,1.22,2.01,"hazard ratio (HR)",,,1,"ckdIron"
,"37323150_3","37323150",,,"NULL","NULL",,,,2.593,1.113,6.039,"odd ratio (OR)",,,1,"ckdIron"
,"37348186_1","37348186","old age",,"NULL","NULL",,,"mortality",1.54,1.41,1.69,"hazard ratio (HR)",,,1,"ckdIron"
,"37348186_2","37348186","male sex",,"NULL","NULL",,,"mortality",2.07,1.34,3.18,"hazard ratio (HR)",,,1,"ckdIron"
,"37348186_3","37348186","rapidly progressive interstitial lung disease",,"NULL","NULL",,,"mortality",9.34,6.39,13.6,"hazard ratio (HR)",,,1,"ckdIron"
,"37348186_4","37348186","high levels of ferritin",,"NULL","NULL",,,"mortality",1.05,1.01,1.08,"hazard ratio (HR)",,,1,"ckdIron"
,"37348186_5","37348186","high levels of c reactive protein",,"NULL","NULL",,,"",1.12,1.06,1.19,"hazard ratio (HR)",,,1,"ckdIron"
,"37348186_6","37348186","diagnostic factor",,"NULL","NULL",,,"rheumatoid arthritis",1.05,1.03,1.07,"hazard ratio (HR)",,,1,"ckdIron"
,"37348186_7","37348186","lactate dehydrogenase",,"NULL","NULL",,,"mortality",1.27,1.12,1.45,"hazard ratio (HR)",,,1,"ckdIron"
,"37348186_8","37348186","oxygen index",,"NULL","NULL",,,"oxyxygen index oxygen index",0.99,0.988,0.992,"hazard ratio (HR)",,,1,"ckdIron"
,"37348186_9","37348186","partial pressure of oxygen",,"NULL","NULL",,,"poor respiratory function",0.933,0.906,0.961,"hazard ratio (HR)",,,1,"ckdIron"
,"37348186_10","37348186",,,"NULL","NULL",,,,0.962,0.928,0.998,"hazard ratio (HR)",,,1,"ckdIron"
