"idStudy0","PMID","title","author","ABSTRACT","yearPublication","journal","objective","studyPlan","fromCode","projectName","uploadDate"
,"17938499"," Management of obstructive sleep apnea: A dental perspective. ","Padma A. et al.","Sleep disordered breathing is a term which includes simple snoring, upper airway resistance syndrome, and obstructive sleep apnea (OSA). Simple snoring is a common complaint affecting 45% of adults occasionally and 25% of adults habitually and is a sign of upper airway obstruction. Snoring has also been identified as a possible risk factor for hypertension, ischemic heart disease, and stroke. The role of dentistry in sleep disorders is becoming more significant, especially in co-managing patients with simple snoring and mild to moderate OSA. The practicing dental professional has the opportunity to assist patients at a variety of levels, starting with the recognition of a sleep-related disorder, referring patients to a physician for evaluation, and assisting in the management of sleep disorders. Obesity is the main predisposing factor for OSA. In nonobese patients, craniofacial anomalies like micrognathia and retrognathia may also predispose to OSA. Diagnosis of OSA is made on the basis of the history and physical examination and investigations such as polysomnography, limited channel testing, split-night testing, and oximetry. Nocturnal attended polysomnography, which requires an overnight stay in a sleep facility, is the standard diagnostic modality in determining if a patient has OSA. As far as treatment is concerned, the less invasive procedures are to be preferred to the more invasive options. The first and simplest option would be behavior modification, followed by insertion of oral devices suited to the patient, especially in those with mild to moderate OSA. Continuous positive airway pressure (CPAP) and surgical options are chosen for patients with moderate to severe OSA. The American Academy of Sleep Medicine (AAOSM) has recommended oral appliances for use in patients with primary snoring and mild to moderate OSA. It can also be used in patients with a lesser degree of oxygen saturation, relatively less day time sleepiness, lower frequency of apnea, those who are intolerant to CPAP, or those who refuse surgery. Oral appliances improve the blood oxygen saturation levels as they relieve apnea in 20-75% of patients. They reduce the apnea-hypopnea index (AHI) by 50% or to < 10 events per h. Oral appliances also reduce the AHI to normal in 50-60% patients.","2007","Indian journal of dental research : official publication of Indian Society for Dental Research",,"other",1,"stridorIahMortality","2023-11-13"
,"8404114"," Handedness and sleep apnea. ","Hoffstein V. et al.","Left-handedness is associated with shorter life span. Many of the factors contributing to this higher mortality (eg, alcohol consumption, automobile accident, smoking) are the same as in patients with sleep apnea, who also have higher mortality than nonapneic controls. The authors hypothesized that (1) there is a higher prevalence of sinistrality in patients suspected of having sleep apnea than in the general population, and (2) left-handed persons with sleep apnea have a more severe disorder than right-handed ones. These hypotheses were tested in a prospective cohort of 970 patients referred to a sleep disorders center because of suspected sleep apnea. All patients underwent nocturnal polysomnography and measurements of blood pressure. Sixty-one patients were left-handed. The distribution of handedness as a function of age in this cohort was similar to that in the general population. There were 486 patients with an apnea/hypopnea index greater than 10; of these, 34 were left-handed, and 452 were right-handed. Oxygen saturation, blood pressure, age, smoking history, and body mass index were similar in both groups. Left-handed patients with sleep apnea had a significantly higher respiratory disturbance index (RDI) than the right-handed ones (52 +/- 30 vs 38 +/- 35 [p < 0.005]). Right-handed patients were distributed equally among RDI quartiles, but 41 percent of the left-handed patients were within the highest RDI quartile, compared to 12 percent within the lowest quartile. Sinistrality appears to be associated with more severe sleep apnea, which may help to explain the higher mortality seen among the left-handed persons.","1993","Chest",,"Cohort",1,"stridorIahMortality","2023-11-13"
,"19329267"," Reflections on the brainstem dysfunction in neurologically disabled children. ","Saito Y.","This article deals with the neurological basis of brainstem-related symptoms in disabled children. Synaptic interactions of respiratory and swallowing centers, which are briefly reviewed in this study, highlight the significance of the nucleus of solitary tract (NTS) in the stereotyped motor events. Coordination mechanisms between these two central pattern generators are also studied with a focus on the inhibitory action of decrementing expiratory neurons that terminate the inspiratory activity and become activated during swallowing. Dorsal brainstem lesions in hypoxic-ischemic encephalopathy (HIE) affect the area including NTS, and result in symptoms of apneusis, facial nerve paresis, dysphagia, gastroesophageal reflux, and laryngeal stridor. Leigh syndrome patients with similar distributions of medullary lesions show increased sighs, post-sigh apnea, hiccups, and vomiting in addition to the symptoms of HIE, suggesting pathologically augmented vagal reflex pathways. The present article also discusses the pathophysiology of laryngeal dystonia in xeroderma pigmentosum group A, self-mutilation in Lesch-Nyhan syndrome, and sudden unexpected death in Fukuyama congenital muscular dystrophy. Close observation and logical assessment of brainstem dysfunction symptoms should be encouraged in order to achieve better understanding and management of these symptoms in disabled children.","2009","Brain & development",,"Review",1,"stridorIahMortality","2023-11-13"
,"16100147"," Mortality in obstructive sleep apnea-hypopnea patients treated with positive airway pressure. ","Campos-Rodriguez F. et al.","STUDY OBJECTIVES: The aims of this study were to analyze mortality in patients with obstructive sleep apnea-hypopnea syndrome (OSAHS) treated with positive airway pressure (PAP) and to know whether PAP compliance affects survival, as well as to investigate the prognostic value of several pretreatment variables. DESIGN AND PATIENTS: A study was made of an historical cohort of 871 patients in whom OSAHS had been diagnosed by sleep study between January 1994 and December 2000 and who had been treated with PAP. Patients were followed up until December 2001. The mean (+/- SD) age of the group was 55.4 +/- 10.6 years, the mean apnea-hypopnea index (AHI) 55.1 +/- 28.7, and 80.9% were men. To assess whether mortality was influenced by PAP therapy compliance, patients were assigned to one of the following compliance categories: < 1 h/d; 1 to 6 h/d; or > 6 h/d. Survival rates were calculated according to the Kaplan-Meier method. Survival curves were compared with the log-rank test and the trend test, when necessary. Univariate and multivariate analyses using a time-dependent Cox model were performed to elicit which variables correlated with mortality. SETTING: Outpatient sleep disorders unit. RESULTS: By the end of the follow-up period (mean duration, 48.5 +/- 22.7 months), 46 patients had died. The 5-year cumulative survival rates were significantly lower in patients who did not use PAP (compliance < 1 h) than in those who used the device for > 6 h/d (85.5% [95% confidence interval (CI), 0.78 to 0.92] vs 96.4% [95% CI, 0.94 to 0.98; p < 0.00005]) and 1 to 6 h/d (85.5% [95% CI, 0.78 to 0.92] vs 91.3% [ 95% CI, 0.88 to 0.94; p = 0.01]), respectively. A trend in survival rates across the groups was identified (p = 0.0004). The main cause of death in 19 cases was cardiovascular disease (CVD). Variables that independently correlated with mortality in the multivariate analysis were the following PAP use categories: compliance for > 6 h/d (odds ratio [OR], 0.10; 95% CI, 0.04 to 0.29); compliance for 1 to 6 h/d (OR, 0.28; 95% CI, 0.11 to 0.69); arterial hypertension (AHT) [OR, 3.25; 95% CI, 1.24 to 8.54]; age (OR, 1.06; 95% CI, 1.01 to 1.10); and FEV1 percent predicted (OR, 0.96; 95% CI, 0.94 to 0.98). CONCLUSION: Mortality rates in OSAHS patients who did not receive PAP therapy were higher compared with those treated with PAP and were moderately or highly compliant with therapy. A trend in survival across compliance categories was found. Patients died mainly from CVD. Categories of PAP compliance, AHT, age, and FEV1 percent predicted were the variables that independently predicted mortality.","2005","Chest","STUDY OBJECTIVES : The aims of this study were to analyze mortality in patients with obstructive sleep apnea-hypopnea syndrome ( OSAHS ) treated with positive airway pressure ( PAP ) and to know whether PAP compliance affects survival , as well as to investigate the prognostic value of several pretreatment variables ","Cohort",1,"stridorIahMortality","2023-11-13"
,"15166843"," Mechanical ventilation in children with acute respiratory failure. ","Mehta N. and Arnold J.","PURPOSE OF REVIEW: Acute respiratory failure requiring mechanical ventilation continues to contribute to mortality and affect long-term functional outcomes in patients admitted to the pediatric intensive care unit (ICU). Studies in adults with acute respiratory distress syndrome (ARDS) far outnumber those conducted in the pediatric age group, and pediatric intensivists are left with the task of carefully selecting and critically appraising relevant adult data and extrapolating results to their domain of practice. RECENT FINDINGS: The recent ARDSNet study reinforces the use of low tidal volumes. Administration of surfactant is safe, but once again its beneficial effect was not sustained in a randomized trial. Surfactant proteins A and D have been shown to be of prognostic value in cases of acute lung injury. The effect of inhaled nitric oxide (NO) in patients with ARDS can be enhanced by aggressive lung recruitment strategies such as can be achieved using high-frequency oscillatory ventilation (HFOV). A recent adult trial shows good response rates but no significant long-term outcome benefit from prone positioning in patients with ARDS. Routine scheduled assessments of readiness for weaning and extubation may be more important than specific weaning modes and weaning criteria for children. A recent meta-analysis suggests that prophylactic dexamethasone use may decrease postextubation stridor and possibly reduce the need for reintubation in selected patients. Outcome data in children requiring mechanical support is encouraging, especially for high-risk groups such as bone marrow transplant (BMT) recipients, and may guide ethically challenging decision-making for these patients. SUMMARY: Mechanical ventilation strategies aiming for optimal alveolar recruitment with the judicious use of positive end-expiratory pressure (PEEP) and low tidal volumes will remain the mainstay for managing respiratory failure in children. Dexamethasone may prevent postextubation stridor. Prone positioning, surfactant therapy, HFOV, and inhaled NO are used sporadically and need to be evaluated for their effect on mortality and duration of ventilation.","2004","Current opinion in critical care"," PURPOSE OF REVIEW : Acute respiratory failure requiring mechanical ventilation continues to contribute to mortality and affect long-term functional outcomes in patients admitted to the pediatric intensive care unit ( ICU ) ","Meta analysis",1,"stridorIahMortality","2023-11-13"
,"10230929"," Vallecular cysts in newborns and young infants. ","Gutiérrez J. et al.","Vallecular cyst is a rare cause of stridor and respiratory distress in infancy and has been associated with sudden airway obstruction resulting in death. In a retrospective review of eight cases over a 20-year period all infants developed symptoms during the first week of life. All had stridor and feeding difficulties and two required endotracheal intubation. Other common findings included signs of increased work of breathing and episodes of cyanosis. Failure to thrive was present in five patients diagnosed later than the first week of life. An abnormal or a hoarse cry was present in only two patients. Diagnosis in all cases was made by endoscopy. Where a VC is clinically suspected, it is important to stress the need to visualize the base of the tongue during any diagnostic endoscopic procedure. At endoscopy, a smooth localized mass arising from and distorting the lingual surface of the epiglottis was identified. Histologically, the cysts contained respiratory epithelium with mucous glands with an external lining of squamous epithelium. Treatment by cyst marsupialization is safe and definitive, in particular when performed by CO2 laser.","1999","Pediatric pulmonology",,"Review",1,"stridorIahMortality","2023-11-13"
,"17218564"," Familial premature coronary artery disease mortality and obstructive sleep apnea. ","Gami A. et al.","BACKGROUND: Obstructive sleep apnea (OSA) is linked to both coronary artery disease (CAD) and sudden death, but any causal role remains unclear. A family history of premature CAD and related mortality is an independent risk factor for the development of CAD. We hypothesized that OSA is associated with a family history of premature mortality from ischemic heart disease. METHODS: We prospectively studied 588 subjects who underwent polysomnography from May 2000 to June 2004. Demographics, comorbidities, family history of cardiovascular disease, and the ages and causes of death for 10 strata of family members were recorded for all subjects. We excluded those subjects with known causes of premature cardiac death, such as hypertrophic cardiomyopathy and long-QT syndrome. OSA was defined by American Academy of Sleep Medicine criteria (ie, apnea-hypopnea index >or= 5). Premature CAD mortality was defined as death due to ischemic heart disease or sudden cardiac death before 55 years of age (men) or 65 years of age (women). RESULTS: Polysomnography confirmed OSA in 316 subjects and excluded it in 202 subjects. The unadjusted odds ratio (OR) for OSA and a family history of premature CAD mortality was 2.11 (95% confidence interval [CI], 1.10 to 4.31; p = 0.031). After adjusting for each subject's sex, body mass index, and history of CAD, there was a significant and independent association between OSA and family history of premature CAD mortality (OR, 2.13; 95% CI, 1.04 to 4.66; p = 0.046). CONCLUSIONS: Regardless of their own CAD status, people with OSA are more likely than those without OSA to have a family history of premature CAD mortality.","2007","Chest",,"other",1,"stridorIahMortality","2023-11-13"
,"18575711"," Breathing disorders in congestive heart failure: gender, etiology and mortality. ","Silva R. et al.","We investigated the relationship between sleep-disordered breathing (SDB) and Cheyne-Stokes respiration (CSR) while awake as well as mortality. Eighty-nine consecutive outpatients (29 females) with congestive heart failure (CHF; left ventricular ejection fraction, LVEF <45%) were prospectively evaluated. The presence of SDB and of CSR while awake before sleep onset was investigated by polysomnography. SDB prevalence was 81 and 56%, using apnea-hypopnea index cutoffs >5 and >15, respectively. CHF etiologies were similar according to the prevalence of SDB and sleep pattern. Males and females were similar in age, body mass index, and LVEF. Males presented more SDB (P = 0.01), higher apnea-hypopnea index (P = 0.04), more light sleep (stages 1 and 2; P < 0.05), and less deep sleep (P < 0.001) than females. During follow-up (25 +/- 10 months), 27% of the population died. Non-survivors had lower LVEF (P = 0.01), worse New York Heart Association (NYHA) functional classification (P = 0.03), and higher CSR while awake (P < 0.001) than survivors. As determined by Cox proportional model, NYHA class IV (RR = 3.95, 95%CI = 1.37-11.38, P = 0.011) and CSR while awake with a marginal significance (RR = 2.96, 95%CI = 0.94-9.33, P = 0.064) were associated with mortality. In conclusion, the prevalence of SDB and sleep pattern of patients with Chagas' disease were similar to that of patients with CHF due to other etiologies. Males presented more frequent and more severe SDB and worse sleep quality than females. The presence of CSR while awake, but not during sleep, may be associated with a poor prognosis in patients with CHF.","2008","Brazilian journal of medical and biological research = Revista brasileira de pesquisas medicas e biologicas"," We investigated the relationship between sleep-disordered breathing ( SDB ) and Cheyne-Stokes respiration ( CSR ) while awake as well as mortality ","other",1,"stridorIahMortality","2023-11-13"
,"8610303"," Investigating the relationship between stroke and obstructive sleep apnea. ","Dyken M. et al.","BACKGROUND AND PURPOSE: We aimed to prospectively determine whether the incidence of obstructive sleep apnea in patients with recent stroke was significantly different from that of a sex- and age-matched control group with no major medical problems. METHODS: We prospectively performed overnight polysomnography in 24 patients with a recent stroke (13 men and 11 women; mean age [+/- SD], 64.6 +/- 10.4 years) and 27 subjects without stroke (13 men and 14 women; mean age, 61.6 +/- 8.8 years). Patients with either ischemic or hemorrhagic stroke were entered into this study. Polysomnographic evaluations were performed within approximately 2 to 5 weeks after each patient's stroke. RESULTS: Obstructive sleep apnea was found in 10 of 13 men with stroke (77%) and in only 3 of 13 male subjects without stroke (23%) (P=.0169). Seven of 11 women with stroke (64%) had obstructive sleep apnea, while only 2 of 14 female subjects without stroke (14%) had obstructive sleep apnea (P=.0168). For men with stroke, the mean apnea/hypopnea index (+/- SE) was 21.5 +/- 4.2 events per hour, while for male subjects without stroke it was 4.8 +/- 1.8 events per hour (P=.0014). For women with stroke the mean apnea/hypopnea index was 31.6 +/- 8.8 events per hour, while for female subjects without stroke it was 2.9 +/- 1.6 events per hour (P=.0024). The 4-year mortality for patients with stroke was 20.8%. All patients with stroke who died had obstructive sleep apnea. CONCLUSIONS: Patients with stroke have an increased incidence of obstructive sleep apnea compared with normal sex- and age-matched control subjects. Hypoxia and hemodynamic responses to obstructive sleep apnea may have predisposed these patients to stroke.","1996","Stroke","BACKGROUND AND PURPOSE : We aimed to prospectively determine whether the incidence of obstructive sleep apnea in patients with recent stroke was significantly different from that of a sex- and age-matched control group with no major medical problems ","other",1,"stridorIahMortality","2023-11-13"
,"11347781"," Sleep apnea, delirium, depressed mood, cognition, and ADL ability after stroke. ","Sandberg O. et al.","OBJECTIVES: The incidence of sleep apnea and stroke increases with age. The aim of this study was to investigate the presence of sleep apnea after stroke and its relationship to delirium, depressed mood, cognitive functioning, ability to perform activities of daily living (ADLs), and psychiatric and behavior symptoms. DESIGN: Cross-sectional study. SETTING: Geriatric stroke rehabilitation unit. PARTICIPANTS: 133 patients (78 women and 55 men, mean age 77.1 +/- 7.7 years) consecutively admitted to a geriatric stroke rehabilitation unit. MEASUREMENTS: All patients underwent overnight respiratory sleep recordings at 23 +/- 7 days (range 11 to 41 days) after suffering a stroke. The patients were assessed using the Organic Brain Syndrome Scale, Montgomery-Asberg-Depression-Rating Scale, Mini-Mental State Examination (MMSE), and Barthel-ADL Index. Sleep apnea was defined as an apnea-hypopnea index (AHI) of 10 or more. RESULTS: The median of the AHI for the studied sample (N = 133) was 13 (range 0-79; interquartile range 6-28). Fifty-nine percent fulfilled the criteria for sleep apnea; 52% with first-ever stroke had sleep apnea. More patients with sleep apnea than without were delirious, depressed, or more ADL-dependent. Sleep apnea patients also had a higher frequency of ischemic heart disease and had more often suffered from an earlier cerebral infarction. Multivariate analysis showed that obesity, low ADL scores, ischemic heart disease, and depressed mood were independently associated with sleep apnea. Low ADL scores, apnea-related hypoxemia, body mass index < or = 27, and impaired vision were independently associated with delirium. The presence of sleep apnea was not associated with any specific type of stroke or location of the brain lesion. CONCLUSIONS: Sleep apnea is common in stroke patients and is associated with delirium, depressed mood, latency in reaction and in response to verbal stimuli, and impaired ADL ability. We suggest a trial investigating whether delirium, depressed mood, and ADL ability improve with nasal continuous positive airway pressure treatment of sleep apnea in stroke patients.","2001","Journal of the American Geriatrics Society"," OBJECTIVES : The incidence of sleep apnea and stroke increases with age ","Clinical trial",1,"stridorIahMortality","2023-11-13"
,"16380551"," Sleep and exertional periodic breathing in chronic heart failure: prognostic importance and interdependence. ","Corrà U. et al.","BACKGROUND: Sleep and exertional periodic breathing are proverbial in chronic heart failure (CHF), and each alone indicates poor prognosis. Whether these conditions are associated and whether excess risk may be attributed to respiratory disorders in general, rather than specifically during sleep or exercise, is unknown. METHODS AND RESULTS: We studied 133 CHF patients with left ventricular ejection fraction (LVEF) < or =40%. During 1170+/-631 days of follow-up, 31 patients (23%) died. Nonsurvivors had higher New York Heart Association class, ventilatory response (ve/vco2 slope), and apnea-hypopnea index (AHI) and lower peak vo2 (all P<0.01); lower LVEF and prescription of beta-blockers, and shorter transmitral deceleration time (all P<0.05). Exertional oscillatory ventilation (EOV), established by cyclic fluctuations in minute ventilation that persisted for > or =60% of exercise duration with an amplitude > or =15% of the average resting value, was significantly more frequent in nonsurvivors (42% versus 15%, P<0.01). Multivariable analysis selected AHI (hazard ratio [HR] 5.66, 95% CI 2.3 to 19.9, P<0.01), peak vo2 (HR 0.93, 95% CI 0.90 to 0.97, P<0.01), and beta-blocker prescription (HR 0.34, 95% CI 0.13 to 0.87, P<0.05) as predictors of cardiac events. The best cutoff for AHI was >30/h. EOV was significantly related to AHI >30/h (chi2 14.6, P<0.01): 78% of EOV patients showed AHI >30/h. Multivariable analysis, including breathing disorders alone (EOV, AHI >30/h) or in combination (EOV plus AHI >30/h), selected combined disorders as the strongest predictor of events (HR 6.65, 95% CI 2.6 to 17.1, P<0.01). CONCLUSIONS: In CHF, EOV is significantly associated with AHI >30/h. Although each breathing disorder alone is linked to total mortality, their combination has a crucial prognostic burden.","2006","Circulation"," Whether these conditions are associated and whether excess risk may be attributed to respiratory disorders in general , rather than specifically during sleep or exercise , is unknown ","other",1,"stridorIahMortality","2023-11-13"
